#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,金子信博,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Nishi Tanzawa (TZ-DB1). ,,,,,,,,,,,
#,SITE NAME,サイト名,丹沢,,,,,,,,,,,
#,PLOT NAME,調査区名,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TZ-DB1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,20090324,データ成形（石原正恵）,,,,,,,,,,,,
#,,タグ重複：466、467、345、346がそれぞれ重複-→20090409段階では不明のため現状維持（仮番号をつけた),,,,,,,,,,,,
#,,１）478     178　　−−＞個体番号478に訂正,,,,,,,,,,,,
#,,２） 124     123     −−＞個体番号124に訂正,,,,,,,,,,,,
#,,３） 644     643     −−＞個体番号644に訂正,,,,,,,,,,,,
#,,マメツツジ？-->ndに,,,,,,,,,,,,
#,20091020,"mesh_xcord,mesh_ycord　をモニ1000フォーマットに変更",,,,,,,,,,,,
#,20171018,データ確認（日野貴文）,,,,,,,,,,,,
#,,新規個体の前年までのセルが空白→「na」を入力,,,,,,,,,,,,
#,,種名がイタヤカエデ？などのように「？」がついている個体はモニ1000仕様に合わせをndにして、noteに転記,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
#VALUE!,#VALUE!,C184,C184,？,？,ブナ,35.7 ,nd,倒木（生きている）＊座標忘れ；原点座標は暫定,行方不明,,na,na,B2
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","note13_2","s_date08","s_date13","mesh_site_original","dl08","dl13","rec08","rec13","error08","error13"
"67.6 ",77.7,"685","685",7.6,7.7,"カマツカ",NA,15.9,"","","",NA,NA,"G7",0,0,-1,1,0,0
"67.6 ",77.7,"683","683",7.6,7.7,"カマツカ",NA,15.1,"","","",NA,NA,"G7",0,0,-1,-1,0,0
"65.0 ",73.8,"686","686",5,3.8,"カマツカ",NA,16.2,"","","",NA,NA,"G7",0,0,-1,1,0,0
"60.5 ",72.2,"681","681",0.5,2.2,"カマツカ",NA,15.2,"","","",NA,NA,"G7",0,0,-1,-1,0,0
"60.0 ",99.8,"478","178",0,9.8,"カマツカ",15.8,16.3,"ライン上","","",NA,NA,"G9",0,0,0,0,0,0
"62.8 ",93.3,"463","463",2.8,3.3,"ヤマボウシ",60.7,61.6,"","","",NA,NA,"G9",0,0,0,0,0,0
"68.1 ",91.6,"464","464",8.1,1.6,"ハウチワカエデ",37.2,37.6,"","","",NA,NA,"G9",0,0,0,0,0,0
"68.1 ",91.6,"465","464",8.1,1.6,"ハウチワカエデ",27,28.4,"","","",NA,NA,"G9",0,0,0,0,0,0
"68.1 ",91.6,"466","464",8.1,1.6,"ハウチワカエデ",48.2,48.5,"","","",NA,NA,"G9",0,0,0,0,0,0
"63.1 ",90.8,"467","467",3.1,0.8,"ミヤマイボタ",41.1,35.6,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.9 ",94,"468","468",0.9,4,"エゴノキ",38.5,43.4,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"469","469",0.7,6.6,"アモダモ",29.8,30.2,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"470","469",0.7,6.6,"アモダモ",32.8,33.8,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"471","469",0.7,6.6,"アモダモ",16.1,16.5,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"472","469",0.7,6.6,"アモダモ",18.1,18.9,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"473","469",0.7,6.6,"アモダモ",46.5,50.4,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"474","474",0.7,6.6,"ニシキウツギ",18.9,18.6,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.7 ",96.6,"477","474",0.7,6.6,"ニシキウツギ",15.2,15.5,"","","",NA,NA,"G9",0,0,-1,-1,0,0
"63.0 ",94.6,"475","475",3,4.6,"ミヤマイボタ",17.4,17,"","","",NA,NA,"G9",0,0,0,0,0,0
"60.5 ",98.1,"476","476",0.5,8.1,"ムラサキシキブ",23.4,24.3,"","","",NA,NA,"G9",0,0,0,0,0,0
"76.0 ",8.6,"101","101",6,8.6,"ブナ",298,302.7,"","","",NA,NA,"H0",0,0,0,0,0,0
"75.4 ",8.6,"102","102",5.4,8.6,"ミネカエデ",33.7,34.5,"","","",NA,NA,"H0",0,0,0,0,0,0
"70.5 ",7.1,"103","103",0.5,7.1,"カマツカ",20.6,20.5,"","","",NA,NA,"H0",0,0,0,0,0,0
"70.5 ",7.1,"104","103",0.5,7.1,"カマツカ",15.5,16,"","","",NA,NA,"H0",0,0,-1,1,0,0
"77.2 ",13,"105","105",7.2,3,"ブナ",119.5,121.1,"","","",NA,NA,"H1",0,0,0,0,0,0
"79.4 ",15.1,"603","603",9.4,5.1,"マメザクラ",19.7,19,"","106→603タグ変更","",NA,NA,"H1",0,0,0,0,0,0
"79.4 ",15.1,"107","106",9.4,5.1,"マメザクラ",16.1,NA,"","","",NA,NA,"H1",0,1,0,0,0,0
"79.4 ",15.1,"108","106",9.4,5.1,"マメザクラ",23.9,NA,"","","",NA,NA,"H1",0,1,0,0,0,0
"75.7 ",17.2,"109","109",5.7,7.2,"ヤブデマリ",19.5,19.5,"","","",NA,NA,"H1",0,0,0,0,0,0
"75.7 ",17.7,"110","110",5.7,7.7,"ヤブデマリ",17.9,18,"","","",NA,NA,"H1",0,0,0,0,0,0
"72.3 ",15.3,"111","111",2.3,5.3,"ミズキ",75.9,79.9,"","","",NA,NA,"H1",0,0,0,0,0,0
"71.7 ",18.7,"112","112",1.7,8.7,"リョウブ",39.5,NA,"","","",NA,NA,"H1",0,1,0,0,0,0
"71.1 ",22,"604","604",1.1,2,"カマツカ",30,30.3,"","115→604タグ変更","",NA,NA,"H2",0,0,0,0,0,0
"77.3 ",20.9,"119","116",7.3,0.9,"ミヤマイボタ",17.7,16.7,"枝分かれ","樹皮はぎ、根返り","",NA,NA,"H2",0,0,0,0,0,0
"77.3 ",20.9,"118","116",7.3,0.9,"ミヤマイボタ",18.4,17,"枝分かれ","樹皮はぎ、根返り","",NA,NA,"H2",0,0,0,0,0,0
"77.3 ",20.9,"117","116",7.3,0.9,"ミヤマイボタ",29.1,27.7,"枝分かれ","樹皮はぎ、根返り","",NA,NA,"H2",0,0,0,0,0,0
"77.3 ",20.9,"116","116",7.3,0.9,"ミヤマイボタ",44.3,45.8,"","樹皮はぎ、根返り","",NA,NA,"H2",0,0,0,0,0,0
"77.3 ",20.9,"120","116",7.3,0.9,"ミヤマイボタ",18,17.6,"","樹皮はぎ、根返り","",NA,NA,"H2",0,0,0,0,0,0
"76.8 ",22,"121","121",6.8,2,"ミヤマイボタ",21.3,22,"","","",NA,NA,"H2",0,0,0,0,0,0
"78.0 ",23.3,"122","122",8,3.3,"マユミ",35.1,36.5,"","","",NA,NA,"H2",0,0,0,0,0,0
"79.4 ",26.7,"125","125",9.4,6.7,"リョウブ",22.5,23.3,"","","",NA,NA,"H2",0,0,0,0,0,0
"75.0 ",25.2,"126","126",5,5.2,"マユミ",20.6,20.9,"","","",NA,NA,"H2",0,0,0,0,0,0
"73.1 ",27,"127","127",3.1,7,"カマツカ",26.9,16.5,"","","",NA,NA,"H2",0,0,0,0,0,0
"73.1 ",27,"603","127",3.1,7,"カマツカ",NA,15.1,"","","",NA,NA,"H2",0,0,-1,-1,0,0
"71.0 ",28,"128","128",1,8,"カマツカ",18.7,NA,"","","",NA,NA,"H2",0,1,0,0,0,0
"73.2 ",28.7,"129","129",3.2,8.7,"ミヤマイボタ",37.1,NA,"","倒れ","",NA,NA,"H2",0,1,0,0,0,0
"75.7 ",28.7,"130","130",5.7,8.7,"イトマキイタヤ",246.7,257.8,"　","","",NA,NA,"H2",0,0,0,0,0,0
"77.5 ",28.7,"131","131",7.5,8.7,"ブナ",119.2,122.8,"","","",NA,NA,"H2",0,0,0,0,0,0
"79.2 ",32.7,"133","133",9.2,2.7,"ツクバネウツギ",19.1,NA,"","倒れ","",NA,NA,"H3",0,1,0,0,0,0
"72.6 ",32.8,"136","136",2.6,2.8,"ミヤマイボタ",27.8,NA,"","","",NA,NA,"H3",0,1,0,0,0,0
"71.2 ",35.2,"137","137",1.2,5.2,"アオダモ",78.5,91,"","","",NA,NA,"H3",0,0,0,0,0,0
"73.5 ",35.2,"138","138",3.5,5.2,"マユミ",53.7,54.9," ","","",NA,NA,"H3",0,0,0,0,0,0
"72.6 ",39.3,"141","139",2.6,9.3,"ミヤマイボタ",17,17.2,"","","",NA,NA,"H3",0,0,0,0,0,0
"72.6 ",39.3,"140","139",2.6,9.3,"ミヤマイボタ",22.9,NA,"","","",NA,NA,"H3",0,1,0,0,0,0
"72.6 ",39.3,"142","139",2.6,9.3,"ミヤマイボタ",15.5,15.7,"","","",NA,NA,"H3",0,0,-1,1,0,0
"72.6 ",39.3,"143","139",2.6,9.3,"ミヤマイボタ",20.8,20.8,"","","",NA,NA,"H3",0,0,0,0,0,0
"72.6 ",39.3,"139","139",2.6,9.3,"ミヤマイボタ",27.9,29.8,"","","",NA,NA,"H3",0,0,0,0,0,0
"72.7 ",45.8,"144","144",2.7,5.8,"アオダモ",22.6,23.3,"","","",NA,NA,"H4",0,0,0,0,0,0
"72.7 ",45.8,"278","144",2.7,5.8,"アオダモ",20.2,NA,"スプレイ2箇所、根元のほうが正しい","","",NA,NA,"H4",0,1,0,0,0,0
"70.1 ",43.2,"276","276",0.1,3.2,"シナノキ",32.6,33.5,"","","",NA,NA,"H4",0,0,0,0,0,0
"72.7 ",46.9,"277","277",2.7,6.9,"ブナ",166.3,171.6,"ツル込み","","",NA,NA,"H4",0,0,0,0,0,0
"72.0 ",50.2,"304","304",2,0.2,"ブナ",192.2,197.2,"","前回GBHデータ、92.2→192.2に変更","",NA,NA,"H5",0,0,0,0,0,0
"70.0 ",54.3,"305","305",0,4.3,"オオモミジ",24.2,27.1,"","","",NA,NA,"H5",0,0,0,0,0,0
"71.6 ",54.8,"306","306",1.6,4.8,"カマツカ",16.8,18.3,"","","",NA,NA,"H5",0,0,0,0,0,0
"71.6 ",54.8,"602","306",1.6,4.8,"カマツカ",NA,15.5,"","","",NA,NA,"H5",0,0,-1,-1,0,0
"74.7 ",55,"307","307",4.7,5,"アオダモ",17.2,17.5,"","","",NA,NA,"H5",0,0,0,0,0,0
"75.5 ",55.7,"308","308",5.5,5.7,"イトマキイタヤ",101.8,167.5,"","前回計測ミス？","",NA,NA,"H5",0,0,0,0,0,0
"74.4 ",57,"309","309",4.4,7,"マメザクラ",22.3,24.8,"","","",NA,NA,"H5",0,0,0,0,0,0
"74.4 ",57,"310","309",4.4,7,"マメザクラ",21.2,24.9,"","","",NA,NA,"H5",0,0,0,0,0,0
"74.4 ",57,"311","309",4.4,7,"マメザクラ",26.4,29.4,"","","",NA,NA,"H5",0,0,0,0,0,0
"72.4 ",59,"312","312",2.4,9,"マメザクラ",29,30.1,"","","",NA,NA,"H5",0,0,0,0,0,0
"72.4 ",59,"580","312",2.4,9,"マメザクラ",29,NA,"","倒れ","",NA,NA,"H5",0,1,0,0,0,0
"72.4 ",64,"618","618",2.4,4,"アオダモ",25.3,26.3,"","","",NA,NA,"H6",0,0,0,0,0,0
"72.4 ",65.2,"619","619",2.4,5.2,"イトマキイタヤ",72.5,74.3,"","","",NA,NA,"H6",0,0,0,0,0,0
"70.5 ",63.3,"620","620",0.5,3.3,"マメザクラ",23.5,24.9,"","","",NA,NA,"H6",0,0,0,0,0,0
"79.0 ",65.7,"601","601",9,5.7,"マメザクラ",NA,16.1,"","","",NA,NA,"H6",0,0,-1,1,0,0
"74.7 ",66.2,"661","661",4.7,6.2,"カマツカ",NA,16.3,"","","",NA,NA,"H6",0,0,-1,1,0,0
"71.0 ",79.1,"503","503",1,9.1,"ノリウツギ",17.7,NA,"萌芽","","",NA,NA,"H7",0,1,0,0,0,0
"71.0 ",79.1,"504","503",1,9.1,"ノリウツギ",57.9,NA,"","","",NA,NA,"H7",0,1,0,0,0,0
"70.0 ",76.9,"505","505",0,6.9,"ミヤマイボタ",36.3,30.3,"","倒木、生存","",NA,NA,"H7",0,0,0,0,0,0
"72.2 ",75.3,"506","506",2.2,5.3,"アオダモ",20.3,21.6,"","","",NA,NA,"H7",0,0,0,0,0,0
"79.0 ",75.4,"507","507",9,5.4,"イトマキイタヤ",63.4,67.3,"","","",NA,NA,"H7",0,0,0,0,0,0
"77.3 ",77.4,"508","508",7.3,7.4,"ミヤマイボタ",17.8,17.6,"","","",NA,NA,"H7",0,0,0,0,0,0
"76.7 ",79.2,"509","509",6.7,9.2,"シナノキ",58.2,64.7,"","","",NA,NA,"H7",0,0,0,0,0,0
"76.7 ",79.2,"510","510",6.7,9.2,"シナノキ",49.3,49.7,"","","",NA,NA,"H7",0,0,0,0,0,0
"73.7 ",87.1,"641","641",3.72,7.1,"アオダモ",48.6,51.8,"","","",NA,NA,"H8",0,0,0,0,0,0
"73.7 ",87.1,"642","641",3.72,7.1,"アオダモ",26.4,28.5,"","","",NA,NA,"H8",0,0,0,0,0,0
"74.8 ",89.1,"643","643",4.8,9.1,"エゴノキ",44.1,47.5,"","","",NA,NA,"H8",0,0,0,0,0,0
"72.1 ",87.5,"644","643",2.1,7.5,"ノリウツギ",19.1,48.2,"","","",NA,NA,"H8",0,0,0,0,0,0
"70.3 ",88.3,"645","645",0.3,8.27,"ミヤマイボタ",17,17.2,"","","",NA,NA,"H8",0,0,0,0,0,0
"78.5 ",84.6,"674","674",8.5,4.64,"マメザクラ",62.8,65.1,"","","",NA,NA,"H8",0,0,0,0,0,0
"76.9 ",84.3,"675","675",6.9,4.34,"カマツカ",18.5,19.3,"","","",NA,NA,"H8",0,0,0,0,0,0
"76.3 ",82,"676","676",6.3,1.97,"カマツカ",33,37,"","","",NA,NA,"H8",0,0,0,0,0,0
"71.3 ",80.2,"677","678",1.26,0.16,"ノリウツギ",15,18,"枝分かれ","","",NA,NA,"H8",0,0,-1,1,0,0
"71.3 ",80.2,"678","678",1.26,0.16,"ノリウツギ",35.1,37.9,"","","",NA,NA,"H8",0,0,0,0,0,0
"72.7 ",84.1,"679","680",2.73,4.1,"サラサドウダン",33.2,34,"枝分かれ","","",NA,NA,"H8",0,0,0,0,0,0
"72.7 ",84.1,"680","680",2.73,4.1,"サラサドウダン",36.7,37.2,"","","",NA,NA,"H8",0,0,0,0,0,0
"73.1 ",91.4,"220","220",3.1,1.4,"タンナサワフタギ",31.9,31.1,"","樹皮はぎ","",NA,NA,"H9",0,0,0,0,0,0
"73.1 ",91.4,"204","220",3.1,1.4,"タンナサワフタギ",39.2,39,"","樹皮はぎ","",NA,NA,"H9",0,0,0,0,0,0
"79.2 ",91.6,"450","450",9.2,1.6,"カマツカ",7.5,18.4,"","","",NA,NA,"H9",0,0,0,0,1,0
"79.2 ",91.2,"452","452",9.2,1.2,"ブナ",151.6,158.1,"","","",NA,NA,"H9",0,0,0,0,0,0
"73.1 ",96.3,"453","453",3.1,6.3,"ブナ",235.4,241.1,"ツルアジサイを含む","","",NA,NA,"H9",0,0,0,0,0,0
"79.2 ",91.6,"457","457",9.2,1.6,"カマツカ",21.2,22.1,"","","",NA,NA,"H9",0,0,0,0,0,0
"78.8 ",91.2,"458","458",8.8,1.2,"ブナ",28.8,30,"","","",NA,NA,"H9",0,0,0,0,0,0
"73.5 ",99.6,"461","461",3.5,9.6,"イトマキイタヤ",87.7,94.9,"","","",NA,NA,"H9",0,0,0,0,0,0
"79.8 ",96.3,"462","462",9.8,6.3,"タンナサワフタギ",31.6,30.6,"","","",NA,NA,"H9",0,0,0,0,0,0
"82.6 ",3,"51","51",2.6,3,"メグスリノキ",106,109.7,"","","",NA,NA,"I0",0,0,0,0,0,0
"82.6 ",3,"52","51",2.6,3,"メグスリノキ",26.5,26.8,"","","",NA,NA,"I0",0,0,0,0,0,0
"82.6 ",3,"53","51",2.6,3,"メグスリノキ",99.1,105.9,"","","",NA,NA,"I0",0,0,0,0,0,0
"83.8 ",1.8,"54","54",3.8,1.8,"ツルアジサイ",21.6,22.8,"枯死","前回枯死だけど生存","？→ツルアジサイ",NA,NA,"I0",0,0,0,0,0,0
"82.1 ",4,"55","55",2.1,4,"リョウブ",24.5,25.5,"","","",NA,NA,"I0",0,0,0,0,0,0
"83.1 ",5.8,"56","56",3.1,5.8,"リョウブ",19,18.6,"","","",NA,NA,"I0",0,0,0,0,0,0
"82.7 ",8,"57","57",2.7,8,"ブナ",154,158.4,"","","",NA,NA,"I0",0,0,0,0,0,0
"87.8 ",6.8,"58","58",7.8,6.8,"ミツバツツジ",19.2,22.5,"","","",NA,NA,"I0",0,0,0,0,0,0
"87.6 ",4,"59","59",7.6,4,"リョウブ",16,16.7,"","","",NA,NA,"I0",0,0,0,0,0,0
"86.2 ",9,"60","60",6.2,9,"ミツバツツジ",21.5,22.1,"","","",NA,NA,"I0",0,0,0,0,0,0
"88.7 ",9.9,"425","425",8.7,9.9,"チョウセンゴミシ",NA,18.8,"","","",NA,NA,"I0",0,0,-1,1,0,0
"86.9 ",11.4,"421","421",6.9,1.4,"ブナ",103.4,107.5,"","61→421タグ変更","",NA,NA,"I1",0,0,0,0,0,0
"82.5 ",12,"62","62",2.5,2,"ヤブデマリ",18.5,NA,"","行方不明","",NA,NA,"I1",0,0,0,0,0,1
"84.1 ",15.7,"63","63",4.1,5.7,"リョウブ",33.2,33.2,"","","",NA,NA,"I1",0,0,0,0,0,0
"84.1 ",15.7,"64","63",4.1,5.7,"リョウブ",15.2,15.2,"","","",NA,NA,"I1",0,0,-1,-1,0,0
"81.1 ",15.7,"65","65",1.1,5.7,"リョウブ",37.5,37.7,"","","",NA,NA,"I1",0,0,0,0,0,0
"81.1 ",15.7,"66","65",1.1,5.7,"リョウブ",33.6,33.6,"","","",NA,NA,"I1",0,0,0,0,0,0
"88.4 ",18.2,"422","422",8.4,8.2,"ブナ",119.2,119.8,"","70→422タグ変更","",NA,NA,"I1",0,0,0,0,0,0
"81.1 ",21.6,"67","67",1.1,1.6,"マユミ",46.1,45.9,"","","",NA,NA,"I2",0,0,0,0,0,0
"82.8 ",20.5,"68","68",2.8,0.5,"ブナ",82,85.5,"","","",NA,NA,"I2",0,0,0,0,0,0
"85.3 ",21.4,"69","69",5.3,1.4,"ブナ",46.1,46.4,"","","",NA,NA,"I2",0,0,0,0,0,0
"86.8 ",22.9,"71","71",6.8,2.9,"コハウチワカエデ",128.8,136,"","","",NA,NA,"I2",0,0,0,0,0,0
"87.4 ",23.6,"72","72",7.4,3.6,"ブナ",138.7,141.5,"","","",NA,NA,"I2",0,0,0,0,0,0
"89.7 ",25.3,"73","73",9.7,5.3,"シナノキ",135.7,137.2,"","","",NA,NA,"I2",0,0,0,0,0,0
"85.0 ",27.5,"74","74",5,7.5,"イタヤカエデ",71,72.5,"","","",NA,NA,"I2",0,0,0,0,0,0
"84.8 ",26.2,"75","75",4.8,6.2,"リョウブ",21.4,21.3,"","","",NA,NA,"I2",0,0,0,0,0,0
"80.9 ",27.5,"123","123",0.9,7.5,"マユミ",15.6,16.2,"","","",NA,NA,"I2",0,0,-1,1,0,0
"80.9 ",27.5,"124","123",0.9,7.5,"カマツカ",16.6,17.5,"","","",NA,NA,"I2",0,0,0,0,0,0
"80.1 ",29.2,"132","132",0.1,9.2,"ミヤマイボタ",29.2,29,"","座標変更","",NA,NA,"I2",0,0,0,0,0,0
"84.6 ",33.7,"77","77",4.6,3.7,"ブナ",95.5,101.3,"","","",NA,NA,"I3",0,0,0,0,0,0
"88.3 ",39.1,"78","78",8.3,9.1,"ミヤマイボタ",31.5,34,"","","",NA,NA,"I3",0,0,0,0,0,0
"88.3 ",39.1,"79","78",8.3,9.1,"ミヤマイボタ",22.4,22,"","","",NA,NA,"I3",0,0,0,0,0,0
"80.9 ",33.5,"134","134",0.9,3.5,"ミヤマイボタ",42.3,42.5,"","","",NA,NA,"I3",0,0,0,0,0,0
"80.9 ",33.5,"135","134",0.9,3.5,"ミヤマイボタ",21.7,23,"","","",NA,NA,"I3",0,0,0,0,0,0
"87.7 ",43.4,"88","88",7.7,3.4,"マユミ",47.4,49.3,"","","",NA,NA,"I4",0,0,0,0,0,0
"87.7 ",43.4,"89","88",7.7,3.4,"マユミ",17.3,16.7,"","","",NA,NA,"I4",0,0,0,0,0,0
"87.7 ",43.4,"90","88",7.7,3.4,"マユミ",22,NA,"","立ち枯れ","",NA,NA,"I4",0,1,0,0,0,0
"85.5 ",45,"92","91",5.5,5,"ミヤマイボタ",22.3,22.6,"","","",NA,NA,"I4",0,0,0,0,0,0
"82.0 ",44.3,"146","145",2,4.3,"ノリウツギ",24.3,23.9,"","","",NA,NA,"I4",0,0,0,0,0,0
"82.0 ",44.3,"145","145",2,4.3,"ノリウツギ",20.7,18.7,"","","",NA,NA,"I4",0,0,0,0,0,0
"83.0 ",43.5,"147","147",3,3.5,"カマツカ",17.4,18.4,"","","",NA,NA,"I4",0,0,0,0,0,0
"83.0 ",43.5,"148","147",3,3.5,"カマツカ",16.6,17.8,"","","",NA,NA,"I4",0,0,0,0,0,0
"86.6 ",43.3,"268","268",6.6,3.3,"ミヤマイボタ",23.3,25.5,"","","",NA,NA,"I4",0,0,0,0,0,0
"86.6 ",43.3,"269","268",6.6,3.3,"ミヤマイボタ",24.4,23,"","","",NA,NA,"I4",0,0,0,0,0,0
"87.9 ",47.3,"270","270",7.9,7.3,"カマツカ",19.2,20.8,"","","",NA,NA,"I4",0,0,0,0,0,0
"86.7 ",46.1,"271","271",6.7,6.1,"ミヤマイボタ",17.5,NA,"","倒れ","",NA,NA,"I4",0,1,0,0,0,0
"80.8 ",48,"272","272",0.8,8,"イトマキイタヤ",140,147.1,"","","",NA,NA,"I4",0,0,0,0,0,0
"81.7 ",49.2,"273","273",1.7,9.2,"マメザクラ",29,28.1,"","","",NA,NA,"I4",0,0,0,0,0,0
"81.7 ",49.2,"274","273",1.7,9.2,"マメザクラ",21.9,22.8,"","","",NA,NA,"I4",0,0,0,0,0,0
"81.7 ",49.2,"275","273",1.7,9.2,"マメザクラ",25.7,25.3,"","","",NA,NA,"I4",0,0,0,0,0,0
"85.5 ",NA,"","",NA,NA,"",NA,NA,"","","","","","",2,2,0,0,0,0
"83.5 ",53.3,"581","581",3.5,3.3,"ブナ",157,159.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"85.3 ",53.3,"582","582",5.3,3.3,"アオハダ",24.5,24.8,"","","",NA,NA,"I5",0,0,0,0,0,0
"80.4 ",57,"583","583",0.4,7,"シナノキ",122,122.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"88.1 ",58,"584","584",8.1,8,"イヌブナ",87.7,99.6,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"585","585",4.8,8.4,"ツノハシバミ",19.2,18.9,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"586","585",4.8,8.4,"ツノハシバミ",17.6,17,"","","",NA,NA,"I5",0,0,0,0,0,0
"84.8 ",58.4,"587","585",4.8,8.4,"ツノハシバミ",15.7,18.3,"","","",NA,NA,"I5",0,0,0,0,0,0
"80.6 ",61,"611","611",0.6,1,"ミヤマイボタ",25.9,26.1,"","倒れ","",NA,NA,"I6",0,0,0,0,0,0
"82.3 ",62.2,"612","612",2.3,2.2,"カマツカ",17.4,18.7,"","","",NA,NA,"I6",0,0,0,0,0,0
"82.3 ",62.2,"613","612",2.3,2.2,"カマツカ",19.2,19.5,"","","",NA,NA,"I6",0,0,0,0,0,0
"83.0 ",65.7,"614","614",3,5.7,"カマツカ",18.3,18.4,"","","",NA,NA,"I6",0,0,0,0,0,0
"83.9 ",65.7,"615","615",3.9,5.7,"イトマキイタヤ",146.5,155.1,"","","",NA,NA,"I6",0,0,0,0,0,0
"88.3 ",65.8,"616","616",8.3,5.8,"ミヤマイボタ",15.7,18.4,"","","",NA,NA,"I6",0,0,0,0,0,0
"89.4 ",69.2,"617","617",9.4,9.2,"ミヤマイボタ",16.8,17.1,"","","",NA,NA,"I6",0,0,0,0,0,0
"88.1 ",75.2,"501","501",8.1,5.2,"ブナ",263.7,257.7,"","ツル込み","",NA,NA,"I7",0,0,0,0,0,0
"88.2 ",77.8,"502","502",8.2,7.8,"ミツバツツジ",16.3,17.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"82.0 ",79.3,"529","529",2,9.3,"タンナサワフタギ",19.4,21.1,"枝分かれ","","",NA,NA,"I7",0,0,0,0,0,0
"82.0 ",79.3,"530","529",2,9.3,"タンナサワフタギ",32,33,"枝そげている","幹割れ","",NA,NA,"I7",0,0,0,0,0,0
"83.9 ",73.3,"531","531",3.9,3.3,"カマツカ",22.7,23.3,"","","",NA,NA,"I7",0,0,0,0,0,0
"80.0 ",75.6,"532","532",0,5.6,"サラサドウダン",39.8,41.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"80.7 ",70,"534","534",0.7,0,"ミヤマイボタ",20.2,20.2,"","","",NA,NA,"I7",0,0,0,0,0,0
"81.9 ",72.1,"535","535",1.9,2.1,"シナノキ",29.1,31.6,"","","",NA,NA,"I7",0,0,0,0,0,0
"83.0 ",73.3,"537","537",3,3.3,"カマツカ",20,22.6,"","","？→カマツカ",NA,NA,"I7",0,0,0,0,0,0
"89.5 ",70,"538","538",9.5,0,"ミヤマイボタ",25.1,27.4,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"539","539",4.8,1.1,"ミヤマイボタ",17.5,20.5,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"536","539",4.8,1.1,"ミヤマイボタ",16.1,17.8,"","","",NA,NA,"I7",0,0,0,0,0,0
"84.8 ",71.1,"533","539",4.8,1.1,"ミヤマイボタ",33.9,33.5,"","","",NA,NA,"I7",0,0,0,0,0,0
"86.4 ",81.6,"668","668",6.35,1.55,"イトマキイタヤ",105.7,111.4,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"669","670",7.2,5.5,"アオハダ",28.6,29.8,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"670","670",7.2,5.5,"アオハダ",40.4,44.3,"","","",NA,NA,"I8",0,0,0,0,0,0
"87.2 ",85.5,"673","670",7.2,5.5,"アオハダ",15.1,16.8,"","","",NA,NA,"I8",0,0,-1,1,0,0
"81.7 ",81.9,"671","671",1.74,1.86,"サラサドウダン",40.7,41.6,"","","",NA,NA,"I8",0,0,0,0,0,0
"81.7 ",81.9,"672","671",1.74,1.86,"サラサドウダン",18.4,19.8,"枝分かれ","","",NA,NA,"I8",0,0,0,0,0,0
"89.2 ",89.5,"C519","C519",9.2,9.5,"ツノハシバミ",NA,16,"","","",NA,NA,"I8",0,0,-1,1,0,0
