#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,日浦勉,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Tomakomai (TM-AT2）.,,,,,,,,,,,,,,
#,SITE NAME,サイト名,苫小牧,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,苫小牧カラマツ人工林,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TM-AT2,,,,,,,,,,,,,,
#,PLOT SIZE,面積,0.2ha,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,
#/note,20110113,"2008,2010データで新たにファイルを生成",,,,,,,,,,,,,,,
#,,2005年ではtagがないため、比較不可能、2005年はTM-AT2-2005-ver2.xlsを参照,,,,,,,,,,,,,,,
#,,1 tag_no= 618 のgbhは測定間違いの可能性あり-->08をnd（要確認）,,,,,,,,,,,,,,,
#,,2 tag_no= 655 のgbhは測定間違いの可能性あり-->08をnd（要確認）,,,,,,,,,,,,,,,
#,,3 tag_no= 656 のgbhは測定間違いの可能性あり-->08をnd（要確認）,,,,,,,,,,,,,,,
#,,4 tag_no= 673 のgbhは測定間違いの可能性あり-->10をnd（要確認）,,,,,,,,,,,,,,,
#,20110212,座標データを追加,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,20180322,データを修正　五十嵐,,,,,,,,,,,,,,,
#,,tag no=834 gbh15は前回より計測値が大きく下回る。測定間違い、書き間違いの可能性有。15をndとする,,,,,,,,,,,,,,,
#,,tag ne=872 gbh15は前回より計測値が大きく下回る。測定間違い、書き間違いの可能性有。15をndとする,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh10","gbh15","note08","note10","note15","s_date05","s_date10","s_date15","tag_no_2010","indv_no_2010","dl08","dl10","dl15","rec08","rec10","rec15","error08","error10","error15"
"10","50",715,NA,"8.216","2.206","コシアブラ",22.9,24.6,30,"同株6","同株6","同株1 T23号根返り",20080000,20101013,20151015,715,715,0,0,0,0,0,0,0,0,0
"10","50",716,NA,"8.216","2.206","コシアブラ",17.5,18.9,24.3,"同株6","同株6","同株1 T23号根返り",20080000,20101013,20151015,716,715,0,0,0,0,0,0,0,0,0
"20","40",717,NA,"0.968","8.838","カラマツ",58,58,58.9,NA,NA,"",20080000,20101013,20151015,717,717,0,0,0,0,0,0,0,0,0
"20","40",718,NA,"0.659","8.434","ナナカマド",17.5,18.8,23.8,NA,"アズキ→ナナカマド","",20080000,20101013,20151015,718,718,0,0,0,0,0,0,0,0,0
"20","40",719,NA,"0.873","3.226","カラマツ",92,93,96.4,NA,NA,"",20080000,20101013,20151015,719,719,0,0,0,0,0,0,0,0,0
"20","40",720,NA,"3.75","4.059","カラマツ",120.4,123,130.2,NA,NA,"",20080000,20101013,20151015,720,720,0,0,0,0,0,0,0,0,0
"20","40",721,NA,"2.387","3.072","コシアブラ",18,19.9,25.6,NA,"同株14","同株2",20080000,20101013,20151015,721,721,0,0,0,0,0,0,0,0,0
"20","40",892,NA,"2.387","3.072","コシアブラ",NA,15.5,20.8,NA,"同株14 new","同株2",20080000,20101013,20151015,107,721,0,0,0,-1,-1,1,0,0,0
"20","30",722,NA,"1.076","9.583","カラマツ",98.9,100.3,104.3,NA,NA,"",20080000,20101013,20151015,722,722,0,0,0,0,0,0,0,0,0
"20","30",723,NA,"6.074","8.401","ミヤマザクラ",15.5,15.7,15.4,NA,NA,"",20080000,20101013,20151015,723,723,0,0,0,-1,1,0,0,0,0
"20","30",724,NA,"6.478","8.977","ミヤマザクラ",22.6,25,30.2,NA,NA,"",20080000,20101013,20151015,724,724,0,0,0,0,0,0,0,0,0
"20","30",725,NA,"8.333","8.018","カラマツ",93.3,94.6,97.3,NA,NA,"",20080000,20101013,20151015,725,725,0,0,0,0,0,0,0,0,0
"30","40",726,NA,"0.241","0.305","ミズナラ",22,22.3,24.4,"同株7","同株7","同株3",20080000,20101013,20151015,726,726,0,0,0,0,0,0,0,0,0
"30","40",727,NA,"0.241","0.305","ミズナラ",21.8,22.7,26,"同株7","同株7","同株3",20080000,20101013,20151015,727,726,0,0,0,0,0,0,0,0,0
"30","30",728,NA,"1.274","7.925","コシアブラ",34.2,38.3,47.2,NA,NA,"",20080000,20101013,20151015,728,728,0,0,0,0,0,0,0,0,0
"30","40",729,NA,"3.888","1.485","カラマツ",80.4,80.4,NA,NA,NA,"2015枯",20080000,20101013,20151015,729,729,0,0,1,0,0,0,0,0,0
"30","40",730,NA,"3.314","2.493","ミズナラ",23.4,23.2,27.8,"同株8，二又","同株8，二又","同株4，二又",20080000,20101013,20151015,730,730,0,0,0,0,0,0,0,0,0
"30","40",731,NA,"3.314","2.493","ミズナラ",17.5,18,18,"同株8，二又","同株8，二又","同株4，二又",20080000,20101013,20151015,731,730,0,0,0,0,0,0,0,0,0
"20","40",732,NA,"8.68","2.657","カラマツ",83.4,83.8,83.9,NA,NA,"",20080000,20101013,20151015,732,732,0,0,0,0,0,0,0,0,0
"30","40",733,NA,"0.546","5.226","カラマツ",95.3,96.7,100.4,NA,NA,"T23号根むくれ",20080000,20101013,20151015,733,733,0,0,0,0,0,0,0,0,0
"20","40",734,NA,"6.596","9.206","カラマツ",120.5,123.4,129.8,NA,NA,"",20080000,20101013,20151015,734,734,0,0,0,0,0,0,0,0,0
"20","40",735,NA,"9.406","9.647","エゾヤマザクラ",24.1,25.6,28.4,NA,"ミヤマ→エゾヤマ","",20080000,20101013,20151015,735,735,0,0,0,0,0,0,0,0,0
"30","40",736,NA,"6.023","9.309","マユミ",20,NA,NA,NA,NA,"",20080000,20101013,20151015,736,736,0,1,2,0,0,0,0,0,0
"30","40",737,NA,"8.252","5.236","キハダ",55,56.7,61.7,NA,NA,"同株6",20080000,20101013,20151015,737,737,0,0,0,0,0,0,0,0,0
"30","40",738,NA,"8.933","5.098","エゾヤマザクラ",19.7,22.6,29.4,NA,"ミヤマ→エゾヤマ","",20080000,20101013,20151015,738,738,0,0,0,0,0,0,0,0,0
"30","40",739,NA,"7.322","4.143","カラマツ",84.5,84.8,88,NA,NA,"",20080000,20101013,20151015,739,739,0,0,0,0,0,0,0,0,0
"40","40",740,NA,"2.698","8.36","エゾヤマザクラ",20.7,22.4,29.3,NA,NA,"",20080000,20101013,20151015,740,740,0,0,0,0,0,0,0,0,0
"40","40",893,NA,"1.832","5.144","エゾヤマザクラ",NA,15.6,21.2,NA,"new","",20080000,20101013,20151015,109,109,0,0,0,-1,-1,1,0,0,0
"40","40",741,NA,"1.572","1.648","コシアブラ",22.2,25,32.8,NA,"同株15","同株7",20080000,20101013,20151015,741,741,0,0,0,0,0,0,0,0,0
"40","40",894,NA,"1.572","1.648","コシアブラ",NA,17.3,22.5,NA,"同株15 new","同株7",20080000,20101013,20151015,108,741,0,0,0,-1,1,0,0,0,0
"30","40",742,NA,"9.441","1.909","ミヤマザクラ",15.1,16.2,20.2,NA,"エゾヤマ→ミヤマ","",20080000,20101013,20151015,742,742,0,0,0,-1,1,0,0,0,0
"40","30",743,NA,"1.849","8.513","ミズナラ",17.5,19.1,20.2,NA,NA,"",20080000,20101013,20151015,743,743,0,0,0,0,0,0,0,0,0
"40","30",744,NA,"0.16","7.203","カラマツ",109.9,110.8,116.8,NA,NA,"",20080000,20101013,20151015,744,744,0,0,0,0,0,0,0,0,0
"30","30",745,NA,"9.837","7.166","コシアブラ",15.5,18,21.6,NA,NA,"",20080000,20101013,20151015,745,745,0,0,0,-1,1,0,0,0,0
"30","30",746,NA,"4.872","6.292","ミヤマザクラ",17,17.3,18.3,NA,NA,"",20080000,20101013,20151015,746,746,0,0,0,0,0,0,0,0,0
"30","30",747,NA,"3.651","1.691","カラマツ",82.9,83.4,83.1,NA,NA,"",20080000,20101013,20151015,747,747,0,0,0,0,0,0,0,0,0
"30","30",748,NA,"1.904","3.269","カラマツ",92,91.1,NA,"傾","傾","2015枯",20080000,20101013,20151015,748,748,0,0,1,0,0,0,0,0,0
"30","30",749,NA,"2.104","4.795","コシアブラ",33.3,35.8,38.6,NA,NA,"",20080000,20101013,20151015,749,749,0,0,0,0,0,0,0,0,0
"30","30",750,NA,"2.36","6.52","カラマツ",107.1,108.6,114,NA,NA,"",20080000,20101013,20151015,750,750,0,0,0,0,0,0,0,0,0
"20","30",751,NA,"9.885","4.163","コシアブラ",29.3,31.3,NA,NA,NA,"2015枯",20080000,20101013,20151015,751,751,0,0,1,0,0,0,0,0,0
"20","30",752,NA,"7.957","3.917","アズキナシ",17.5,18.3,21.4,NA,NA,"アズキナシ→ナナカマド",20080000,20101013,20151015,752,752,0,0,0,0,0,0,0,0,0
"20","30",753,NA,"5.041","2.492","クリ",44.1,48.2,59,NA,NA,"T23号根むくれ",20080000,20101013,20151015,753,753,0,0,0,0,0,0,0,0,0
"20","30",754,NA,"8.201","1.842","キタコブシ",15.1,16.6,18.5,"同株9","同株9","同株8",20080000,20101013,20151015,754,754,0,0,0,-1,1,0,0,0,0
"20","30",755,NA,"8.201","1.842","キタコブシ",15.4,17.1,21.6,"同株9","同株9","同株8",20080000,20101013,20151015,755,754,0,0,0,-1,1,0,0,0,0
"30","30",756,NA,"0.286","2.2","アズキナシ",15.7,16.3,19.8,NA,NA,"アズキナシ→ナナカマド",20080000,20101013,20151015,756,756,0,0,0,0,0,0,0,0,0
"30","30",757,NA,"0.286","2.2","ミズナラ",18,19.4,20.8,NA,NA,"",20080000,20101013,20151015,757,757,0,0,0,0,0,0,0,0,0
"20","30",758,NA,"9.211","0.197","カラマツ",110.2,111.7,115.6,NA,NA,"T23号根返り",20080000,20101013,20151015,758,758,0,0,0,0,0,0,0,0,0
"20","30",759,NA,"9.513","0.736","ヤマモミジ",16.5,17.3,20.7,NA,NA,"T23号根返り",20080000,20101013,20151015,759,759,0,0,0,0,0,0,0,0,0
"20","20",760,NA,"8.729","7.8","エゾヤマザクラ",17,19,23.5,NA,NA,"T23号根返り",20080000,20101013,20151015,760,760,0,0,0,0,0,0,0,0,0
"20","20",761,NA,"8.204","5.88","カラマツ",85.8,88.7,92,NA,NA,"T23号根むくれ",20080000,20101013,20151015,761,761,0,0,0,0,0,0,0,0,0
"20","20",762,NA,"6.21","5.549","ミズキ",21,21.7,23.6,NA,NA,"№753架かり木",20080000,20101013,20151015,762,762,0,0,0,0,0,0,0,0,0
"20","20",763,NA,"0.642","7.658","カラマツ",114.6,117.7,122.5,NA,NA,"",20080000,20101013,20151015,763,763,0,0,0,0,0,0,0,0,0
"20","30",764,NA,"1.903","5.178","ミヤマザクラ",16.4,17.6,19.4,NA,NA,"",20080000,20101013,20151015,764,764,0,0,0,0,0,0,0,0,0
"20","30",765,NA,"0.06","4.51","カラマツ",101.5,102.8,107.5,NA,NA,"",20080000,20101013,20151015,765,765,0,0,0,0,0,0,0,0,0
"10","30",766,NA,"9.07","4.913","ナナカマド",17,18,23.2,NA,NA,"",20080000,20101013,20151015,766,766,0,0,0,0,0,0,0,0,0
"10","30",767,NA,"7.876","4.763","ミヤマザクラ",15.1,15.8,17.5,NA,NA,"",20080000,20101013,20151015,767,767,0,0,0,-1,1,0,0,0,0
"10","30",768,NA,"5.073","5.147","カラマツ",107.5,109.5,113,NA,NA,"",20080000,20101013,20151015,768,768,0,0,0,0,0,0,0,0,0
"10","30",769,NA,"4.687","6.224","コシアブラ",18.3,19.6,23,NA,NA,"",20080000,20101013,20151015,769,769,0,0,0,0,0,0,0,0,0
"10","30",770,NA,"4.67","4.411","キタコブシ",16.8,17.8,20.8,NA,NA,"",20080000,20101013,20151015,770,770,0,0,0,0,0,0,0,0,0
"10","20",771,NA,"2.199","9.905","コシアブラ",26.1,27.3,30,NA,NA,"",20080000,20101013,20151015,771,771,0,0,0,0,0,0,0,0,0
"10","20",772,NA,"4.163","5.988","イヌエンジュ",21.6,22.4,25.5,NA,NA,"",20080000,20101013,20151015,772,772,0,0,0,0,0,0,0,0,0
"0","20",773,NA,"9.977","3.412","カラマツ",78.8,80.2,83.1,NA,NA,"",20080000,20101013,20151015,773,773,0,0,0,0,0,0,0,0,0
"0","20",774,NA,"8.384","8.258","カラマツ",86.2,87.2,91.7,NA,NA,"",20080000,20101013,20151015,774,774,0,0,0,0,0,0,0,0,0
"10","30",775,NA,"0.275","0.257","カラマツ",104.7,106.6,112.5,NA,NA,"",20080000,20101013,20151015,775,775,0,0,0,0,0,0,0,0,0
"10","30",776,NA,"0.011","2.159","コシアブラ",27.6,29.5,33.6,"同株10，二又","同株10，二又","同株9，二又",20080000,20101013,20151015,776,776,0,0,0,0,0,0,0,0,0
"10","30",777,NA,"0.011","2.159","コシアブラ",22.5,24.9,28.6,"同株10，二又","同株10，二又","同株9，二又",20080000,20101013,20151015,777,776,0,0,0,0,0,0,0,0,0
"10","30",778,NA,"1.049","2.994","カラマツ",89.1,90.5,95.5,NA,NA,"半枯損 傾斜",20080000,20101013,20151015,778,778,0,0,0,0,0,0,0,0,0
"10","30",779,NA,"0.354","4.297","コシアブラ",19,20.8,21.3,"同株11，三又","同株11，三又","同株10 三又",20080000,20101013,20151015,779,779,0,0,0,0,0,0,0,0,0
"10","30",780,NA,"0.354","4.297","コシアブラ",19.4,21,22.5,"同株11，三又","同株11，三又","同株10 三又裂ける",20080000,20101013,20151015,780,779,0,0,0,0,0,0,0,0,0
"10","30",781,NA,"0.354","4.297","コシアブラ",24.1,27.2,32.5,"同株11，三又","同株11，三又","同株10 三又裂ける",20080000,20101013,20151015,781,779,0,0,0,0,0,0,0,0,0
"10","30",782,NA,"0.417","6.034","カラマツ",83.9,86.8,93.5,NA,NA,"T23号根むくれ",20080000,20101013,20151015,782,782,0,0,0,0,0,0,0,0,0
"0","30",783,NA,"6.984","6.538","ヤマグワ",16.1,17.7,19,NA,NA,"",20080000,20101013,20151015,783,783,0,0,0,0,0,0,0,0,0
"0","30",895,NA,"7.528","6.732","エゾヤマザクラ",NA,16,18,NA,"new","",20080000,20101013,20151015,110,110,0,0,0,-1,1,0,0,0,0
"0","30",784,NA,"4.805","5.329","カラマツ",94.1,94.3,95.5,NA,NA,"",20080000,20101013,20151015,784,784,0,0,0,0,0,0,0,0,0
"0","30",785,NA,"2.972","7.349","カラマツ",107,110.9,117.4,NA,NA,"",20080000,20101013,20151015,785,785,0,0,0,0,0,0,0,0,0
"0","30",786,NA,"2.267","5.746","ヤマモミジ",16.7,17,19,NA,NA,"",20080000,20101013,20151015,786,786,0,0,0,0,0,0,0,0,0
"0","30",787,NA,"4.231","2.418","カラマツ",80.7,82.5,86.5,NA,NA,"",20080000,20101013,20151015,787,787,0,0,0,0,0,0,0,0,0
"0","30",788,NA,"3.621","2.079","コシアブラ",31.5,33.7,40,NA,NA,"",20080000,20101013,20151015,788,788,0,0,0,0,0,0,0,0,0
"0","20",789,NA,"3.412","8.846","ハンノキ",14.8,16.1,20.5,NA,NA,"",20080000,20101013,20151015,789,789,0,0,0,-1,1,0,0,0,0
"0","30",896,NA,"2.612","0.495","バッコヤナギ",NA,15.7,20.4,NA,"new","",20080000,20101013,20151015,111,111,0,0,0,-1,1,0,0,0,0
NA,NA,913,NA,NA,NA,"コシアブラ",NA,NA,19,"","","新規 同株7",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,912,NA,NA,NA,"キハダ",NA,NA,16.5,"","","新規 同株6",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,908,NA,NA,NA,"ミヤマザクラ",NA,NA,19.1,"","","新規 同株5",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,909,NA,NA,NA,"ミヤマザクラ",NA,NA,18.1,"","","新規 同株5",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,948,NA,NA,NA,"ミヤマザクラ",NA,NA,22.8,"","","新規 同株24",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,949,NA,NA,NA,"ミヤマザクラ",NA,NA,16.3,"","","新規 同株24",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,946,NA,NA,NA,"ヤマグワ",NA,NA,19.4,"","","新規 同株23",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,937,NA,NA,NA,"ヤマグワ",NA,NA,17,"","","新規 同株19",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,938,NA,NA,NA,"ヤマグワ",NA,NA,15.2,"","","新規 同株19",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,935,NA,NA,NA,"アオダモ",NA,NA,15.8,"","","新規 同株17",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,936,NA,NA,NA,"アオダモ",NA,NA,16,"","","新規 同株17",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,933,NA,NA,NA,"ヤマモミジ",NA,NA,17.4,"","","新規 同株16",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,934,NA,NA,NA,"ヤマモミジ",NA,NA,18.4,"","","新規 同株16",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,930,NA,NA,NA,"ヤチダモ",NA,NA,15.3,"","","新規 同株14 二股",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,916,NA,NA,NA,"アオダモ",NA,NA,16.7,"","","新規　シカ食害",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,917,NA,NA,NA,"ヤチダモ",NA,NA,15.2,"","","新規　シカ食害",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,918,NA,NA,NA,"ナナカマド",NA,NA,16.6,"","","新規　シカ食害",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,901,NA,NA,NA,"ヤマモミジ",NA,NA,17,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,902,NA,NA,NA,"コシアブラ",NA,NA,16.5,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,903,NA,NA,NA,"ミヤマザクラ",NA,NA,18.2,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,904,NA,NA,NA,"コシアブラ",NA,NA,18,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,905,NA,NA,NA,"ミズナラ",NA,NA,15.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,906,NA,NA,NA,"コシアブラ",NA,NA,17,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,907,NA,NA,NA,"ノリウツギ",NA,NA,16.8,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,910,NA,NA,NA,"キハダ",NA,NA,16.8,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,911,NA,NA,NA,"ノリウツギ",NA,NA,18.5,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,914,NA,NA,NA,"ミヤマザクラ",NA,NA,15.2,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,915,NA,NA,NA,"ハリギリ",NA,NA,15.2,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,919,NA,NA,NA,"ミズナラ",NA,NA,15.3,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,920,NA,NA,NA,"ミズナラ",NA,NA,16.3,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,921,NA,NA,NA,"エゾヤマザクラ",NA,NA,17.3,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,922,NA,NA,NA,"ナナカマド",NA,NA,15.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,-1,0,0,0
NA,NA,923,NA,NA,NA,"アズキナシ",NA,NA,20.5,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,924,NA,NA,NA,"アズキナシ",NA,NA,17.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,931,NA,NA,NA,"ミズナラ",NA,NA,18.4,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,939,NA,NA,NA,"ヤマグワ",NA,NA,20.4,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,940,NA,NA,NA,"アズキナシ",NA,NA,17.8,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,941,NA,NA,NA,"ミヤマザクラ",NA,NA,16.5,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,942,NA,NA,NA,"ミヤマザクラ",NA,NA,17.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,943,NA,NA,NA,"ミズナラ",NA,NA,16.8,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,944,NA,NA,NA,"ヤマモミジ",NA,NA,15.7,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,945,NA,NA,NA,"アズキナシ",NA,NA,18.2,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,75,NA,NA,NA,"ノリウツギ",NA,NA,17.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,952,NA,NA,NA,"ミヤマザクラ",NA,NA,17.6,"","","新規",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
NA,NA,928,NA,NA,NA,"アオダモ",NA,NA,16,"","","シカ食害",NA,NA,20151015,NA,NA,0,0,0,-1,-1,1,0,0,0
