#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kiso-akasawa (KI-EC1).,,,,,,,,,,
#,SITE NAME,サイト名,木曽,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,
#,PLOT CODE,調査区コード,KI-EC1,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,
#,,note,備考,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,
#/note,20090421,データ成形（石原）,,,,,,,,,,,
#,,タグNoの重複多数だったので、セルx座標_セルy座標_タグ番号に書き換えた。,,,,,,,,,,,
#,,異なるセルで同株の幹はなかったので、セルx座標_セルy座標_個体番号に書き換えた。,,,,,,,,,,,
#,,100_30_593が２個体あったので、ホオノキを100_30_592に変更,,,,,,,,,,,
#,20091020,"mesh_xcord(Moni1000)=mesh_xcord(origina)-10, mesh_ycord(Moni1000)=mesh_ycord(original)-10",,,,,,,,,,,
#,20171006,公開データのためのエラーチェック（日野）,,,,,,,,,,,
#,,note_13に「G08測定ミス」「G08過大」と書かれている幹個体のgbh08の計測値の前にndを入力,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","新ID","dl08","dl13","rec08","rec13","error08","error13"
50,40,"249","249",1.8,3.4,"アスナロ",40.4,41.1,NA,NA,39685,41509,"nWA502",0,0,0,0,0,0
50,40,"486","486",8.2,3.9,"アスナロ",87.6,89.1,NA,NA,39685,41509,"nWA506",0,0,0,0,0,0
50,40,"253","253",3.2,4.3,"アスナロ",43.4,43.8,NA,NA,39685,41509,"nWA503",0,0,0,0,0,0
50,40,"251","251",1,4.7,"アスナロ",42.8,43,NA,NA,39685,41509,"nWA505",0,0,0,0,0,0
50,40,"wG133","WG133",2.9,4.9,"アスナロ",55.1,56.5,NA,NA,39685,41509,"nWA504",0,0,0,0,0,0
50,40,"255","255",3.1,5.5,"アスナロ",16,16,NA,NA,39685,41509,"nWA508",0,0,0,0,0,0
50,40,"488","488",8.9,7.5,"サワラ",33.9,33.1,"先折れ生存","G08過大",39685,41509,"nWA507",0,0,0,0,1,0
50,40,"wG134","WG134",4.8,8.2,"ヒノキ",41.7,41.7,NA,NA,39685,41509,"nWA509",0,0,0,0,0,0
50,40,"258","258",2.6,9.2,"ヒノキ",219.3,224,NA,NA,39685,41509,"nWA511",0,0,0,0,0,0
50,50,"wG136","WG136",1,0,"サワラ",34,34,NA,NA,39685,41509,"nWA510",0,0,0,0,0,0
50,50,"wG135","WG135",5,0.3,"サワラ",43.6,44.4,NA,NA,39685,41509,"nWA512",0,0,0,0,0,0
50,50,"262","262",2.8,2.2,"サワラ",37,37.2,NA,NA,39685,41509,"nWA513",0,0,0,0,0,0
50,50,"wG137","WG137",1.6,3.5,"サワラ",45.9,46.5,NA,"樹種修正済",39685,41509,"nWA514",0,0,0,0,0,0
50,50,"263","263",3.1,4.4,"サワラ",27.3,27.4,NA,NA,39685,41509,"nWA515",0,0,0,0,0,0
50,50,"268","268",1.7,4.9,"ヒノキ",19.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
50,50,"269","269",2.1,5.6,"サワラ",35.7,37,NA,NA,39685,41509,"nWA516",0,0,0,0,0,0
50,50,"264","264",4.3,5.7,"サワラ",41.9,44,NA,NA,39685,41509,"nWA517",0,0,0,0,0,0
50,50,"J458","YJ458",9.8,8,"コミネカエデ",19.2,19.1,NA,NA,39685,41509,"nWA518",0,0,0,0,0,0
50,50,"J457","YJ457",9.1,8.8,"コミネカエデ",24,24.2,NA,NA,39685,41509,"nWA519",0,0,0,0,0,0
50,60,"492","492",9.2,6.1,"ヒノキ",140.9,141.9,NA,NA,39685,41509,"nWA520",0,0,0,0,0,0
50,60,"wG254","WG254",8.5,6.6,"ヒノキ",193.9,199.5,NA,NA,39685,41509,"nWA521",0,0,0,0,0,0
50,60,"wG139","WG139",3,8.8,"マルバノキ",17.1,20.7,"すでに枯れた幹と同株",NA,39685,41509,"nWA522",0,0,0,0,0,0
50,70,"278","278",3.4,0.8,"ヒノキ",130.8,133.4,NA,NA,39685,41509,"nWA523",0,0,0,0,0,0
50,70,"495","495",8.7,0.8,"ヒノキ",29.6,29.5,NA,NA,39685,41509,"nWA526",0,0,0,0,0,0
50,70,"280","280",1.5,2.1,"サワラ",15.8,16.1,NA,NA,39685,41509,"nWA524",0,0,0,0,0,0
50,70,"wG253","WG253",9.4,2.5,"リョウブ",15.6,NA,NA,"不明消失",39685,41509,"",0,1,-1,-1,0,0
50,70,"279","279",0.2,2.9,"サワラ",17.8,18,NA,NA,39685,41509,"nWA525",0,0,0,0,0,0
50,70,"499","499",9.8,3.7,"アスナロ",40,41.2,NA,NA,39685,41509,"nWA527",0,0,0,0,0,0
50,70,"500","500",7.2,4.1,"ヒノキ",19,18.6,NA,"縮む",39685,41509,"nWA528",0,0,0,0,0,0
50,70,"501","501",6,5,"サワラ",21.7,22.5,"先折",NA,39685,41509,"nWA529",0,0,0,0,0,0
50,70,"503","503",8.9,5.2,"アスナロ",38.8,39.8,"先曲がる",NA,39685,41509,"nWA530",0,0,0,0,0,0
50,70,"wG256","WG256",9.3,5.6,"アスナロ",31.2,32.1,NA,NA,39685,41509,"nWA531",0,0,0,0,0,0
50,70,"505","505",9.9,5.6,"アスナロ",17.2,NA,"ネル","立枯",39685,41509,"",0,1,0,0,0,0
50,70,"283","283",1.8,5.8,"サワラ",21.1,21.7,NA,NA,39685,41509,"nWA533",0,0,0,0,0,0
50,70,"282","282",0.5,6.1,"ヒノキ",25.7,26.1,NA,NA,39685,41509,"nWA534",0,0,0,0,0,0
50,70,"284","284",3.7,6.1,"ヒノキ",32,32.5,NA,NA,39685,41509,"nWA532",0,0,0,0,0,0
50,70,"wG140","WG140",3.1,7,"サワラ",21.4,21.7,NA,NA,39685,41509,"nWA535",0,0,0,0,0,0
50,70,"287","287",1.3,8.5,"ヒノキ",19.8,20,NA,NA,39685,41509,"nWA536",0,0,0,0,0,0
50,80,"303","303",2.6,1.9,"ヒノキ",161.5,165.4,NA,NA,39685,41509,"nWA538",0,0,0,0,0,0
50,80,"wG261","WG261",7.2,2.1,"サワラ",18.7,18.6,NA,NA,39686,41509,"nWA537",0,0,0,0,0,0
50,80,"544","544",8.5,3.5,"サワラ",17.2,16.5,NA,"縮む",39686,41509,"nWA539",0,0,0,0,0,0
50,80,"545","545",8.5,4.5,"サワラ",29,28.1,NA,"G08測定ミス",39686,41509,"nWA540",0,0,0,0,1,0
50,80,"304","304",0.5,6.1,"ヒノキ",220.7,224,NA,NA,39685,41509,"nWA541",0,0,0,0,0,0
50,80,"wG143","WG143",2.8,6.9,"ヒノキ",260.5,263.8,NA,NA,39685,41509,"nWA542",0,0,0,0,0,0
50,80,"546","WG264",5.7,7.2,"シロモジ",15.7,NA,"J392と同株","立枯",39686,41509,"",0,1,0,0,0,0
50,80,"546","546",5.7,7.2,"シロモジ",20.9,21.5,NA,NA,39686,41509,"nWA544",0,0,0,0,0,0
50,80,"546","YJ392",5.7,7.2,"シロモジ",19.5,19.8,NA,NA,39686,41509,"nWA543",0,0,0,0,0,0
50,90,"J393","YJ393",0.2,2,"シロモジ",18.6,19,NA,NA,39685,41509,"nWA545",0,0,0,0,0,0
50,90,"549","549",7.4,3.5,"ヒノキ",253.5,254.4,NA,NA,39686,41509,"nWA546",0,0,0,0,0,0
50,90,"wG265","WG265",7.5,4.3,"ヒノキ",16.1,15.5,NA,"縮む",39686,41509,"nWA547",0,0,0,0,0,0
50,90,"wG145","WG145",1.2,4.6,"ヒノキ",282.6,286.9,NA,NA,39685,41509,"nWA549",0,0,0,0,0,0
50,90,"wG266","WG266",6.3,6.3,"サワラ",16.1,16.1,NA,NA,39686,41509,"nWA548",0,0,0,0,0,0
50,90,"307","307",2.2,7.3,"サワラ",18.5,18.4,NA,NA,39685,41509,"nWA550",0,0,0,0,0,0
50,90,"wG267","WG267",8.7,7.6,"シロモジ",15.4,NA,"シロモジNo、H220","立枯",39686,41509,"",0,1,-1,-1,0,0
60,0,"453","453",5,0.7,"サワラ",38.1,38.7,NA,NA,39685,41509,"nWA556",0,0,0,0,0,0
60,0,"663","663",6,5,"アスナロ",22.5,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,0,"456","456",1,5.1,"ヒノキ",291,292.2,NA,NA,39685,41509,"nWA559",0,0,0,0,0,0
60,0,"457","457",2.2,6.2,"シロモジ",20.3,NA,NA,"幹折",39685,41509,"",0,1,0,0,0,0
60,0,"457","458",2.2,6.2,"シロモジ",19.6,20.4,NA,NA,39685,41509,"nWA558",0,0,0,0,0,0
60,0,"J361","YJ361",2.5,6.2,"シロモジ",18,17.8,NA,NA,39685,41509,"nWA557",0,0,0,0,0,0
60,0,"661","661",7.2,7,"アスナロ",70.8,73.5,NA,NA,39686,41509,"nWA561",0,0,0,0,0,0
60,0,"662","662",6.2,7,"アスナロ",22.3,22.3,NA,NA,39686,41509,"nWA560",0,0,0,0,0,0
60,0,"461","461",4.6,9.6,"アスナロ",17.5,17.4,NA,NA,39685,41509,"nWA562",0,0,0,0,0,0
60,0,"462","462",5.2,9.7,"アスナロ",56.7,58.2,NA,NA,39685,41509,"nWA563",0,0,0,0,0,0
60,10,"463","463",2.4,1,"シロモジ",17.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,10,"463","464",2.4,1,"シロモジ",16.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,10,"465","465",2.8,1.1,"シロモジ",21.2,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,10,"664","664",7.9,1.7,"サワラ",196.7,197.7,NA,NA,39686,41509,"nWA565",0,0,0,0,0,0
60,10,"665","665",9.1,2.3,"アスナロ",79.4,83.9,NA,NA,39686,41509,"nWA566",0,0,0,0,0,0
60,10,"666","666",7.8,2.5,"アスナロ",30,30.5,NA,NA,39686,41509,"nWA564",0,0,0,0,0,0
60,10,"wG11","WG11",9.2,3.4,"シロモジ",15.5,NA,NA,"幹折",39686,41509,"",0,1,-1,-1,0,0
60,10,"wG257","WG257",5.1,4.9,"ウワミズザクラ",40.7,41.2,NA,NA,39685,41509,"nWA567",0,0,0,0,0,0
60,10,"wG12","WG12",7.3,5.9,"サワラ",34.2,34.3,NA,NA,39686,41509,"nWA568",0,0,0,0,0,0
60,10,"wG13","WG13",8.2,8.2,"サワラ",46.8,47.1,NA,NA,39686,41509,"nWA569",0,0,0,0,0,0
60,10,"wG91","WG91",0.2,9,"ホオノキ",20,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,10,"B340","YB340",8.8,9.4,"サワラ",16.5,16.3,NA,NA,39686,41509,"nWA570",0,0,0,0,0,0
60,20,"669","669",7.6,0,"ヒノキ",32.3,33,NA,NA,39686,41509,"nWA579",0,0,0,0,0,0
60,20,"670","670",7.8,0.2,"ヒノキ",16.7,15.6,NA,"倒れ生存，縮む",39686,41509,"nWA580",0,0,0,0,0,0
60,20,"B341","YB341",9,0.6,"サワラ",49.4,51.3,NA,NA,39686,41509,"nWA573",0,0,0,0,0,0
60,20,"671","671",7.4,1,"ヒノキ",268.9,270.9,NA,NA,39686,41509,"nWA572",0,0,0,0,0,0
60,20,"672","672",7.3,2.4,"サワラ",30.2,33.5,NA,"根元浮き上がる",39686,41509,"nWA571",0,0,0,0,0,0
60,20,"J367","YJ367",7.2,3.8,"シロモジ",19,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,20,"677","677",9,5.2,"アスナロ",78.4,84,NA,NA,39686,41509,"nWA574",0,0,0,0,0,0
60,20,"wG94","WG94",2.9,7.4,"ホオノキ",34.4,34.6,NA,NA,39685,41509,"nWA575",0,0,0,0,0,0
60,20,"474","474",2,8.6,"サワラ",205.1,206.5,NA,NA,39685,41509,"nWA577",0,0,0,0,0,0
60,20,"475","475",0.1,8.6,"ホオノキ",48.1,49.6,NA,NA,39685,41509,"nWA576",0,0,0,0,0,0
60,20,"680","680",5.5,8.9,"ヒノキ",207.5,209.6,NA,NA,39686,41509,"nWA578",0,0,0,0,0,0
60,30,"wG97","WG97",2.9,0.5,"ホオノキ",37.2,38.3,NA,NA,39685,41509,"nWA587",0,0,0,0,0,0
60,30,"684","684",7.5,0.5,"アスナロ",20.8,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,30,"686","686",7,1.1,"アスナロ",20.2,20.1,NA,NA,39686,41509,"nWA581",0,0,0,0,0,0
60,30,"687","687",7.3,1.5,"アスナロ",25.5,26.3,NA,NA,39686,41509,"nWA582",0,0,0,0,0,0
60,30,"690","690",8.5,2.2,"アスナロ",27.4,27.5,NA,NA,39686,41509,"nWA584",0,0,0,0,0,0
60,30,"689","689",7.8,2.4,"アスナロ",23.7,24.6,NA,NA,39686,41509,"nWA583",0,0,0,0,0,0
60,30,"wG98","WG98",4,2.7,"ホオノキ",33.4,33.1,NA,"G08過大",39685,41509,"nWA586",0,0,0,0,1,0
60,30,"wG15","WG15",8,3.7,"ホオノキ",44.9,45,NA,NA,39686,41509,"nWA585",0,0,0,0,0,0
60,30,"480","480",1.4,4.1,"ホオノキ",25.6,25.9,NA,NA,39685,41509,"nWA588",0,0,0,0,0,0
60,30,"692","692",6,4.6,"ホオノキ",61,64.9,NA,NA,39686,41509,"nWA589",0,0,0,0,0,0
60,30,"wG17","WG17",9.9,5.4,"ホオノキ",30.8,30.9,NA,NA,39686,41509,"nWA591",0,0,0,0,0,0
60,30,"wG16","WG16",8.4,5.6,"ホオノキ",39.4,40.3,NA,NA,39686,41509,"nWA590",0,0,0,0,0,0
60,30,"wG18","WG18",9.2,6.4,"ホオノキ",39.8,40.1,NA,NA,39686,41509,"nWA592",0,0,0,0,0,0
60,30,"483","483",2.3,9.7,"ホオノキ",72.7,78.6,NA,NA,39685,41509,"nWA593",0,0,0,0,0,0
60,40,"746","746",5.2,0.1,"ホオノキ",30.5,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,40,"wG100","WG100",3.4,2.1,"ホオノキ",37.3,37.7,NA,NA,39685,41509,"nWA594",0,0,0,0,0,0
60,40,"747","747",5.9,2.5,"ホオノキ",61.6,67,NA,"ややGAP",39686,41509,"nWA595",0,0,0,0,0,0
60,40,"511","511",1.2,3.8,"サワラ",17.7,17.4,"傾く","G08過大",39685,41509,"nWA603",0,0,0,0,1,0
60,40,"wG24","WG24",5.9,4.5,"ホオノキ",41,41.8,NA,NA,39686,41509,"nWA596",0,0,0,0,0,0
60,40,"512","512",2.2,5.4,"ハリギリ",34.5,34.2,NA,"傾く",39685,41509,"nWA602",0,0,0,0,0,0
60,40,"wG251","WG251",0.1,5.9,"サワラ",24.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,40,"751","751",7.4,6.5,"ホオノキ",45.9,48.2,NA,NA,39686,41509,"nWA597",0,0,0,0,0,0
60,40,"wG27","WG27",8.1,8.9,"ミズナラ",32.4,33.9,NA,NA,39686,41509,"nWA598",0,0,0,0,0,0
60,40,"wG25","WG26",7.3,9.1,"ホオノキ",47.6,50.9,NA,NA,39686,41509,"nWA600",0,0,0,0,0,0
60,40,"wG25","WG25",7.3,9.1,"ホオノキ",52.1,55,NA,NA,39686,41509,"nWA599",0,0,0,0,0,0
60,40,"516","516",1.7,9.3,"ホオノキ",60.6,61.6,NA,NA,39685,41509,"nWA601",0,0,0,0,0,0
60,50,"519","519",2,1.7,"ヒノキ",221.3,221,NA,"G08測定ミス",39685,41509,"nWA605",0,0,0,0,1,0
60,50,"755","755",5.2,1.7,"ミズナラ",41,44.8,NA,NA,39686,41509,"nWA604",0,0,0,0,0,0
60,50,"520","520",1.8,2.4,"コミネカエデ",38,38.5,NA,NA,39685,41509,"nWA606",0,0,0,0,0,0
60,50,"wG252","WG252",1,5.3,"サワラ",221.9,223.4,NA,NA,39685,41509,"nWA607",0,0,0,0,0,0
60,50,"J456","524",0.5,6.9,"シロモジ",20,22.6,NA,"G08測定ミス",39685,41509,"nWA608",0,0,0,0,1,0
60,50,"J456","YJ456",0.5,6.9,"シロモジ",21,21.1,NA,NA,39685,41509,"nWA609",0,0,0,0,0,0
60,50,"525","525",1.4,6.9,"コミネカエデ",21.8,21.4,NA,"G08測定ミス",39685,41509,"nWA610",0,0,0,0,1,0
60,50,"527","527",3.7,7.2,"ヒノキ",112.5,114.3,NA,NA,39685,41509,"nWA613",0,0,0,0,0,0
60,50,"526","526",2.4,7.6,"ヒノキ",97.7,98.5,NA,NA,39685,41509,"nWA611",0,0,0,0,0,0
60,50,"528","528",3.6,8,"ミズナラ",23.3,25.2,NA,NA,39685,41509,"nWA612",0,0,0,0,0,0
60,60,"529","529",0.4,2.1,"シロモジ",20.5,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
60,60,"775","775",6.8,6.1,"シロモジ",27,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,70,"wG255","WG255",0.6,0.1,"サワラ",16.1,16.2,NA,NA,39686,41509,"nWA614",0,0,0,0,0,0
60,70,"784","784",6.6,2,"ヒノキ",226.5,226.4,NA,NA,39686,41509,"nWA616",0,0,0,0,0,0
60,70,"536","536",3.8,3.5,"ヒノキ",204.1,206.2,NA,NA,39686,41509,"nWA615",0,0,0,0,0,0
60,70,"B342","YB342",8.2,4,"シロモジ",17.5,18,NA,NA,39686,41509,"nWA617",0,0,0,0,0,0
60,70,"wG258","WG258",0.9,8.2,"サワラ",21.7,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,80,"wG259","WG259",2.3,0,"コミネカエデ",18.1,18.7,NA,NA,39686,41509,"nWA618",0,0,0,0,0,0
60,80,"540","540",3,0,"サワラ",18.7,18.5,NA,NA,39686,41509,"nWA619",0,0,0,0,0,0
60,80,"787","787",6.6,0,"ヒノキ",230.3,232.4,NA,NA,39686,41509,"nWA625",0,0,0,0,0,0
60,80,"wG260","WG260",0.4,0.2,"ミズナラ",18,18.5,NA,NA,39686,41509,"nWA624",0,0,0,0,0,0
60,80,"J387","YJ387",4.4,4.3,"サワラ",25.7,25.9,NA,NA,39686,41509,"nWA620",0,0,0,0,0,0
60,80,"839","839",6,4.4,"サワラ",20.4,20.3,NA,NA,39686,41509,"nWA622",0,0,0,0,0,0
60,80,"wG262","WG262",0.4,4.6,"サワラ",29.8,29.5,NA,"先折れ",39686,41509,"nWA621",0,0,0,0,0,0
60,80,"569","569",3.7,4.9,"サワラ",25.9,NA,NA,"不明消失",39686,41509,"",0,1,0,0,0,0
60,80,"568","568",2.3,5.4,"サワラ",25.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,80,"wG263","WG263",3,9.2,"アオハダ",56.7,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
60,80,"wG263","571",3,9.2,"アオハダ",21,21.9,NA,NA,39686,41509,"nWA623",0,0,0,0,0,0
60,90,"573","573",3.8,1.2,"ヒノキ",236.1,235.5,NA,"G08過大",39686,41509,"nWA626",0,0,0,0,1,0
60,90,"575","575",2.4,3.6,"アスナロ",25.9,28,NA,NA,39686,41509,"nWA627",0,0,0,0,0,0
60,90,"843","843",6.6,7.2,"ヒノキ",151,151.5,NA,NA,39686,41509,"nWA630",0,0,0,0,0,0
60,90,"576","576",4.6,7.3,"ヒノキ",203,204,NA,NA,39686,41509,"nWA628",0,0,0,0,0,0
60,90,"844","844",6.8,7.8,"アスナロ",51.9,52.1,NA,NA,39686,41509,"nWA629",0,0,0,0,0,0
70,0,"988","988",8.8,0.6,"アスナロ",19.2,19.2,NA,NA,39686,41509,"nWA551",0,0,0,0,0,0
70,0,"989","989",7.8,1.1,"シロモジ",17.8,NA,NA,"幹折",39686,41509,"",0,1,0,0,0,0
70,0,"wG19","WG19",2.7,2.8,"シロモジ",15.9,16.2,NA,NA,39686,41509,"nWA553",0,0,0,0,0,0
70,0,"699","699",2.7,4,"サワラ",281.9,284.9,NA,NA,39686,41509,"nWA552",0,0,0,0,0,0
70,0,"J363","YJ363",5.9,6.5,"シロモジ",17.2,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,0,"J362","YJ362",7.3,6.5,"シロモジ",16.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,10,"wG20","WG14",3.4,4.1,"シロモジ",19.1,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,10,"wG20","WG20",3.4,4.1,"シロモジ",20.5,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,10,"wG20","706",3.4,4.1,"シロモジ",18.4,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,10,"wG20","WG21",3.4,4.1,"シロモジ",18,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,10,"995","995",9.5,4.2,"アスナロ",17.9,17.7,NA,NA,39686,41509,"nWA554",0,0,0,0,0,0
70,10,"997","997",9,5.1,"アスナロ",42.2,43,NA,NA,39686,41509,"nWA555",0,0,0,0,0,0
70,10,"J364","YJ364",5.9,5.3,"サワラ",23.6,23.6,"曲がる",NA,39686,41509,"nWA636",0,0,0,0,0,0
70,10,"1","1",9,6.3,"アスナロ",31.2,31.1,NA,NA,39686,41509,"nWA637",0,0,0,0,0,0
70,10,"J365","YJ365",6.1,7.2,"アスナロ",16.7,16.1,"曲がる","皮はげ",39686,41509,"nWA638",0,0,0,0,0,0
70,10,"wG22","WG22",0.4,9.1,"サワラ",18.1,18.5,NA,NA,39686,41509,"nWA640",0,0,0,0,0,0
70,20,"2","2",7.7,0.2,"アスナロ",63.7,66.3,NA,NA,39686,41509,"nWA639",0,0,0,0,0,0
70,20,"3","3",8.9,3.3,"アスナロ",47.7,49.4,NA,NA,39686,41509,"nWA642",0,0,0,0,0,0
70,20,"5","5",9.5,4.3,"アスナロ",56.3,57.5,NA,NA,39686,41509,"nWA643",0,0,0,0,0,0
70,30,"10","10",6.6,0.6,"ヒノキ",243.2,247,NA,NA,39686,41509,"nWA644",0,0,0,0,0,0
70,30,"729","729",4.8,0.8,"アスナロ",27.2,29,NA,NA,39686,41509,"nWA645",0,0,0,0,0,0
70,30,"wG212","WG212",8.9,2.1,"サワラ",40.8,41.8,NA,NA,39686,41509,"nWA648",0,0,0,0,0,0
70,30,"734","734",2.1,2.3,"アスナロ",22.3,22.6,NA,NA,39686,41509,"nWA646",0,0,0,0,0,0
70,30,"735","735",1.2,2.3,"アスナロ",25.6,26,NA,NA,39686,41509,"nWA647",0,0,0,0,0,0
70,30,"wG213","WG213",9.3,2.6,"サワラ",53.9,55.1,NA,NA,39686,41509,"nWA649",0,0,0,0,0,0
70,30,"wG23","WG23",0.5,3.4,"ウワミズザクラ",39.5,42,NA,NA,39686,41509,"nWA656",0,0,0,0,0,0
70,30,"13","13",5.6,3.4,"アスナロ",29.4,29.5,NA,NA,39686,41509,"nWA651",0,0,0,0,0,0
70,30,"738","738",1.3,3.5,"ホオノキ",38.2,39,NA,NA,39686,41509,"nWA657",0,0,0,0,0,0
70,30,"B348","YB348",2.8,3.6,"ホオノキ",16.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,30,"14","14",5.2,3.8,"アスナロ",39.4,40.5,NA,NA,39686,41509,"nWA652",0,0,0,0,0,0
70,30,"15","15",6.9,4,"アスナロ",34.6,34.5,NA,NA,39686,41509,"nWA653",0,0,0,0,0,0
70,30,"wG214","WG214",9.7,4.7,"サワラ",22.6,22.5,"葉少ない",NA,39686,41509,"nWA650",0,0,0,0,0,0
70,30,"19","19",9,4.8,"サワラ",18.3,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,30,"16","16",5.6,5,"アスナロ",30.4,30.5,NA,NA,39686,41509,"nWA654",0,0,0,0,0,0
70,30,"741","741",2.5,5.9,"ヒノキ",207.4,211,NA,NA,39686,41509,"nWA658",0,0,0,0,0,0
70,30,"17","17",6,6.1,"アスナロ",44.5,46.1,NA,NA,39686,41509,"nWA655",0,0,0,0,0,0
70,30,"21","21",6.5,6.8,"アスナロ",26.1,25.8,NA,"G08過大",39686,41509,"nWA659",0,0,0,0,1,0
70,30,"743","743",5.1,7.7,"アスナロ",21.7,21.5,NA,NA,39686,41509,"nWA662",0,0,0,0,0,0
70,30,"22","22",9.6,8.3,"ヒノキ",185.6,190.5,NA,NA,39686,41509,"nWA661",0,0,0,0,0,0
70,30,"744","744",4.6,8.8,"アスナロ",29.9,29.5,NA,NA,39686,41509,"nWA663",0,0,0,0,0,0
70,30,"wG50","WG50",1.4,8.8,"ホオノキ",53.3,57.3,NA,NA,39686,41509,"nWA664",0,0,0,0,0,0
70,30,"23","23",7.9,9.2,"アスナロ",22.9,23.1,NA,NA,39686,41509,"nWA660",0,0,0,0,0,0
70,30,"24","24",5.2,9.9,"アスナロ",31.8,32.1,NA,NA,39686,41509,"nWA665",0,0,0,0,0,0
70,40,"788","788",0.1,0.5,"アスナロ",85.4,85.1,NA,"G08過大",39686,41509,"nWA666",0,0,0,0,1,0
70,40,"58","58",7.4,0.6,"アスナロ",25.8,26,NA,NA,39686,41509,"nWA670",0,0,0,0,0,0
70,40,"J372","YJ372",5.6,0.7,"アスナロ",20,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,40,"789","789",1.7,0.9,"アスナロ",40,40.7,NA,NA,39686,41509,"nWA667",0,0,0,0,0,0
70,40,"791","791",3.9,1.6,"アスナロ",25,25.6,NA,NA,39686,41509,"nWA668",0,0,0,0,0,0
70,40,"59","59",8.8,1.8,"ホオノキ",32.7,33.4,NA,NA,39686,41509,"nWA671",0,0,0,0,0,0
70,40,"wG28","WG28",4.4,2.1,"アスナロ",48.8,48.9,NA,NA,39686,41509,"nWA669",0,0,0,0,0,0
70,40,"793","793",1.8,3.2,"ヒノキ",174,179.9,NA,NA,39686,41509,"nWA677",0,0,0,0,0,0
70,40,"wG225","WG225",9.7,4,"ホオノキ",22.8,22.5,NA,"G08過大",39686,41509,"nWA673",0,0,0,0,1,0
70,40,"61","61",8.8,4.2,"ホオノキ",23.6,23.8,NA,NA,39686,41509,"nWA672",0,0,0,0,0,0
70,40,"wG227","WG227",8.4,6.3,"ヒノキ",202.3,207,NA,NA,39686,41509,"nWA674",0,0,0,0,0,0
70,40,"68","68",8.7,7.4,"シロモジ",19.5,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,40,"800","800",3.6,8.7,"サワラ",181,183.2,NA,NA,39686,41509,"nWA675",0,0,0,0,0,0
70,40,"J375","WG30",4.8,9.2,"シロモジ",17.4,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,40,"J375","YJ375",4.8,9.2,"シロモジ",18.8,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
70,40,"801","801",2.8,9.6,"マンサク",20.5,NA,NA,"立枯",39686,41509,"",0,1,0,0,0,0
