#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kiso-akasawa (KI-EC1).,,,,,,,,,,
#,SITE NAME,サイト名,木曽,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,
#,PLOT CODE,調査区コード,KI-EC1,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,
#,,note,備考,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,
#/note,20090421,データ成形（石原）,,,,,,,,,,,
#,,タグNoの重複多数だったので、セルx座標_セルy座標_タグ番号に書き換えた。,,,,,,,,,,,
#,,異なるセルで同株の幹はなかったので、セルx座標_セルy座標_個体番号に書き換えた。,,,,,,,,,,,
#,,100_30_593が２個体あったので、ホオノキを100_30_592に変更,,,,,,,,,,,
#,20091020,"mesh_xcord(Moni1000)=mesh_xcord(origina)-10, mesh_ycord(Moni1000)=mesh_ycord(original)-10",,,,,,,,,,,
#,20171006,公開データのためのエラーチェック（日野）,,,,,,,,,,,
#,,note_13に「G08測定ミス」「G08過大」と書かれている幹個体のgbh08の計測値の前にndを入力,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","新ID","dl08","dl13","rec08","rec13","error08","error13"
10,20,"187","187",5.3,5.3,"サワラ",118.9,118.6,NA,"G08測定ミス",39685,41508,"nWA118",0,0,0,0,1,0
10,20,"wG102","WG102",8.9,6.8,"シウリザクラ",15,NA,"樹種確認必要","立枯",39685,41508,"",0,1,-1,-1,0,0
10,20,"J350","YJ350",8.5,6.9,"オオウラジロノキ",22.4,23.5,NA,NA,39685,41508,"nWA120",0,0,0,0,0,0
10,20,"wG103","WG103",9.5,7.2,"ホオノキ",15.5,15.3,NA,NA,39685,41508,"nWA121",0,0,-1,-1,0,0
10,30,"442","442",8.2,2.3,"アスナロ",43.4,45,NA,NA,39685,41508,"nWA122",0,0,0,0,0,0
10,30,"190","190",0.6,3.3,"ヒノキ",249.6,250.5,NA,NA,39685,41508,"nWA123",0,0,0,0,0,0
10,30,"wG105","WG105",9.2,4.2,"ヒノキ",219.2,222.9,NA,NA,39685,41508,"nWA124",0,0,0,0,0,0
10,30,"446","446",6.8,5.5,"アスナロ",23.3,24.5,NA,NA,39685,41508,"nWA129",0,0,0,0,0,0
10,30,"444","444",8.7,5.6,"ヒノキ",227.9,228.4,NA,NA,39685,41508,"nWA126",0,0,0,0,0,0
10,30,"445","445",8.5,5.8,"ヒノキ",21.7,21,NA,"G08測定ミス",39685,41508,"nWA125",0,0,0,0,1,0
10,30,"192","192",0.4,6.3,"アスナロ",35,37.3,NA,NA,39685,41508,"nWA128",0,0,0,0,0,0
10,30,"193","193",5,6.9,"ヒノキ",207.6,208.5,NA,NA,39685,41508,"nWA127",0,0,0,0,0,0
10,40,"221","221",0.2,0.3,"ホオノキ",25.9,26.1,NA,NA,39685,41508,"nWA130",0,0,0,0,0,0
10,40,"222","222",2.9,0.6,"ヒノキ",122.9,125,NA,NA,39685,41508,"nWA131",0,0,0,0,0,0
10,40,"223","223",0.9,3.7,"ホオノキ",40.3,42,"ギャップ下",NA,39685,41508,"nWA132",0,0,0,0,0,0
10,40,"462","462",8.9,3.8,"アスナロ",45.3,46.8,NA,NA,39685,41508,"nWA136",0,0,0,0,0,0
10,40,"224","224",1.4,5.4,"ホオノキ",61.4,65.4,"ギャップ下",NA,39685,41508,"nWA133",0,0,0,0,0,0
10,40,"wG56","WG56",0.8,7.1,"ホオノキ",44.7,47.2,NA,NA,39685,41508,"nWA134",0,0,0,0,0,0
10,40,"226","226",1.4,7.5,"アスナロ",27.9,27.6,"傾く","G08過大",39685,41508,"nWA135",0,0,0,0,1,0
10,40,"227","227",1.4,8.1,"アスナロ",17.7,17.8,NA,NA,39685,41508,"nWA137",0,0,0,0,0,0
10,40,"464","464",8.9,9.1,"アスナロ",20.6,21.4,NA,NA,39685,41508,"nWA139",0,0,0,0,0,0
10,40,"465","465",9.2,9.3,"ヒノキ",39.7,39.6,NA,NA,39685,41508,"nWA140",0,0,0,0,0,0
10,40,"466","466",9.7,9.4,"アスナロ",15.6,15.5,NA,NA,39685,41508,"nWA141",0,0,-1,-1,0,0
10,40,"J345","YJ345",1.4,9.5,"アスナロ",17.2,17,"ネル、接地",NA,39685,41508,"nWA138",0,0,0,0,0,0
10,50,"wG57","WG57",2.3,0.3,"ホオノキ",28.7,28.8,NA,NA,39685,41508,"nWA142",0,0,0,0,0,0
10,50,"467","467",8.4,0.3,"ホオノキ",23.4,24.1,NA,NA,39685,41508,"nWA143",0,0,0,0,0,0
10,50,"468","468",8.9,0.4,"アスナロ",19.1,19.9,NA,NA,39685,41508,"nWA144",0,0,0,0,0,0
10,50,"234","234",2.3,2.3,"ホオノキ",24.8,24.8,NA,NA,39685,41508,"nWA147",0,0,0,0,0,0
10,50,"470","470",8.6,3.9,"アスナロ",30.3,31.5,NA,NA,39685,41508,"nWA145",0,0,0,0,0,0
10,50,"235","235",0.3,4.9,"アスナロ",39.2,39.6,NA,NA,39685,41508,"nWA148",0,0,0,0,0,0
10,50,"wG58","WG58",1.3,5.5,"ヒノキ",137.8,139.4,NA,NA,39685,41508,"nWA149",0,0,0,0,0,0
10,50,"471","471",9.9,7.1,"アスナロ",19.5,19.4,NA,NA,39685,41508,"nWA146",0,0,0,0,0,0
10,50,"238","238",1.1,7.7,"アスナロ",37.7,38.2,NA,NA,39685,41508,"nWA150",0,0,0,0,0,0
10,50,"240","240",2.1,7.9,"アスナロ",20.6,20.9,NA,NA,39685,41508,"nWA152",0,0,0,0,0,0
10,50,"239","239",1.5,8.1,"アスナロ",33.4,34.4,NA,NA,39685,41508,"nWA151",0,0,0,0,0,0
10,50,"472","472",9.8,8.5,"アスナロ",25.3,26.1,NA,NA,39685,41508,"nWA154",0,0,0,0,0,0
10,50,"241","241",1.4,9.4,"アスナロ",38.1,39.3,NA,NA,39685,41508,"nWA153",0,0,0,0,0,0
10,60,"500","500",8.5,1.1,"アスナロ",19,19.6,NA,NA,39685,41508,"nWA155",0,0,0,0,0,0
10,60,"501","501",8.3,1.2,"サワラ",29,29.6,NA,NA,39685,41508,"nWA156",0,0,0,0,0,0
10,60,"262","262",1.3,1.8,"ヒノキ",278.1,279.1,NA,NA,39685,41508,"nWA161",0,0,0,0,0,0
10,60,"502","502",8.4,2.6,"アスナロ",44.9,46.2,NA,NA,39685,41508,"nWA157",0,0,0,0,0,0
10,60,"263","263",1.7,2.7,"コシアブラ",35.8,35.8,NA,NA,39685,41508,"nWA160",0,0,0,0,0,0
10,60,"504","504",9.6,3.7,"ヒノキ",278.1,280.5,NA,NA,39685,41508,"nWA159",0,0,0,0,0,0
10,60,"503","503",8.3,4.8,"アスナロ",29.7,30.2,NA,NA,39685,41508,"nWA158",0,0,0,0,0,0
10,60,"264","264",0.7,5.5,"ホオノキ",23,23.1,NA,NA,39685,41508,"nWA162",0,0,0,0,0,0
10,60,"wG63","WG63",1.7,6.2,"ホオノキ",21.8,23.1,NA,NA,39685,41508,"nWA163",0,0,0,0,0,0
10,60,"J333","WG62",2.2,8.5,"シロモジ",17.5,17.7,"J333と同株、シロモジNo黄E726",NA,39685,41508,"nWA164",0,0,0,0,0,0
10,60,"J333","YJ333",2.2,8.5,"シロモジ",19.2,19.8,NA,NA,39685,41508,"nWA165",0,0,0,0,0,0
10,70,"266","266",1.4,0.8,"アスナロ",34.2,34.5,NA,NA,39685,41508,"nWA166",0,0,0,0,0,0
10,70,"272","272",2.8,0.8,"ホオノキ",22,23.2,NA,NA,39685,41508,"nWA169",0,0,0,0,0,0
10,70,"269","269",2.9,1.1,"ヒノキ",221.9,225.2,NA,"根上りで測定",39685,41508,"nWA168",0,0,0,0,0,0
10,70,"267","267",0.1,1.7,"ヒノキ",184.8,186,NA,NA,39685,41508,"nWA167",0,0,0,0,0,0
10,70,"268","268",0.1,3,"アスナロ",23.1,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
10,70,"271","271",1,4.3,"アスナロ",16.2,16.3,NA,NA,39685,41508,"nWA170",0,0,0,0,0,0
10,70,"J332","YJ332",3.7,4.9,"シロモジ",15.8,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
10,70,"273","273",3.5,6.3,"ヒノキ",124.1,124.8,NA,NA,39685,41508,"nWA171",0,0,0,0,0,0
10,70,"274","274",2.1,7.1,"アスナロ",35.3,36.4,NA,NA,39685,41508,"nWA172",0,0,0,0,0,0
10,70,"275","275",0.4,7.3,"ヒノキ",177.4,180.5,NA,NA,39685,41508,"nWA173",0,0,0,0,0,0
10,70,"276","276",0.1,7.3,"アスナロ",26.2,26.2,NA,NA,39685,41508,"nWA174",0,0,0,0,0,0
10,70,"277","277",1.2,8.5,"アスナロ",26.5,26.5,NA,NA,39685,41508,"nWA175",0,0,0,0,0,0
10,80,"B334","YB334",3.5,0.9,"シロモジ",17,17.3,NA,NA,39685,41508,"nWA176",0,0,0,0,0,0
10,80,"B334","YB335",3.5,0.9,"シロモジ",16.6,17.3,NA,NA,39685,41508,"nWA177",0,0,0,0,0,0
10,80,"297","297",3.3,2.4,"ホオノキ",21.3,21.6,NA,NA,39685,41508,"nWA178",0,0,0,0,0,0
10,80,"299","299",1.4,7.5,"アスナロ",59.5,59.9,NA,NA,39685,41508,"nWA179",0,0,0,0,0,0
10,90,"301","301",2,0.5,"ヒノキ",278.8,279,NA,"根上りで測定",39685,41508,"nWA180",0,0,0,0,0,0
10,90,"wG114","WG114",7.1,1.2,"ホオノキ",16.8,17.1,NA,NA,39685,41508,"nWA181",0,0,0,0,0,0
10,90,"523","523",8.4,1.5,"ヒノキ",193.7,197.6,NA,NA,39685,41508,"nWA182",0,0,0,0,0,0
10,90,"J322","YJ322",6.3,3.6,"シロモジ",18.7,18.9,NA,NA,39685,41508,"nWA183",0,0,0,0,0,0
10,90,"J321","YJ321",2.7,5,"ホオノキ",21.3,22.7,NA,NA,39685,41508,"nWA184",0,0,0,0,0,0
10,90,"303","303",3.7,6.9,"ヒノキ",164.7,168.6,NA,NA,39685,41508,"nWA185",0,0,0,0,0,0
20,0,"651","651",8.9,3.4,"コミネカエデ",22,22.2,NA,NA,39685,41508,"nWA186",0,0,0,0,0,0
20,0,"652","652",9,4.7,"ホオノキ",167.7,170.2,NA,NA,39685,41508,"nWA187",0,0,0,0,0,0
20,0,"wG151","WG151",8,4.8,"ホオノキ",45.8,46.2,NA,NA,39685,41508,"nWA188",0,0,0,0,0,0
20,0,"654","WG152",8,5.1,"ホオノキ",18.3,NA,"先枯","立枯",39685,41508,"",0,1,0,0,0,0
20,0,"655","655",9.4,5.4,"アスナロ",42.3,43.3,NA,NA,39685,41508,"nWA189",0,0,0,0,0,0
20,0,"656","656",9.1,7.2,"アスナロ",19.8,19.7,NA,NA,39685,41508,"nWA190",0,0,0,0,0,0
20,0,"J354","YJ354",3.8,7.5,"アスナロ",18.1,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,0,"J353","YJ353",4.2,8.7,"アスナロ",16.4,17.2,NA,"縮む",39685,41508,"nWA191",0,0,0,0,0,0
20,0,"424","424",1.4,9.1,"アスナロ",40.6,41.8,NA,NA,39685,41508,"nWA192",0,0,0,0,0,0
20,0,"425","425",1.9,9.9,"ヒノキ",181.4,182.8,"測位170cm",NA,39685,41508,"nWA193",0,0,0,0,0,0
20,10,"657","657",7.4,0,"アスナロ",21.6,21.6,NA,NA,39685,41508,"nWA196",0,0,0,0,0,0
20,10,"658","658",8.4,0.2,"アスナロ",50.9,52.4,NA,NA,39685,41508,"nWA197",0,0,0,0,0,0
20,10,"426","426",3.1,0.4,"アスナロ",26.2,27,NA,NA,39685,41508,"nWA194",0,0,0,0,0,0
20,10,"J355","YJ355",0.3,0.7,"シロモジ",17,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,10,"428","428",2.9,2.1,"ヒノキ",153.5,155.9,"測位265cm",NA,39685,41508,"nWA195",0,0,0,0,0,0
20,10,"wG154","WG154",7.9,3.3,"サワラ",28.4,28.5,NA,NA,39685,41508,"nWA198",0,0,0,0,0,0
20,10,"434","434",0.4,6.2,"シロモジ",16.3,NA,NA,"幹折",39685,41508,"",0,1,0,0,0,0
20,10,"437","437",0.7,7.7,"ウワミズザクラ",22.4,23.1,NA,"樹種修正済",39685,41508,"nWA199",0,0,0,0,0,0
20,20,"450","449",4.6,2.9,"チョウジザクラ",20,20.5,NA,NA,39685,41508,"nWA200",0,0,0,0,0,0
20,20,"450","450",4.6,2.9,"チョウジザクラ",27,28,NA,NA,39685,41508,"nWA201",0,0,0,0,0,0
20,20,"448","448",0.6,3.6,"シロモジ",17.4,NA,NA,"幹折",39685,41508,"",0,1,0,0,0,0
20,20,"451","451",4.8,4.9,"ヒノキ",262.8,266,NA,NA,39685,41508,"nWA202",0,0,0,0,0,0
20,20,"668","668",5.7,4.9,"ホオノキ",19.7,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,20,"670","670",7.9,8.4,"ヒノキ",135.8,137.5,NA,NA,39685,41508,"nWA203",0,0,0,0,0,0
20,20,"wG104","WG104",0.7,9,"ホオノキ",15.7,16.1,NA,NA,39685,41508,"nWA205",0,0,0,0,0,0
20,20,"J349","YJ349",2.8,9.1,"アスナロ",19.4,20,"1.3mより低い",NA,39685,41508,"nWA204",0,0,0,0,0,0
20,30,"wG157","WG157",6.8,0.1,"コミネカエデ",15.7,15.9,NA,NA,39685,41508,"nWA206",0,0,0,0,0,0
20,30,"672","672",8.3,2.2,"ヒノキ",137.8,142,NA,NA,39685,41508,"nWA207",0,0,0,0,0,0
20,30,"454","454",0.5,3.3,"シロモジ",22.5,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,30,"454","455",0.5,3.3,"シロモジ",21.8,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,30,"456","456",0.7,5.2,"アスナロ",30.7,31.1,NA,NA,39685,41508,"nWA208",0,0,0,0,0,0
20,30,"457","457",0.3,6.2,"アスナロ",31.8,32.2,NA,NA,39685,41508,"nWA209",0,0,0,0,0,0
20,30,"676","676",6.6,7.7,"ヒノキ",183.7,186,NA,NA,39685,41508,"nWA210",0,0,0,0,0,0
20,30,"675","675",9,8.1,"アスナロ",43.8,44.8,NA,NA,39685,41508,"nWA211",0,0,0,0,0,0
20,30,"J346","YJ346",2.7,8.2,"コミネカエデ",19.4,20,NA,NA,39685,41508,"nWA212",0,0,0,0,0,0
20,30,"wG158","WG158",9.8,8.3,"アスナロ",29,29.7,NA,NA,39685,41508,"nWA216",0,0,0,0,0,0
20,30,"459","459",2.4,8.9,"ホオノキ",18.9,19.4,NA,NA,39685,41508,"nWA213",0,0,0,0,0,0
20,30,"384","384",1.9,9.4,"アスナロ",15.8,17,NA,NA,39685,41508,"nWA214",0,0,0,0,0,0
20,30,"460","460",5.1,9.5,"アスナロ",19.4,19.5,NA,NA,39685,41508,"nWA215",0,0,0,0,0,0
20,40,"wG106","WG106",1.5,0.3,"ホオノキ",25.7,26.4,NA,NA,39685,41508,"nWA217",0,0,0,0,0,0
20,40,"703","703",6.4,0.5,"アスナロ",28.2,28.4,NA,NA,39685,41508,"nWA222",0,0,0,0,0,0
20,40,"wG107","WG107",1.6,1,"アオハダ",21.5,21.8,"樹種確認必要アオハダ？","樹種修正済",39685,41508,"nWA218",0,0,0,0,0,0
20,40,"476","476",3.1,1.5,"アスナロ",41.7,42.5,NA,NA,39685,41508,"nWA219",0,0,0,0,0,0
20,40,"J344","YJ344",4.3,1.6,"ホオノキ",21.3,21.4,NA,NA,39685,41508,"nWA221",0,0,0,0,0,0
20,40,"475","475",2.5,1.7,"ヒノキ",169.8,173.5,NA,NA,39685,41508,"nWA220",0,0,0,0,0,0
20,40,"478","478",5.5,2.2,"アスナロ",28.5,28.7,NA,NA,39685,41508,"nWA223",0,0,0,0,0,0
20,40,"704","704",6.6,2.7,"アスナロ",18.9,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,40,"wG161","WG161",8.2,2.7,"ホオノキ",23.3,23.8,NA,NA,39685,41508,"nWA224",0,0,0,0,0,0
20,40,"479","479",4.5,4.6,"アスナロ",17.4,17.7,NA,NA,39685,41508,"nWA225",0,0,0,0,0,0
20,40,"480","480",3.1,5.6,"ホオノキ",21.1,21.4,NA,NA,39685,41508,"nWA226",0,0,0,0,0,0
20,40,"481","481",1.7,6.3,"アスナロ",226.8,229.6,NA,NA,39685,41508,"nWA228",0,0,0,0,0,0
20,40,"wG108","WG108",0.9,6.4,"コシアブラ",34.1,34.4,NA,NA,39685,41508,"nWA229",0,0,0,0,0,0
20,40,"706","706",6.6,6.4,"アスナロ",56.8,57.1,NA,NA,39685,41508,"nWA227",0,0,0,0,0,0
20,40,"483","483",4.7,8.3,"ホオノキ",29.1,29.4,NA,NA,39685,41508,"nWA230",0,0,0,0,0,0
20,40,"wG162","WG162",5.8,8.3,"アスナロ",65.7,66.4,NA,NA,39685,41508,"nWA231",0,0,0,0,0,0
20,50,"711","711",5.5,1.2,"コミネカエデ",18.1,18.3,"曲がる",NA,39685,41508,"nWA232",0,0,0,0,0,0
20,50,"J341","YJ341",4,1.5,"アスナロ",18.5,20.8,NA,NA,39685,41508,"nWA233",0,0,0,0,0,0
20,50,"714","714",6.4,2.2,"アスナロ",194.7,197.5,NA,NA,39685,41508,"nWA235",0,0,0,0,0,0
20,50,"713","713",9.8,2.5,"アスナロ",57.1,57.1,NA,NA,39685,41508,"nWA234",0,0,0,0,0,0
20,50,"486","486",4.6,2.8,"ホオノキ",29.8,NA,"倒木かかる","倒木落枝下",39685,41508,"",0,1,0,0,0,0
20,50,"383","383",0,3.9,"アスナロ",16.5,18,NA,NA,39685,41508,"nWA236",0,0,0,0,0,0
20,50,"wG109","WG109",0.3,5.3,"コシアブラ",26.6,26.5,NA,NA,39685,41508,"nWA237",0,0,0,0,0,0
20,50,"718","718",5.6,5.8,"ホオノキ",38.8,41.4,NA,NA,39685,41508,"nWA239",0,0,0,0,0,0
20,50,"494","494",1.2,6.9,"アスナロ",17.6,17.5,NA,NA,39685,41508,"nWA241",0,0,0,0,0,0
20,50,"496","496",0.7,7.4,"ホオノキ",38.3,39.5,NA,NA,39685,41508,"nWA238",0,0,0,0,0,0
20,60,"720","720",7,0.6,"ホオノキ",44.2,46.8,NA,NA,39685,41508,"nWA242",0,0,0,0,0,0
20,60,"722","722",6,1.3,"アスナロ",23.3,23.9,NA,NA,39685,41508,"nWA244",0,0,0,0,0,0
20,60,"721","721",7.9,1.6,"アスナロ",48.8,50,NA,NA,39685,41508,"nWA243",0,0,0,0,0,0
20,60,"506","506",4.4,2.3,"アスナロ",33,34.4,NA,NA,39685,41508,"nWA245",0,0,0,0,0,0
20,60,"509","509",1.5,2.5,"アスナロ",30.3,30.5,NA,NA,39685,41508,"nWA247",0,0,0,0,0,0
20,60,"wG164","WG164",7.5,2.6,"コシアブラ",40.4,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,60,"J336","YJ336",0.2,3,"コミネカエデ",18,18.5,NA,NA,39685,41508,"nWA248",0,0,0,0,0,0
20,60,"508","508",2.7,3.3,"アスナロ",33.6,34.4,NA,NA,39685,41508,"nWA246",0,0,0,0,0,0
20,60,"724","724",5.9,4.2,"ホオノキ",22.5,22.7,NA,NA,39685,41508,"nWA251",0,0,0,0,0,0
20,60,"725","725",9,5.4,"サワラ",148.9,151,NA,NA,39685,41508,"nWA259",0,0,0,0,0,0
20,60,"727","727",8.2,5.6,"シロモジ",23,NA,NA,"立枯",39685,41508,"",0,1,0,0,0,0
20,60,"510","510",1.6,6.1,"ホオノキ",22.3,23,NA,NA,39685,41508,"nWA250",0,0,0,0,0,0
20,60,"516","516",5.9,6.1,"アスナロ",25.6,26,NA,NA,39685,41508,"nWA252",0,0,0,0,0,0
20,60,"513","513",4,6.5,"アスナロ",38,38.3,NA,NA,39685,41508,"nWA253",0,0,0,0,0,0
20,60,"514","514",4.8,6.7,"アスナロ",32.4,33.3,NA,NA,39685,41508,"nWA254",0,0,0,0,0,0
20,60,"731","731",6.4,7,"アスナロ",27.3,27.8,NA,NA,39685,41508,"nWA257",0,0,0,0,0,0
20,60,"511","511",1.5,7.1,"アスナロ",28.8,29.4,NA,NA,39685,41508,"nWA255",0,0,0,0,0,0
20,60,"515","515",6.1,7.6,"ヒノキ",158.6,162.6,NA,NA,39685,41508,"nWA258",0,0,0,0,0,0
20,60,"512","512",1.6,8.2,"コシアブラ",26.8,26.9,NA,NA,39685,41508,"nWA256",0,0,0,0,0,0
20,70,"518","518",1.8,0.6,"ホオノキ",35.3,36,NA,NA,39685,41509,"nWA260",0,0,0,0,0,0
20,70,"517","517",5.5,0.7,"ヒノキ",246.1,248.5,"測位170cm",NA,39685,41509,"nWA262",0,0,0,0,0,0
20,70,"382","382",0.7,0.8,"コミネカエデ",18.6,19.1,NA,NA,39685,41509,"nWA261",0,0,0,0,0,0
20,70,"519","519",1.4,2,"アスナロ",18.3,18.6,NA,NA,39685,41509,"nWA266",0,0,0,0,0,0
20,70,"wG166","WG166",7,0.2,"コミネカエデ",16.2,17,NA,"xy座標修正済",39685,41509,"nWA270",0,0,0,0,0,0
20,70,"wG167","WG167",7.3,2.6,"ウワミズザクラ",30.6,31.3,NA,NA,39685,41509,"nWA263",0,0,0,0,0,0
20,70,"J331","YJ331",2.7,4,"ホオノキ",20.7,21.7,NA,NA,39685,41509,"nWA267",0,0,0,0,0,0
20,70,"734","734",8.9,4,"コミネカエデ",19.2,19,NA,NA,39685,41509,"nWA264",0,0,0,0,0,0
20,70,"wG110","WG110",3.5,5.1,"シロモジ",15.8,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
20,70,"735","735",7.4,5.1,"ヒノキ",180.7,183.1,NA,NA,39685,41509,"nWA265",0,0,0,0,0,0
20,70,"521","521",5,6.2,"アスナロ",32.7,34.5,NA,NA,39685,41509,"nWA268",0,0,0,0,0,0
20,70,"736","736",8.6,6.8,"アオハダ",20.7,22.4,NA,NA,39685,41509,"nWA269",0,0,0,0,0,0
20,70,"737","737",7.5,8,"アスナロ",48.1,49,NA,NA,39685,41509,"nWA271",0,0,0,0,0,0
20,70,"522","522",3.5,8.1,"ヒノキ",250,254.5,NA,NA,39685,41509,"nWA273",0,0,0,0,0,0
20,70,"381","381",0.6,8.2,"ホオノキ",18.1,19.6,NA,NA,39685,41509,"nWA272",0,0,0,0,0,0
20,80,"wG111","WG111",2.5,0.8,"シロモジ",15.4,15.5,NA,NA,39685,41509,"nWA276",0,0,-1,-1,0,0
20,80,"759","759",6.6,1.7,"アスナロ",46.5,47.3,NA,NA,39685,41509,"nWA274",0,0,0,0,0,0
20,80,"378","YJ329",0.9,2.4,"シロモジ",16.6,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
20,80,"378","YJ330",0.9,2.4,"シロモジ",17.7,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
20,80,"378","378",0.9,2.4,"シロモジ",18.8,19.1,NA,NA,39685,41509,"nWA279",0,0,0,0,0,0
20,80,"758","758",5.5,2.5,"ヒノキ",131.7,135,NA,NA,39685,41509,"nWA275",0,0,0,0,0,0
20,80,"wG173","WG173",8.7,3,"シロモジ",15.7,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
20,80,"760","760",9.1,3.4,"ヒノキ",148.4,150.5,NA,NA,39685,41509,"nWA277",0,0,0,0,0,0
20,80,"J328","YJ328",1.9,5.5,"アスナロ",17.5,17.6,NA,NA,39685,41509,"nWA278",0,0,0,0,0,0
20,80,"wG113","WG112",5.8,7.3,"シロモジ",15.6,18,NA,NA,39685,41509,"nWA280",0,0,-1,1,0,0
20,80,"wG113","WG113",5.8,7.3,"シロモジ",16.4,16.4,NA,NA,39685,41509,"nWA281",0,0,0,0,0,0
20,80,"380","379",5.8,7.6,"シロモジ",16.5,17.5,"ラベルの上端で測る",NA,39685,41509,"nWA282",0,0,0,0,0,0
20,80,"380","380",5.8,7.6,"シロモジ",16.9,17.1,NA,NA,39685,41509,"nWA283",0,0,0,0,0,0
20,90,"J318","YJ318",6.4,4.9,"シロモジ",17.7,18.5,"一部枯れ",NA,39685,41509,"nWA284",0,0,0,0,0,0
20,90,"762","762",6.6,6.8,"ヒノキ",290.1,292.5,"測位130cm",NA,39685,41509,"nWA285",0,0,0,0,0,0
30,0,"886","886",9.6,1,"アスナロ",20,NA,NA,"立枯",39685,41509,"",0,1,0,0,0,0
30,0,"888","888",6.7,1.2,"アスナロ",33.4,32.9,NA,"G08測定ミス",39685,41509,"nWA292",0,0,0,0,1,0
30,0,"890","890",8.8,6.3,"アスナロ",34.2,34.7,NA,NA,39685,41509,"nWA293",0,0,0,0,0,0
30,0,"686","686",1.1,7.2,"アスナロ",84.5,86.5,NA,NA,39685,41509,"nWA291",0,0,0,0,0,0
30,0,"891","891",9.2,7.4,"アスナロ",21.9,20.7,NA,"G08測定ミス",39685,41509,"nWA294",0,0,0,0,1,0
30,0,"894","894",7.7,9.6,"アスナロ",49.7,51,NA,NA,39685,41509,"nWA295",0,0,0,0,0,0
30,10,"893","893",9.6,0.1,"アスナロ",28.8,28.8,NA,"2003年測定ミス",39685,41509,"nWA296",0,0,0,0,1,0
30,10,"896","896",9.2,1.1,"アスナロ",39.6,39.6,NA,NA,39685,41509,"nWA297",0,0,0,0,0,0
30,10,"wG155","WG155",0.5,6.1,"ホオノキ",141,142.8,NA,NA,39685,41509,"nWA298",0,0,0,0,0,0
30,10,"689","689",0.7,7.2,"アスナロ",52.2,54.7,NA,NA,39685,41509,"nWA299",0,0,0,0,0,0
30,10,"wG156","WG156",3,7.5,"シロモジ",15.3,NA,NA,"不明消失",39685,41509,"",0,1,-1,-1,0,0
30,20,"J352","YJ352",3.2,0.4,"アスナロ",20.9,21.9,NA,NA,39685,41509,"nWA300",0,0,0,0,0,0
30,20,"wG160","WG160",4.5,2.3,"コミネカエデ",15.9,15.6,NA,"G08過大",39685,41509,"nWA301",0,0,0,0,1,0
30,20,"wG159","WG159",2.3,3.5,"ホオノキ",15.2,NA,NA,"立枯",39685,41509,"",0,1,-1,-1,0,0
30,20,"G776","YG776",9.2,9,"アスナロ",16.1,15.7,"傾く","幹折れ生存",39685,41509,"nWA302",0,0,0,0,0,0
30,20,"695","695",0.8,9.6,"ヒノキ",267.7,268,NA,NA,39685,41509,"nWA304",0,0,0,0,0,0
30,30,"697","697",4.1,0.7,"アスナロ",158.1,160.1,NA,NA,39685,41509,"nWA303",0,0,0,0,0,0
30,30,"902","902",8.9,0.7,"アスナロ",19.7,19.5,NA,NA,39685,41509,"nWA308",0,0,0,0,0,0
30,30,"699","699",0.6,5.9,"アスナロ",16.3,16.2,NA,NA,39685,41509,"nWA305",0,0,0,0,0,0
