#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,山田 利博,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Fuji (FJ-AT1). ,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,富士,,,,,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,FJ-AT1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,0.5ha,0.25ha*2,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#/note,20090515,ツル込み・ツル抜きのコメントを整理（石原正恵）,,,,,,,,,,,,,,,,
#,20091019,樹木の位置は今後計測予定,,,,,,,,,,,,,,,,
#,20100223,データを元ファイルから作り直して、1999年の測定列を追加,,,,,,,,,,,,,,,,
#,20100423,"tag_no=974_610 Gbh09=144.5?, 99=d, 04=na",,,,,,,,,,,,,,,,
#,,"99,04のgbhが胸高直径だったのでpiを掛けて、小数点第二位を丸めた。",,,,,,,,,,,,,,,,
#,,tag_no=469のgbh99をndに,,,,,,,,,,,,,,,,
#,,tag_no=537のgbh04をviに,,,,,,,,,,,,,,,,
#,20171108,データ公開データのためのエラーチェック（日野）,,,,,,,,,,,,,,,,
#,,枯死の次の調査以降のgbhがnaになっていない個体を修正,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh99","gbh04","gbh09","gbh14","note99","note04","note09","note14","s_date99","s_date04","s_date09","s_date14","dl99","dl04","dl09","dl14","rec99","rec04","rec09","rec14","error99","error04","error09","error14"
NA,NA,"489",NA,NA,NA,"カマツカ",22.9,22.9,22.6,22.7,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"490",NA,NA,NA,"カマツカ",22.3,22.9,22.5,22,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"491",NA,NA,NA,"カマツカ",23.6,24.5,23.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"492",NA,NA,NA,"カマツカ",13.2,14.5,16.2,19.1,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"493",NA,NA,NA,"ミツバウツギ",11.9,12.9,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"494",NA,NA,NA,"ミツバウツギ",24.5,26.7,28.5,28.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"495",NA,NA,NA,"クマヤナギ",9.4,13.2,21.5,28.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"496",NA,NA,NA,"ミツバウツギ",12.6,12.9,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"497",NA,NA,NA,"ミツバウツギ",12.9,13.2,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"498",NA,NA,NA,"ミツバウツギ",17,19.5,20.6,26.3,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"499",NA,NA,NA,"カラマツ",113.1,118.4,118.3,118,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"500",NA,NA,NA,"ミツバウツギ",20.4,22.9,23.8,21.8,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"501",NA,NA,NA,"ミツバウツギ",11,12.6,13.9,16,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"502",NA,NA,NA,"ミツバウツギ",11.9,13.5,14.3,15.6,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"503",NA,NA,NA,"ミヤマザクラ",103.7,104.9,NA,NA,"枯れ","生きています","枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"504",NA,NA,NA,"ミツバウツギ",11.6,14.1,16.2,16.8,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"505",NA,NA,NA,"ミツバウツギ",12.9,15.7,17.6,17,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"506",NA,NA,NA,"ミツバウツギ",9.7,11.9,13.5,14.8,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"507",NA,NA,NA,"ミズキ",47.8,51.5,57.8,64.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"508",NA,NA,NA,"ミツバウツギ",17.9,22,24.6,14,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"509",NA,NA,NA,"ミツバウツギ",13.2,15.1,14.3,27.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"510",NA,NA,NA,"ミツバウツギ",11.9,13.2,12.7,13.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"511",NA,NA,NA,"ミツバウツギ",18.8,22,21.5,20.4,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"512",NA,NA,NA,"ミツバウツギ",33.6,38,38.5,41.7,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"513",NA,NA,NA,"ミツバウツギ",20.7,22.3,NA,NA,NA,"中折れ","枯れ","中折れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"514",NA,NA,NA,"ミツバウツギ",18.8,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"515",NA,NA,NA,"ミツバウツギ",14.5,14.1,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"516",NA,NA,NA,"ミツバウツギ",15.4,17.3,23,18.6,NA,NA,NA,"倒れ","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"517",NA,NA,NA,"オニグルミ",24.5,29.5,31.5,NA,"　",NA,NA,"折れ、枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"518",NA,NA,NA,"ミツバウツギ",11.3,12.6,11.5,NA,NA,NA,NA,"倒れ、枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"519",NA,NA,NA,"ミツバウツギ",17.3,19.8,21.6,22.6,NA,NA,NA,"倒れ","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"520",NA,NA,NA,"クロツバラ",10.7,11.9,10.9,NA,NA,NA,NA,"曲がり、枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"521",NA,NA,NA,"フジザクラ",38,38.3,38.4,38.4,"枯","生きてた",NA,"斜め","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"522",NA,NA,NA,"カラマツ",79.8,81.1,84.4,85.6,NA,NA,NA,"蔓込み","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"523",NA,NA,NA,"シナノキ",22.6,26.1,35.8,42.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"524",NA,NA,NA,"シナノキ",11.9,16.7,22,28.1,NA,NA,NA,"523と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"525",NA,NA,NA,"カラマツ",112.5,115.9,119.1,119.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"526",NA,NA,NA,"カマツカ",11.3,11.9,11.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"527",NA,NA,NA,"カマツカ",24.5,24.8,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"528",NA,NA,NA,"ミツバウツギ",17.3,18.5,19,18.7,NA,NA,NA,"折れ、ほぼ枯れ","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"529",NA,NA,NA,"ミツバウツギ",11,14.1,17.2,19,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"530",NA,NA,NA,"ミツバウツギ",10.1,11.6,10.9,10.9,NA,NA,NA,"529と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"531",NA,NA,NA,"ミツバウツギ",11,12.3,11.8,NA,NA,NA,NA,"枯れ、529と同株","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"532",NA,NA,NA,"ミツバウツギ",12.6,15.1,16.4,15.7,NA,NA,NA,"529と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"533",NA,NA,NA,"ミズキ",25.1,27,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"534",NA,NA,NA,"ミツバウツギ",13.5,13.8,14.1,14.5,NA,NA,NA,"529と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"535",NA,NA,NA,"イヌザクラ",49.6,54.7,63,68.1,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"536",NA,NA,NA,"カラマツ",79.2,79.5,78.6,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"537",NA,NA,NA,"シラクチヅル",12.6,22,23.7,24,NA,"538と絡んでいるので合わせて測る",NA,"538と絡んでいるので合わせて測る","19990402","20040610","20091006",20140310,0,0,0,0,-1,-1,1,0,0,2,0,0
NA,NA,"538",NA,NA,NA,"シラクチヅル",10.7,NA,NA,NA,NA,"537と絡んでいるので合わせて測る",NA,"537と絡んでいるので合わせて測る","19990402","20040610","20091006",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"539",NA,NA,NA,"カマツカ",25.1,26.1,25.2,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"540",NA,NA,NA,"カマツカ",11.9,12.6,11.8,11.7,NA,NA,NA,"曲がり","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"541",NA,NA,NA,"カマツカ",16,17,16.6,16.1,NA,NA,NA,"曲がり","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"542",NA,NA,NA,"カマツカ",25.8,26.7,25.7,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"543",NA,NA,NA,"ヤマブドウ",13.2,16.7,21.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"544",NA,NA,NA,"カマツカ",22.6,22.6,22.2,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"545",NA,NA,NA,"カラマツ",100.5,103.7,104.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"546",NA,NA,NA,"ミツバウツギ",23.6,25.8,25.6,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"548",NA,NA,NA,"ニワトコ",NA,NA,NA,NA,"gbh99=7.6.枯","枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"549",NA,NA,NA,"クロツバラ",15.7,16.3,NA,NA,NA,"倒れ","枯れ","倒れ、枯れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"550",NA,NA,NA,"カラマツ",93.6,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"551",NA,NA,NA,"クマヤナギ",11.9,13.8,NA,NA,NA,"倒れ","枯れ","倒れ、枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"552",NA,NA,NA,"クマヤナギ",10.7,13.2,NA,NA,NA,"倒れ","枯れ","倒れ、枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"553",NA,NA,NA,"クロツバラ",14.5,15.7,17.8,18.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"554",NA,NA,NA,"オニグルミ",14.5,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"555",NA,NA,NA,"ウツギ",10.4,11.6,12,12.3,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"556",NA,NA,NA,"オクイボタ",11.3,13.5,17,17,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"557",NA,NA,NA,"カラマツ",93.9,98.3,105.3,109,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"558",NA,NA,NA,"カラマツ",99,102.4,107.9,109.1,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"559",NA,NA,NA,"クロツバラ",10.1,11.9,12.6,13.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"560",NA,NA,NA,"ウツギ",8.8,10.1,10.7,11.7,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"561",NA,NA,NA,"クロツバラ",12.3,12.6,12.1,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"562",NA,NA,NA,"ウツギ",9.4,11.9,10.2,10,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"563",NA,NA,NA,"クロツバラ",10.4,12.9,15.1,17.7,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"564",NA,NA,NA,"カラマツ",108.4,110.3,112.5,112.4,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"565",NA,NA,NA,"ツリバナ",9.1,11.3,13.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"566",NA,NA,NA,"イロハモミジ",11,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,0,1,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"567",NA,NA,NA,"ミツバウツギ",15.7,13.8,17,20.5,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"568",NA,NA,NA,"カラマツ",106.8,111.8,117.2,119,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"569",NA,NA,NA,"ヤマグワ",15.7,20.4,26.6,32.6,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"570",NA,NA,NA,"カラマツ",97.4,100.5,104.1,106.6,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"571",NA,NA,NA,"ウツギ",12.6,13.2,12.7,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"572",NA,NA,NA,"ウツギ",11.3,12.9,12.1,13.2,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"573",NA,NA,NA,"ウツギ",10.1,11,11.1,12.8,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"574",NA,NA,NA,"カラマツ",114.7,119.1,122.1,125.4,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"575",NA,NA,NA,"ヤブウツギ",15.7,16.7,15.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"576",NA,NA,NA,"カラマツ",128.8,129.4,130,130.2,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"577",NA,NA,NA,"クマヤナギ",10.7,14.1,18.3,22,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"579",NA,NA,NA,"フジザクラ",11.6,14.1,16,16.8,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"580",NA,NA,NA,"ミツバウツギ",24.5,28,29.5,30.5,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"581",NA,NA,NA,"ミツバウツギ",16.7,18.2,18.3,18.4,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"583",NA,NA,NA,"カラマツ",80.7,83.6,87,90.4,NA,NA,NA,"","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"584",NA,NA,NA,"カラマツ",126.3,132.6,140.9,146,NA,NA,NA,"蔓込み","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"585",NA,NA,NA,"オクイボタ",18.8,19.5,19.2,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"586",NA,NA,NA,"ミツバウツギ",20.4,22.3,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,0,0,0,0,0,0,0,0
NA,NA,"587",NA,NA,NA,"ミツバウツギ",15.7,NA,NA,NA,NA,"枯れ","枯れ","枯れ","19990402","20040610","20091006",20140310,0,1,2,2,0,0,0,0,0,0,0,0
NA,NA,"588",NA,NA,NA,"ミズキ",20.4,24.2,27.6,31.9,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"589",NA,NA,NA,"カラマツ",98,104.6,112,115.7,NA,NA,"ツル込み","ツル込み","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"590",NA,NA,NA,"ミツバウツギ",15.7,17.9,18.1,18.9,NA,NA,NA,"591と同株","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"591",NA,NA,NA,"ミツバウツギ",22.3,25.4,27.8,30.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"592",NA,NA,NA,"ミツバウツギ",17,20.4,22.2,23.4,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"593",NA,NA,NA,"ミツバウツギ",11.6,12.9,12.9,14.1,NA,NA,NA,"592と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"594",NA,NA,NA,"ミツバウツギ",14.5,16,15.9,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"595",NA,NA,NA,"フジザクラ",NA,NA,NA,NA,"gbh99=5.枯","枯れ",NA,"枯れ","19990402","20040610","20091006",20140310,1,2,2,2,-1,-1,-1,-1,0,0,0,0
NA,NA,"596",NA,NA,NA,"カラマツ",104.9,106.2,103.5,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,0,0,0,0,0,0,0,0
NA,NA,"598",NA,NA,NA,"クマヤナギ",18.8,21.7,26.3,27.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"599",NA,NA,NA,"ミツバウツギ",15.1,17.9,18.7,21,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"600",NA,NA,NA,"ミツバウツギ",12.9,14.5,14.1,14.9,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"601",NA,NA,NA,"ミツバウツギ",9.7,10.1,9.9,NA,NA,NA,NA,"枯れ","19990402","20040610","20091006",20140310,0,0,0,1,-1,1,0,0,0,0,0,0
NA,NA,"602",NA,NA,NA,"ガマズミ",10.1,12.3,13.2,15.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"603",NA,NA,NA,"ミツバウツギ",9.4,10.7,10.6,11,NA,NA,"クロツバラ","クロツバラ","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"604",NA,NA,NA,"ミズキ",26.1,32,39.5,46.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"605",NA,NA,NA,"クロツバラ",15.4,15.1,16.1,17.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"606",NA,NA,NA,"クロツバラ",20.1,22,23.5,23.3,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"607",NA,NA,NA,"マユミ",11.6,13.8,14.6,17,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"608",NA,NA,NA,"ミツバウツギ",10.7,11.6,12,11.9,NA,NA,NA,"609（969）と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"611",NA,NA,NA,"ミツバウツギ",15.4,16.3,16.2,16.1,NA,NA,NA,"612と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"612",NA,NA,NA,"ミツバウツギ",12.6,17.6,21.2,22.2,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"613",NA,NA,NA,"ミツバウツギ",15.7,17.3,18,18.3,NA,NA,NA,"612と同株","19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"614",NA,NA,NA,"ミツバウツギ",12.6,14.5,15.6,16,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"615",NA,NA,NA,"カラマツ",101.5,105.2,110.1,113.5,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"616",NA,NA,NA,"ミズナラ",80.1,83.3,89.1,91.6,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"617",NA,NA,NA,"ミツバウツギ",12.9,13.8,NA,NA,NA,NA,"枯れ","枯れ","19990402","20040610","20091006",20140310,0,0,1,2,-1,1,0,0,0,0,0,0
NA,NA,"618",NA,NA,NA,"ヤマグワ",18.2,19.5,20.6,22.8,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"619",NA,NA,NA,"ヤマグワ",15.7,17.6,19.4,21.1,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"620",NA,NA,NA,"カラマツ",97.4,100.8,104,106.7,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"621",NA,NA,NA,"オオモミジ",14.5,17.3,19,23.9,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"622",NA,NA,NA,"ミツバウツギ",20.4,21.7,22.4,22.9,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,"623",NA,NA,NA,"ミツバウツギ",14.8,15.7,15.3,16.6,NA,NA,NA,"622と同株","19990402","20040610","20091006",20140310,0,0,0,0,-1,1,0,0,0,0,0,0
NA,NA,"624",NA,NA,NA,"カラマツ",109.3,113.7,98.4,121.4,NA,NA,NA,NA,"19990402","20040610","20091006",20140310,0,0,0,0,0,0,0,0,0,0,0,0
