#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,大久保達弘,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kaname Gawa (KK-DB1).,,,,,,,,,,,
#,SITE NAME,サイト名,金目川（小国町金目川在所平ブナ林）,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,
#,PLOT CODE,調査区コード,KK-DB1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,,,,,,,,,,,,,,
#/log,20070501,Data of 2006 was arranged.,,,,,,,,,,,,
#,20171030,データ確認（日野貴文）,,,,,,,,,,,,
#,,セルが空白でnote15に倒木、立ち枯れとうの枯死が予測される記述がある個体→「d」を入力,,,,,,,,,,,,
#,,新規個体の前年までのセルが空白→「na」を入力,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh10","gbh15","note10","note15","s_date10","s_date15","tag_no10","indv_no10","dl10","dl15","rec10","rec15","error10","error15"
20,10,50216,50216,8,10,"タムシバ",17.7,NA,"","sd タグ回収",20100818,20150901,50216,50216,0,1,0,0,0,0
20,20,15154,15154,5.1,8.5,"コシアブラ",NA,16.3,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,20,15155,10344,1,8.4,"コシアブラ",NA,15.6,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
20,20,15156,10344,1,8.4,"コシアブラ",NA,16.1,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,20,10343,10343,3,2.5,"ブナ",15.7,17,"害なし","",20100818,20150901,10343,10343,0,0,0,0,0,0
20,20,10344,10344,1,8.4,"コシアブラ",22.6,24.4,"","",20100818,20150901,10344,10344,0,0,0,0,0,0
20,20,10345,10345,6.6,8.2,"イタヤカエデ",19.3,23,"","",20100818,20150901,10345,10345,0,0,0,0,0,0
20,20,50225,50225,1,4,"ホオノキ",220.8,224.2,"","",20100818,20150901,50225,50225,0,0,0,0,0,0
20,20,50226,50226,2.5,4.5,"コシアブラ",22.5,NA,"","sd タグ回収",20100818,20150901,50226,50226,0,1,0,0,0,0
20,20,50227,50227,2.5,8,"コハウチワカエデ",18.3,20.6,"","",20100818,20150901,50227,50227,0,0,0,0,0,0
20,30,15157,15157,6.7,2.8,"コシアブラ",NA,16.5,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,30,50228,50228,1,2.5,"ブナ",26,27.8,"害なし","",20100818,20150901,50228,50228,0,0,0,0,0,0
20,30,50229,50229,7.8,4,"コシアブラ",25.2,30.5,"","",20100818,20150901,50229,50229,0,0,0,0,0,0
20,40,15158,15158,1.2,4,"ウワミズザクラ",NA,20.3,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,40,15159,15159,1.7,3.6,"ウワミズザクラ",NA,15.7,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,40,15160,15160,5,3.4,"コシアブラ",NA,22.4,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,40,15161,151561,5.8,1.3,"ハウチワカエデ",NA,17.1,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,40,10346,10346,5.5,2,"ハウチワカエデ",16.4,17.9,"","",20100818,20150901,10346,10346,0,0,0,0,0,0
20,40,50240,50240,0.5,5.8,"ブナ",170.1,177.1,"","葉量少ない",20100818,20150901,50240,50240,0,0,0,0,0,0
20,40,50241,50241,2,6.2,"ブナ",247,247.6,"つる込み、大害","",20100818,20150901,50241,50241,0,0,0,0,0,0
20,50,15162,50248,8,2.6,"イタヤカエデ",NA,25.2,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,50,15163,15163,2,9.3,"テツカエデ",NA,18.4,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,50,10347,10347,3.2,10,"ムシカリ",18.8,18.4,"","",20100818,20150901,10347,10347,0,0,0,0,0,0
20,50,50243,50243,7.5,7.2,"コシアブラ",26.2,29.6,"","",20100818,20150901,50243,50243,0,0,0,0,0,0
20,50,50244,50244,5.2,5.5,"ブナ",238.2,257.5,"中害","",20100818,20150901,50244,50244,0,0,0,0,0,0
20,50,50245,50245,5,6.8,"テツカエデ",21.4,23.1,"","",20100818,20150901,50245,50245,0,0,0,0,0,0
20,50,50246,50246,6,6.2,"テツカエデ",20.8,22.5,"","",20100818,20150901,50246,50246,0,0,0,0,0,0
20,50,50247,50247,6,3.8,"ブナ",175.5,179.6,"大害","",20100818,20150901,50247,50247,0,0,0,0,0,0
20,50,50248,50248,8,2.6,"イタヤカエデ",28,30,"","",20100818,20150901,50248,50248,0,0,0,0,0,0
20,60,15164,15164,4.8,3.4,"コシアブラ",NA,15.9,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15165,15165,6.3,3.9,"コシアブラ",NA,16,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15166,15166,8,1.5,"テツカエデ",NA,20.2,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15167,15167,8.6,3.2,"テツカエデ",NA,18.1,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15168,15168,3,8,"テツカエデ",NA,21.2,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15169,15169,2.6,9.4,"テツカエデ",NA,18.7,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15170,15170,2.5,9,"テツカエデ",NA,23.9,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,15171,15171,2,6.2,"トチノキ",NA,16.5,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,60,10348,10348,1,9.5,"テツカエデ",20.8,23.4,"","",20100818,20150901,10348,10348,0,0,0,0,0,0
20,60,10349,10349,7,9.5,"イタヤカエデ",16.3,24.9,"","倒木の下敷き",20100818,20150901,10349,10349,0,0,0,0,0,0
20,60,10350,10350,4,6.5,"コシアブラ",23.6,28,"","",20100818,20150901,10350,10350,0,0,0,0,0,0
20,60,10351,10351,6.6,2.5,"テツカエデ",15.6,19.7,"","",20100818,20150901,10351,10351,0,0,-1,1,0,0
20,60,50249,50249,2.5,2.2,"ハウチワカエデ",18.6,19.9,"","",20100818,20150901,50249,50249,0,0,0,0,0,0
20,60,50250,50250,2,8.5,"ブナ",243.7,245.5,"中害","",20100818,20150901,50250,50250,0,0,0,0,0,0
20,60,50251,50251,1.8,7.7,"トチノキ",32.2,42.7,"","",20100818,20150901,50251,50251,0,0,0,0,0,0
20,60,50252,50252,3,9.2,"コシアブラ",21.5,22,"","",20100818,20150901,50252,50252,0,0,0,0,0,0
20,60,50253,50253,1,9.5,"ブナ",33.9,40.7,"無害","",20100818,20150901,50253,50253,0,0,0,0,0,0
20,60,50254,50254,1.2,9,"テツカエデ",24.1,25.1,"","",20100818,20150901,50254,50254,0,0,0,0,0,0
20,60,50255,50255,4,9.5,"イタヤカエデ",25.8,27.1,"","",20100818,20150901,50255,50255,0,0,0,0,0,0
20,70,15172,15172,4.6,7,"ウワミズザクラ",NA,15.4,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
20,70,15173,15172,4.6,7,"ウワミズザクラ",NA,17.4,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,70,10352,10352,3.5,10,"テツカエデ",19.7,20.7,"","",20100818,20150901,10352,10352,0,0,0,0,0,0
20,70,10353,10353,4,10,"テツカエデ",15,17.8,"","",20100818,20150901,10353,10353,0,0,-1,1,0,0
20,70,10354,10354,5,2.2,"ヤマグワ",15.1,17,"","",20100818,20150901,10354,10354,0,0,-1,1,0,0
20,70,10358,10358,4,9,"テツカエデ",17.3,18.3,"","",20100818,20150901,10358,10358,0,0,0,0,0,0
20,70,50256,50256,4,2.2,"テツカエデ",24.1,29,"","",20100818,20150901,50256,50256,0,0,0,0,0,0
20,70,50257,50257,6.3,1.5,"トチノキ",25,30.2,"","",20100818,20150901,50257,50257,0,0,0,0,0,0
20,70,50258,50258,5,4.5,"テツカエデ",20.9,27.8,"","",20100818,20150901,50258,50258,0,0,0,0,0,0
20,70,50259,50259,4,10,"ヤマグワ",27.5,28.7,"","",20100818,20150901,50259,50259,0,0,0,0,0,0
20,70,50261,50261,0.6,10,"ヤマグワ",17.8,17.9,"","",20100818,20150901,50260,50260,0,0,0,0,0,0
20,70,50262,50262,7.8,4.8,"サワグルミ",57.3,70.5,"","",20100818,20150901,50262,50262,0,0,0,0,0,0
20,70,50263,50263,7,6.5,"サワフタギ",16.2,16.4,"","",20100818,20150901,50263,50263,0,0,0,0,0,0
20,70,50264,50264,7.5,8,"サワフタギ",17.2,17.3,"","",20100818,20150901,50264,50264,0,0,0,0,0,0
20,80,15174,15174,1.4,1.4,"ミズキ",NA,20,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
20,80,15175,50272,0,8,"ミズキ",NA,15.6,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
20,80,10355,10355,0,8,"ミズキ",27.7,NA,"札なし（古い札A)新札10355、新規野帳にも記入","sd タグ回収",20100818,20150901,10355,10355,0,1,0,0,0,0
20,80,10356,10356,3.2,3.5,"ミズキ",15.6,18.1,"","ヤマグワに変更",20100818,20150901,10356,10356,0,0,-1,1,0,0
20,80,10357,10357,4,1,"テツカエデ",18.3,21.4,"","",20100818,20150901,10357,10357,0,0,0,0,0,0
20,80,10359,10359,4.8,6.8,"ブナ",17.4,19.2,"微害","",20100818,20150901,10359,10359,0,0,0,0,0,0
20,80,10360,10360,5.3,5.8,"ヤマグワ",17.2,18.2,"","",20100818,20150901,10360,10360,0,0,0,0,0,0
20,80,50265,50265,2.2,2.5,"ヤマグワ",29.4,NA,"","sd タグ回収",20100818,20150901,50265,50265,0,1,0,0,0,0
20,80,50266,50266,4,3.5,"サワグルミ",36.4,42.1,"","",20100818,20150901,50266,50266,0,0,0,0,0,0
20,80,50267,50267,2.5,3.5,"ヤマグワ",17,17.2,"","",20100818,20150901,50267,50267,0,0,0,0,0,0
20,80,50269,50269,2.5,3.2,"ミズキ",20,20,"","",20100818,20150901,50269,50269,0,0,0,0,0,0
20,80,50270,50270,2.5,4.5,"ウワミズザクラ",26.6,24.5,"","",20100818,20150901,50270,50270,0,0,0,0,0,0
20,80,50271,50271,4.8,6.8,"テツカエデ",30.9,31.3,"","",20100818,20150901,50271,50271,0,0,0,0,0,0
20,80,50272,50272,0,8,"ミズキ",25.4,25.7,"","",20100818,20150901,50272,50272,0,0,0,0,0,0
20,80,50274,50274,0.5,8,"ミズキ",31.2,31.3,"","",20100818,20150901,50274,50274,0,0,0,0,0,0
20,80,50275,50275,1.5,9,"ブナ",71.3,78.9,"微害","",20100818,20150901,50275,50275,0,0,0,0,0,0
20,80,50276,50276,6,10,"ブナ",25,25.5,"害なし","",20100818,20150901,50276,50276,0,0,0,0,0,0
20,80,50277,50278,6.7,4.8,"ヤマグワ",22.7,24.2,"","",20100818,20150901,50277,50278,0,0,0,0,0,0
20,80,50278,50278,6.6,4.8,"ヤマグワ",31.9,37.5,"","",20100818,20150901,50278,50278,0,0,0,0,0,0
20,80,50279,50279,9,2,"ウワミズザクラ",32.4,23.8,"","測定箇所変更",20100818,20150901,50279,50279,0,0,0,0,0,0
20,80,50281,50281,9,2,"ウワミズザクラ",28.6,NA,"","sd タグ回収",20100818,20150901,50281,50281,0,1,0,0,0,0
20,80,50283,50281,9,2,"ウワミズザクラ",15.5,NA,"","sd タグ回収",20100818,20150901,50283,50281,0,1,-1,-1,0,0
20,80,50284,50284,8.6,0,"イタヤカエデ",123.5,132.8,"","",20100818,20150901,50284,50284,0,0,0,0,0,0
20,80,50285,50285,7.5,0.2,"ブナ",79.4,91.6,"","",20100818,20150901,50285,50285,0,0,0,0,0,0
20,80,50286,50286,7.5,0.1,"ブナ",29.5,33.9,"微害","",20100818,20150901,50286,50286,0,0,0,0,0,0
20,90,15177,15177,5.5,6,"オオバクロモジ",NA,15.2,"","",NA,20150902,NA,NA,0,0,-1,-1,0,0
20,90,15178,15178,5.5,4.5,"コシアブラ",NA,15.7,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
20,90,15179,50292,5,5,"ホオノキ",NA,23.9,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
20,90,15180,50292,5,5,"ホオノキ",NA,15,"","",NA,20150902,NA,NA,0,0,-1,-1,0,0
20,90,15181,50292,5,5,"ホオノキ",NA,17.4,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
20,90,10361,10361,7.6,6.6,"テツカエデ",15,15,"","",20100818,20150902,10361,10361,0,0,-1,-1,0,0
20,90,10362,10362,7.6,8,"オオバクロモジ",15.3,16.2,"","落枝下敷き",20100818,20150902,10362,10362,0,0,-1,1,0,0
20,90,10363,10363,5,5.2,"ホオノキ",15.3,NA,"","sb Tag回収",20100818,20150902,10363,10363,0,1,-1,-1,0,0
20,90,10364,10364,2.5,3.8,"テツカエデ",28.3,32.1,"","",20100818,20150902,10364,10364,0,0,0,0,0,0
20,90,50287,50287,0.5,5.5,"ブナ",301.7,318.5,"微害、つる込み","Tagなし→15176　つる込み",20100818,20150902,50287,50287,0,0,0,0,0,0
20,90,50288,50288,2,6,"ミズキ",19.1,20.3," ","",20100818,20150902,50288,50288,0,0,0,0,0,0
20,90,50289,50289,4,8.8,"ブナ",23.2,23.4,"","",20100818,20150902,50289,50289,0,0,0,0,0,0
20,90,50290,50289,4,8.8,"ブナ",20.6,23.2,"","",20100818,20150902,50290,50289,0,0,0,0,0,0
20,90,50291,50288,2,6,"ミズキ",16.9,NA,"","sd Tag回収",20100818,20150902,50291,50288,0,1,0,0,0,0
20,90,50292,50292,5,5,"ホオノキ",256.2,266.7,"","",20100818,20150902,50292,50292,0,0,0,0,0,0
20,90,50293,50292,5.2,5.2,"ホオノキ",42.4,46,"","",20100818,20150902,50293,50292,0,0,0,0,0,0
20,90,50294,50292,5.5,5.2,"ホオノキ",42,44,"","",20100818,20150902,50294,50292,0,0,0,0,0,0
20,90,50295,50292,5,5,"ホオノキ",27.3,15.5,"","",20100818,20150902,50295,50292,0,0,0,0,0,0
20,90,50296,50292,5,5,"ホオノキ",17.7,24.4,"","",20100818,20150902,50296,50292,0,0,0,0,0,0
20,90,50297,50292,5,5,"ホオノキ",23.8,NA,"","sb Tag回収",20100818,20150902,50297,50292,0,1,0,0,0,0
20,90,50298,50292,5,5,"ホオノキ",75.2,75.6,"","",20100818,20150902,50298,50292,0,0,0,0,0,0
20,90,50299,50292,5,5,"ホオノキ",15.6,NA,"","sd Tag回収",20100818,20150902,50299,50292,0,1,-1,-1,0,0
20,90,50301,50292,5,5,"ホオノキ",96.5,105.6,"","",20100818,20150902,50301,50292,0,0,0,0,0,0
20,90,50303,50292,6,5.5,"ホオノキ",69.7,74.1,"","",20100818,20150902,50303,50292,0,0,0,0,0,0
20,90,50305,50292,5,5,"ホオノキ",21.2,22.7,"","",20100818,20150902,50305,50292,0,0,0,0,0,0
20,90,50306,50292,5,5,"ホオノキ",21.4,NA,"","sb Tag回収",20100818,20150902,50306,50292,0,1,0,0,0,0
20,90,50307,50292,5,5,"ホオノキ",17,NA,"","sb Tag回収",20100818,20150902,50307,50292,0,1,0,0,0,0
20,90,50308,50308,7,6,"トチノキ",53,59.7,"","",20100818,20150902,50308,50308,0,0,0,0,0,0
20,90,50309,50309,8.6,5.8,"ブナ",20,22.9,"","",20100818,20150902,50309,50309,0,0,0,0,0,0
20,90,50310,50310,8.5,1.5,"ウワミズザクラ",20,NA,"","sd Tag回収",20100818,20150902,50310,50310,0,1,0,0,0,0
20,90,50311,50311,8.5,1.4,"ブナ",34.9,35,"微害","",20100818,20150902,50311,50311,0,0,0,0,0,0
30,0,10365,10365,5.2,5.5,"ヤマモミジ",16.5,18.2,"99026(50224)札なし、新札10365に変更、10ｍ方形区内座標(5.2,5.5)に移動","座標間違い→(9.7，3.6)",20100818,20150903,10365,10365,0,0,0,0,0,0
30,0,50219,50219,6,9.8,"ブナ",18.2,18.8,"微害","",20100818,20150903,50219,50219,0,0,0,0,0,0
30,0,50223,50223,6.5,5.5,"トチノキ",129.8,129.7,"","",20100818,20150903,50223,50223,0,0,0,0,0,0
30,0,50402,50402,8,3.8,"ヤマモミジ",20,20,"","",20100818,20150903,50402,50402,0,0,0,0,0,0
30,10,15187,15187,1,6.7,"コシアブラ",NA,17.2,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,10,50217,50217,1.4,8,"コシアブラ",20.4,20.8,"","",20100818,20150903,50217,50217,0,0,0,0,0,0
30,10,50221,50221,7.2,3.8,"コシアブラ",17.7,20.3,"","",20100818,20150903,50221,50221,0,0,0,0,0,0
30,10,50222,50222,2.2,0.8,"ホオノキ",16.4,16.4,"","",20100818,20150903,50222,50222,0,0,0,0,0,0
30,20,15188,15188,6.6,8.8,"コシアブラ",NA,15.2,"","",NA,20150903,NA,NA,0,0,-1,-1,0,0
30,20,10366,10366,0,8,"リョウブ",15.9,18.8,"","",20100818,20150903,10366,10366,0,0,0,0,0,0
30,20,50237,50237,7,8,"ブナ",260.9,265.7,"大害","",20100818,20150903,50237,50237,0,0,0,0,0,0
30,20,50238,50238,7.5,6,"ブナ",318.6,322.8,"大害","",20100818,20150903,50238,50238,0,0,0,0,0,0
30,20,50239,50239,4.8,4.8,"ブナ",117.5,69.1,"微害","",20100818,20150903,50239,50239,0,0,0,0,0,0
30,30,10367,10367,1,5.5,"コシアブラ",18,23,"","",20100818,20150903,10367,10367,0,0,0,0,0,0
30,30,10368,10368,9.5,6.8,"ムシカリ",17.9,NA,"","sd Tag回収",20100818,20150903,10368,10368,0,1,0,0,0,0
30,30,50230,50230,2.5,2,"ブナ",281.5,297,"中害","",20100818,20150903,50230,50230,0,0,0,0,0,0
30,30,50231,50231,3,2,"ブナ",28.5,30.2,"微害","",20100818,20150903,50231,50231,0,0,0,0,0,0
30,30,50232,50232,4.5,4.5,"ブナ",27.8,30.8,"微害","",20100818,20150903,50232,50232,0,0,0,0,0,0
30,30,50233,50233,4.8,4.8,"ブナ",27.4,28.5,"微害","",20100818,20150903,50233,50233,0,0,0,0,0,0
30,30,50234,50234,4.5,4.5,"ブナ",21.2,24.3,"微害","",20100818,20150903,50234,50234,0,0,0,0,0,0
30,30,50235,50235,1,7.5,"ブナ",20.9,25,"微害","",20100818,20150903,50235,50235,0,0,0,0,0,0
30,40,15189,15189,9.4,0.6,"ムシカリ",NA,15.1,"","",NA,20150903,NA,NA,0,0,-1,-1,0,0
30,40,15190,15190,9.8,0.4,"ムシカリ",NA,19.1,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,40,15191,15191,8.6,1.2,"ムシカリ",NA,15.8,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,40,15192,15192,6,9.4,"ブナ",NA,21.8,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,40,15193,15192,6,9.4,"ブナ",NA,18.3,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,40,15194,15194,4.8,9.4,"ブナ",NA,15,"","",NA,20150903,NA,NA,0,0,-1,-1,0,0
30,40,10369,10369,8.8,2,"テツカエデ",22.5,31.3,"","",20100818,20150903,10369,10369,0,0,0,0,0,0
30,40,10370,50315,4.5,7,"ウワミズザクラ",15.2,15.3,"","倒木下敷き",20100818,20150903,10370,50315,0,0,-1,-1,0,0
30,40,50312,50312,3,0.2,"ブナ",250,NA,"激害","倒木　タグ回収",20100818,20150903,50312,50312,0,1,0,0,0,0
30,40,50313,50313,1.4,8.5,"コシアブラ",29.5,NA,"","missing　おそらく倒木の下敷き",20100818,20150903,50313,50313,0,1,0,0,0,0
30,40,50314,50314,5.8,7.4,"ウワミズザクラ",41.9,43,"","",20100818,20150903,50314,50314,0,0,0,0,0,0
30,40,50315,50314,4.5,7,"ウワミズザクラ",34.7,NA,"","ｓｄ　タグ回収",20100818,20150903,50315,50314,0,1,0,0,0,0
30,40,50316,50314,4.5,6.9,"ウワミズザクラ",23.4,34.1,"","",20100818,20150903,50316,50314,0,0,0,0,0,0
30,40,50317,50317,7.5,9.5,"イタヤカエデ",59.6,63.9,"","",20100818,20150903,50317,50317,0,0,0,0,0,0
30,40,50318,50318,8.5,2.5,"イタヤカエデ",49.8,54.7,"","",20100818,20150903,50318,50318,0,0,0,0,0,0
30,40,50319,50318,8.5,2,"イタヤカエデ",30.5,30.6,"","",20100818,20150903,50319,50318,0,0,0,0,0,0
30,40,50320,50318,7.5,2,"イタヤカエデ",26.2,30,"","",20100818,20150903,50320,50318,0,0,0,0,0,0
30,40,50321,50314,5.8,7,"ウワミズザクラ",24.9,NA,"","missing",20100818,20150903,50321,50314,0,1,0,0,0,0
30,50,15195,15195,2.6,2.7,"ハウチワカエデ",NA,17.3,"","倒木の下から出たところからのＧＢＨ",NA,20150903,NA,NA,0,0,-1,1,0,0
30,50,15196,50325,4.8,2.8,"ハウチワカエデ",NA,15.8,"","",NA,20150903,NA,NA,0,0,-1,1,0,0
30,50,15197,15197,10,5.8,"ムシカリ",NA,15.1,"","",NA,20150903,NA,NA,0,0,-1,-1,0,0
30,50,10371,10371,6,8,"テツカエデ",18.4,20.6,"","",20100819,20150903,10371,10371,0,0,0,0,0,0
30,50,10372,50326,5,2.4,"ハウチワカエデ",22.7,22,"","",20100819,20150903,10372,50326,0,0,0,0,0,0
30,50,50322,50322,2,1.8,"ハウチワカエデ",28,32.7,"","倒木下敷き",20100819,20150903,50322,50322,0,0,0,0,0,0
30,50,50323,50325,4,4,"ハウチワカエデ",42.5,50.8,"","",20100819,20150903,50323,50325,0,0,0,0,0,0
30,50,50324,50324,3,3,"ハウチワカエデ",21.2,21.1,"","",20100819,20150903,50324,50324,0,0,0,0,0,0
30,50,50325,50325,4.8,2.8,"ハウチワカエデ",27,27.9,"","",20100819,20150903,50325,50325,0,0,0,0,0,0
30,50,50326,50326,5,2.4,"ハウチワカエデ",23.9,24.2,"","",20100819,20150903,50326,50326,0,0,0,0,0,0
30,50,50327,50325,5,2.2,"ハウチワカエデ",25.6,25.8,"","",20100819,20150903,50327,50325,0,0,0,0,0,0
30,50,50328,50328,5.8,2,"ハウチワカエデ",71.4,71.4,"","",20100819,20150903,50328,50328,0,0,0,0,0,0
30,50,50329,50329,5.8,1.8,"ハウチワカエデ",45.2,46.3,"","",20100819,20150903,50329,50329,0,0,0,0,0,0
30,50,50330,50330,0.2,5.2,"イタヤカエデ",70,70.9,"樹種→イタヤカエデに変更","",20100819,20150903,50330,50330,0,0,0,0,0,0
30,50,50331,50331,4,6.8,"ブナ",27.2,29.9,"微害","",20100819,20150903,50331,50331,0,0,0,0,0,0
30,50,50332,50325,3,3,"ハウチワカエデ",23.6,23.8,"","倒木下敷き",20100819,20150903,50332,50325,0,0,0,0,0,0
30,50,50333,50333,5.3,7.4,"ブナ",20.3,20.7,"微害","",20100819,20150903,50333,50333,0,0,0,0,0,0
30,50,50334,50334,6,8,"ブナ",210.7,221.8,"大害","",20100819,20150903,50334,50334,0,0,0,0,0,0
30,50,50335,50335,9,9.2,"テツカエデ",63,66.5,"","",20100819,20150903,50335,50335,0,0,0,0,0,0
30,50,50336,50335,9.2,9,"テツカエデ",43.5,44.3,"50335と同株のためIndividual No.を50337→50335に変更","",20100819,20150903,50336,50335,0,0,0,0,0,0
30,50,50337,50335,9.2,9,"テツカエデ",42.4,49.1,"","",20100819,20150903,50337,50335,0,0,0,0,0,0
30,50,50338,50388,6.8,9.2,"テツカエデ",38.2,42,"","",20100819,20150903,50338,50388,0,0,0,0,0,0
30,50,50339,50388,7.2,9,"テツカエデ",41.1,46.4,"","",20100819,20150903,50339,50388,0,0,0,0,0,0
30,50,50340,50388,7.2,9.2,"テツカエデ",35.1,35.9,"","",20100819,20150903,50340,50388,0,0,0,0,0,0
30,60,15185,50353,9.2,4,"テツカエデ",NA,18.8,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
30,60,15186,50344,6,8,"ブナ",NA,17.4,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
30,60,10373,10373,7.6,8,"コシアブラ",15.2,16.9,"","",20100819,20150902,10373,10373,0,0,-1,1,0,0
30,60,10374,10374,7.6,8,"テツカエデ",18.5,21.1,"","",20100819,20150902,10374,10374,0,0,0,0,0,0
30,60,10375,10375,3.1,3.2,"ヤマグワ",18.2,19.2,"","倒木下敷き",20100819,20150902,10375,10375,0,0,0,0,0,0
30,60,50341,50341,6.2,10,"イタヤカエデ",62.2,66.9,"タグから1.3m","",20100819,20150902,50341,50341,0,0,0,0,0,0
30,60,50342,50342,7.6,8,"コシアブラ",31.4,NA,"","sd Tag回収",20100819,20150902,50342,50342,0,1,0,0,0,0
30,60,50343,50343,9.9,8.8,"テツカエデ",24.3,24.3,"(9.9,8.8)に座標変更","",20100819,20150902,50343,50343,0,0,0,0,0,0
30,60,50344,50344,8.8,7.2,"ブナ",39,41.5,"微害","",20100819,20150902,50344,50344,0,0,0,0,0,0
30,60,50345,50345,9,7.4,"ブナ",18,19.7,"微害","",20100819,20150902,50345,50345,0,0,0,0,0,0
30,60,50346,50346,10,5,"テツカエデ",48,54.7,"","",20100819,20150902,50346,50346,0,0,0,0,0,0
30,60,50347,50346,9.8,4.8,"テツカエデ",32.8,32.8,"","",20100819,20150902,50347,50346,0,0,0,0,0,0
30,60,50348,50348,7.5,3.8,"テツカエデ",29.2,29.4,"","",20100819,20150902,50348,50348,0,0,0,0,0,0
30,60,50349,50348,7.6,3.8,"テツカエデ",34.8,40.9,"","",20100819,20150902,50349,50348,0,0,0,0,0,0
30,60,50351,50351,9,3.8,"テツカエデ",40.2,40,"","",20100819,20150902,50351,50351,0,0,0,0,0,0
30,60,50352,50353,9.2,4,"テツカエデ",20.5,NA,"","sd Tag回収",20100819,20150902,50352,50353,0,1,0,0,0,0
30,60,50353,50353,9.2,4,"テツカエデ",19.2,NA,"","sd Tag回収",20100819,20150902,50353,50353,0,1,0,0,0,0
30,60,50354,50354,8.2,4,"サワグルミ",17.1,18.6,"(8.2,4.0)に座標変更","",20100819,20150902,50354,50354,0,0,0,0,0,0
30,70,15183,50355,3,1.8,"ブナ",NA,21.3,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
30,70,15184,15184,6.5,3,"ブナ",NA,16.8,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
30,70,10376,10376,0,2.8,"ムシカリ",18,19.4,"","",20100819,20150902,10376,10376,0,0,0,0,0,0
30,70,10377,10377,8.2,0.4,"ブナ",25.3,26.4,"微害","",20100819,20150902,10377,10377,0,0,0,0,0,0
30,70,10378,10378,9.5,3.5,"テツカエデ",25.7,26.7,"","",20100819,20150902,10378,10378,0,0,0,0,0,0
30,70,50355,50355,3,1.8,"ブナ",37.5,26.8,"微害","",20100819,20150902,50355,50355,0,0,0,0,0,0
30,70,50356,50356,3.8,2.5,"イタヤカエデ",33.9,34.9,"","",20100819,20150902,50356,50356,0,0,0,0,0,0
30,70,50357,50357,2.5,4.5,"ブナ",23.3,26.1,"微害","",20100819,20150902,50357,50357,0,0,0,0,0,0
