#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,大久保達弘,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kaname Gawa (KK-DB1).,,,,,,,,,,,
#,SITE NAME,サイト名,金目川（小国町金目川在所平ブナ林）,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,
#,PLOT CODE,調査区コード,KK-DB1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,,,,,,,,,,,,,,
#/log,20070501,Data of 2006 was arranged.,,,,,,,,,,,,
#,20171030,データ確認（日野貴文）,,,,,,,,,,,,
#,,セルが空白でnote15に倒木、立ち枯れとうの枯死が予測される記述がある個体→「d」を入力,,,,,,,,,,,,
#,,新規個体の前年までのセルが空白→「na」を入力,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh10","gbh15","note10","note15","s_date10","s_date15","tag_no10","indv_no10","dl10","dl15","rec10","rec15","error10","error15"
30,70,50358,50358,1.2,5.5,"テツカエデ",33.7,34.5,"","",20100819,20150902,50358,50358,0,0,0,0,0,0
30,70,50359,50358,0.8,5.6,"テツカエデ",39.5,NA,"","sd Tag回収",20100819,20150902,50359,50358,0,1,0,0,0,0
30,70,50360,50358,0.8,5.6,"テツカエデ",22.3,22.3,"","",20100819,20150902,50360,50358,0,0,0,0,0,0
30,70,50361,50361,0.5,8,"イタヤカエデ",88.6,NA,"","sd Tag回収",20100819,20150902,50361,50361,0,1,0,0,0,0
30,70,50362,50358,0.8,5.6,"テツカエデ",17.6,17.5,"","",20100819,20150902,50362,50358,0,0,0,0,0,0
30,70,50363,50363,4,7,"ホオノキ",326.3,333,"","Tag落ち→15182",20100819,20150902,50363,50363,0,0,0,0,0,0
30,70,50364,50363,5.2,5.8,"ホオノキ",28,28.1,"","",20100819,20150902,50364,50363,0,0,0,0,0,0
30,70,50365,50363,4,7.2,"ホオノキ",30.2,21.5,"","",20100819,20150902,50365,50363,0,0,0,0,0,0
30,70,50366,50363,3.5,7.2,"ホオノキ",52.7,46.4,"","",20100819,20150902,50366,50363,0,0,0,0,0,0
30,70,50367,50363,2.8,6,"ホオノキ",26.1,23.6,"タグから1.3ｍ","",20100819,20150902,50367,50363,0,0,0,0,0,0
30,70,50368,50363,3,6,"ホオノキ",27.8,NA,"","sd Tag回収",20100819,20150902,50368,50363,0,1,0,0,0,0
30,70,50369,50369,5.1,5.1,"イタヤカエデ",19.7,20.7,"","",20100819,20150902,50369,50369,0,0,0,0,0,0
30,70,50370,50370,7.2,6,"イタヤカエデ",38.2,43,"","",20100819,20150902,50370,50370,0,0,0,0,0,0
30,70,50371,50371,7,6,"イタヤカエデ",22.8,26,"","",20100819,20150902,50371,50371,0,0,0,0,0,0
30,70,50372,50372,9.8,7.5,"テツカエデ",25.3,25.4,"","",20100819,20150902,50372,50372,0,0,0,0,0,0
30,70,50373,50373,8.5,6.7,"ブナ",21,23.5,"微害","",20100819,20150902,50373,50373,0,0,0,0,0,0
30,70,50374,50374,8.2,3.9,"ブナ",17.3,21.1,"微害","",20100819,20150902,50374,50374,0,0,0,0,0,0
30,70,50375,50375,6.5,3.5,"ブナ",193.8,204.3,"微害","",20100819,20150902,50375,50375,0,0,0,0,0,0
30,70,50376,50376,4,8.2,"テツカエデ",19.2,20.2,"(4.0,8.2)に座標変更","",20100819,20150902,50376,50376,0,0,0,0,0,0
30,80,10379,10379,1.3,2.8,"ブナ",19.3,21,"微害","",20100819,20150902,10379,10379,0,0,0,0,0,0
30,80,10380,10380,1.3,2.8,"ブナ",16.2,17.5,"微害","",20100819,20150902,10380,10380,0,0,0,0,0,0
30,80,10381,10381,4.8,5.8,"テツカエデ",15.6,17.7,"","",20100819,20150902,10381,10381,0,0,-1,1,0,0
30,80,10382,10382,4.8,6.3,"テツカエデ",16.7,16.7,"","",20100819,20150902,10382,10382,0,0,0,0,0,0
30,80,10383,10383,6.7,7.7,"ツノハシバミ",16,NA,"","lost",20100819,20150902,10383,10383,0,1,0,0,0,0
30,80,50377,50377,2.6,0.5,"ブナ",24.1,32.1,"微害","",20100819,20150902,50377,50377,0,0,0,0,0,0
30,80,50378,50378,3.9,1.2,"ブナ",21,23.1,"害なし","",20100819,20150902,50378,50378,0,0,0,0,0,0
30,80,50379,50379,4,5.8,"イタヤカエデ",180.2,191.6,"","",20100819,20150902,50379,50379,0,0,0,0,0,0
30,80,50380,50380,4.5,1.2,"イタヤカエデ",97.8,107,"","",20100819,20150902,50380,50380,0,0,0,0,0,0
30,80,50382,50382,1.3,8.9,"ハウチワカエデ",20.2,23.8,"","",20100819,20150902,50382,50382,0,0,0,0,0,0
30,80,50383,50383,0.1,8,"ブナ",22,22.1,"タグから2.3m、害なし","",20100819,20150902,50383,50383,0,0,0,0,0,0
30,80,50384,50384,0.5,6.1,"ヤマグワ",19.3,19.6,"タグから1.8m","",20100819,20150902,50384,50384,0,0,0,0,0,0
30,80,50385,50385,10,5,"ホオノキ",27.8,30,"","倒れ",20100819,20150902,50385,50385,0,0,0,0,0,0
30,80,50386,50386,7.5,6.1,"ブナ",14.7,15.6,"害なし、(7.5,6.1)に座標変更","",20100819,20150902,50386,50386,0,0,-1,-1,0,0
30,90,10384,10384,7.3,10,"テツカエデ",16.1,18.4,"","",20100819,20150902,10384,10384,0,0,0,0,0,0
30,90,50387,50387,0.2,1,"テツカエデ",30.7,32.5,"","",20100819,20150902,50387,50387,0,0,0,0,0,0
30,90,50388,50388,0.6,1.9,"テツカエデ",47.1,NA,"","sd Tag回収",20100819,20150902,50388,50388,0,1,0,0,0,0
30,90,50390,50390,2,0.4,"テツカエデ",25.1,24.5,"タグから0.5m","",20100819,20150902,50390,50390,0,0,0,0,0,0
40,0,50401,50401,1,0,"コシアブラ",18,22.9,"被圧","枯そう",20100818,20150901,50401,50401,0,0,0,0,0,0
40,10,50403,50403,2.8,1,"ブナ",239.2,241.7,"中害","",20100818,20150901,50403,50403,0,0,0,0,0,0
40,10,50404,50404,5.4,0.4,"ブナ",238,240.4,"中害","",20100818,20150901,50404,50404,0,0,0,0,0,0
40,10,50405,50404,5,0.4,"ブナ",35.1,36.3,"中害","",20100818,20150901,50405,50404,0,0,0,0,0,0
40,20,50420,50420,2,6,"ブナ",209.7,219.1,"中害","",20100818,20150901,50420,50420,0,0,0,0,0,0
40,20,50421,50421,4.2,9.5,"トチノキ",24.1,26.5,"","",20100818,20150901,50421,50421,0,0,0,0,0,0
40,20,50422,50422,8,0.5,"ブナ",242.5,251.7,"微害","ツル巻いている",20100818,20150901,50422,50422,0,0,0,0,0,0
40,30,15202,15202,0,8.2,"ムシカリ",NA,15.5,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
40,30,10422,10422,8.2,3.5,"ヤブデマリ",19.3,21.2,"","",20100818,20150901,10422,10422,0,0,0,0,0,0
40,30,50423,50423,1.4,8,"テツカエデ",20.8,25,"","",20100818,20150901,50423,50423,0,0,0,0,0,0
40,30,50424,50424,4.3,8,"ホオノキ",34.5,35.8,"","タグ⇒15201",20100818,20150901,50424,50424,0,0,0,0,0,0
40,40,50432,50432,3.4,8.2,"テツカエデ",NA,36.8,"","",NA,20150901,NA,NA,0,0,0,0,1,0
40,40,15203,15203,8.2,8.4,"ミズキ",NA,16.4,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,40,15204,15204,4,6.6,"テツカエデ",NA,20,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,40,15205,15205,9.5,7.2,"ヤマグワ",NA,17.4,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,40,15206,15206,0.8,7,"テツカエデ",NA,28.8,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,40,15207,15207,9.5,9.4,"ヤマグワ",NA,17.8,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,40,50426,50426,-0.2,2,"テツカエデ",58.2,61.2,"","",20100818,20150901,50426,50426,0,0,0,0,0,0
40,40,50427,50427,0,4.5,"ムシカリ",16.1,16.9,"","ふたまた",20100818,20150901,50427,50427,0,0,0,0,0,0
40,40,50428,50428,1,8,"ムシカリ",21.3,22.2,"","",20100818,20150901,50428,50428,0,0,0,0,0,0
40,40,50429,50428,1,8,"ムシカリ",16.2,18.6,"","",20100818,20150901,50429,50428,0,0,0,0,0,0
40,40,50430,50428,1,8,"ムシカリ",17.4,NA,"","sd",20100818,20150901,50430,50428,0,1,0,0,0,0
40,40,50431,50428,1,8,"ムシカリ",19.6,20,"","",20100818,20150901,50431,50428,0,0,0,0,0,0
40,40,50434,50434,9.2,8.2,"テツカエデ",29.6,32.5,"","",20100818,20150901,50434,50434,0,0,0,0,0,0
40,40,50435,50435,4,4,"テツカエデ",33.7,35.1,"座標間違い(40,40)-(4.0,4.0)に変更","",20100818,20150901,50435,50435,0,0,0,0,0,0
40,40,50436,50436,0.8,8,"ヤマグワ",36.2,37.8,"","",20100818,20150901,50436,50436,0,0,0,0,0,0
40,40,50437,50437,0.8,8,"ヤマグワ",26.5,NA,"","lost",20100818,20150901,50437,50437,0,1,0,0,0,0
40,40,50438,50438,8.3,8.5,"ヤマグワ",38.7,40.9,"","割れ",20100818,20150901,50438,50438,0,0,0,0,0,0
40,40,50439,50439,8.1,8.2,"ヤマグワ",29.6,29.8,"","",20100818,20150901,50439,50439,0,0,0,0,0,0
40,40,50440,50440,5.8,5,"テツカエデ",32.5,32.2,"","",20100818,20150901,50440,50440,0,0,0,0,0,0
40,40,50441,50441,8,3.7,"テツカエデ",20.3,NA,"","sd タグ回収",20100818,20150901,50441,50441,0,1,0,0,0,0
40,40,50442,50442,6,2.5,"テツカエデ",17.8,18.6,"","",20100818,20150901,50442,50442,0,0,0,0,0,0
40,50,10425,50447,4.9,4.8,"テツカエデ",16.5,NA,"","lost",20100818,20150901,10425,50447,0,1,0,0,0,0
40,50,10426,10426,0.8,1,"ツノハシバミ",18.9,19.2,"","",20100818,20150901,10426,10426,0,0,0,0,0,0
40,50,10427,10426,0.8,1,"ツノハシバミ",18.4,19.4,"","",20100818,20150901,10427,10426,0,0,0,0,0,0
40,50,10428,10426,0.8,1,"ツノハシバミ",18.6,17.6,"","",20100818,20150901,10428,10426,0,0,0,0,0,0
40,50,10429,10426,0.8,1,"ツノハシバミ",17.5,21.4,"","ツノハシバミからブナに変更",20100818,20150901,10429,10426,0,0,0,0,0,0
40,50,50443,50443,0.4,3.2,"テツカエデ",58.4,61.2,"","",20100818,20150901,50443,50443,0,0,0,0,0,0
40,50,50444,50444,2.9,3.8,"テツカエデ",39.6,39.7,"","",20100818,20150901,50444,50444,0,0,0,0,0,0
40,50,50445,50444,2.9,3.8,"テツカエデ",26.5,30.8,"","",20100818,20150901,50445,50444,0,0,0,0,0,0
40,50,50447,50447,4.9,4.8,"テツカエデ",31.6,32.7,"","",20100818,20150901,50447,50447,0,0,0,0,0,0
40,60,15208,15208,9.2,10,"ホオノキ",NA,19.6,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,60,10430,10430,6,9.2,"テツカエデ",23,24.5,"","",20100818,20150901,10430,10430,0,0,0,0,0,0
40,60,10431,10431,8,8,"ヤマグワ",16.7,18.4,"","枝分かれ",20100818,20150901,10431,10431,0,0,0,0,0,0
40,70,15209,15201,3.8,6,"ヤマブドウ",NA,15.3,"","",NA,20150901,NA,NA,0,0,-1,-1,0,0
40,70,10432,10432,1,1,"オオバクロモジ",15,16.1,"","",20100818,20150901,10432,10432,0,0,-1,1,0,0
40,70,50450,50450,0.3,3.1,"サワグルミ",41.8,56.5,"POM1.3で測定","",20100818,20150901,50450,50450,0,0,0,0,0,0
40,70,50451,50451,0.1,3.8,"サワグルミ",27.8,27.7,"","",20100818,20150901,50451,50451,0,0,0,0,0,0
40,70,50452,50452,1.6,5,"サワグルミ",17.5,NA,"","lost",20100818,20150901,50452,50452,0,1,0,0,0,0
40,80,10433,10433,7,8.1,"テツカエデ",17.5,19.8,"","",20100818,20150901,10433,10433,0,0,0,0,0,0
40,80,50454,50454,2.5,5.7,"テツカエデ",21.2,21.9,"","",20100818,20150901,50454,50454,0,0,0,0,0,0
40,80,50455,50455,2.8,6.2,"テツカエデ",15.6,NA,"地上はっているためPOM3.0","sd　タグ回収",20100818,20150901,50455,50455,0,1,-1,-1,0,0
40,80,50456,50456,1.2,8.6,"ミズキ",21.8,22.5,"","",20100818,20150901,50456,50456,0,0,0,0,0,0
40,80,50460,50460,8.6,0.4,"サワグルミ",40,39.4,"","50210タグ交換",20100818,20150901,50460,50460,0,0,0,0,0,0
40,90,15212,15212,5.6,10,"トチノキ",NA,43.7,"","",NA,20150901,NA,NA,0,0,0,0,1,0
40,90,50464,15213,3.6,3,"サワグルミ",NA,19.1,"","萌芽",NA,20150901,NA,NA,0,0,-1,1,0,0
40,90,15214,15214,8.713,3,"サワグルミ",NA,16,"","",NA,20150901,NA,NA,0,0,-1,1,0,0
40,90,10434,50462,3.8,4.4,"トチノキ",42.9,45.2,"","コブの為POM↓４５．２",20100818,20150901,10434,50462,0,0,0,0,0,0
40,90,10435,10435,9.4,4.6,"テツカエデ",24.4,NA,"タグ10435つけた.","lost",20100818,20150901,10435,10435,0,1,0,0,0,0
40,90,50457,50642,1.8,1,"トチノキ",47,NA,"50462の萌芽","sd",20100818,20150901,50457,50642,0,1,0,0,0,0
40,90,50458,50642,1.8,1,"トチノキ",33.8,NA,"50462の萌芽","sd",20100818,20150901,50458,50642,0,1,0,0,0,0
40,90,50462,50642,1.8,1,"トチノキ",60.7,61.8,"","割れてるPOM↓",20100818,20150901,50462,50642,0,0,0,0,0,0
40,90,50463,50464,3.6,3,"サワグルミ",24.8,28.1,"","",20100818,20150901,50463,50464,0,0,0,0,0,0
40,90,50464,50464,3.6,3,"サワグルミ",468.5,468.5,"","",20100818,20150901,50464,50464,0,0,0,0,0,0
40,90,50465,50464,3.8,4.4,"サワグルミ",24.7,25.1,"","",20100818,20150901,50465,50464,0,0,0,0,0,0
40,90,50467,50467,8.2,3.8,"サワグルミ",20.3,21.5,"","50211のタグに交換",20100818,20150901,50467,50467,0,0,0,0,0,0
50,0,10421,10421,9.7,0.3,"ウワミズザクラ",20.3,22.4,"","",20100818,20150902,10421,10421,0,0,0,0,0,0
50,0,50417,50417,8.2,8.8,"コシアブラ",32.3,NA,"","lost",20100818,20150902,50417,50417,0,1,0,0,0,0
50,0,50418,50418,7.9,2,"コシアブラ",21.5,NA,"","lost",20100818,20150902,50418,50418,0,1,0,0,0,0
50,10,15221,15221,2,8.9,"トチノキ",NA,16.6,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,10,15222,15222,4.6,4,"コシアブラ",NA,21.7,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,10,15223,15223,0.7,2.5,"コシアブラ",NA,17.2,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,10,10423,10423,8.8,9.6,"テツカエデ",15.7,19,"","",20100818,20150902,10423,10423,0,0,0,0,0,0
50,10,10424,10424,3,3,"コハウチワカエデ",17,21.7,"タグ10424つけた","",20100818,20150902,10424,10424,0,0,0,0,0,0
50,10,50406,50406,0.4,8,"コシアブラ",22.8,24,"","",20100818,20150902,50406,50406,0,0,0,0,0,0
50,10,50407,50407,3.8,8,"コハウチワカエデ",24.1,25.6,"","",20100818,20150902,50407,50407,0,0,0,0,0,0
50,10,50408,50408,5,8.6,"コハウチワカエデ",28.4,30,"","",20100818,20150902,50408,50408,0,0,0,0,0,0
50,10,50409,50409,5,8.5,"コハウチワカエデ",18.9,24.3,"","",20100818,20150902,50409,50409,0,0,0,0,0,0
50,10,50410,50410,4.6,4,"コシアブラ",40.4,46.4,"","",20100818,20150902,50410,50410,0,0,0,0,0,0
50,10,50411,50411,3,3.6,"ブナ",22.8,23.2,"無害","",20100818,20150902,50411,50411,0,0,0,0,0,0
50,10,50413,50413,3,3,"コハウチワカエデ",30.1,30.2,"","",20100818,20150902,50413,50413,0,0,0,0,0,0
50,10,50414,50414,3,3,"コハウチワカエデ",22.8,23.7,"","",20100818,20150902,50414,50414,0,0,0,0,0,0
50,10,50415,50415,7,4,"イタヤカエデ",23.6,28.9,"","",20100818,20150902,50415,50415,0,0,0,0,0,0
50,10,50418,50418,5,0.5,"コシアブラ",22.8,NA,"","sd",20100818,20150902,50418,50418,0,1,0,0,0,0
50,20,50472,15224,9.1,4.6,"ミズキ",NA,15.6,"","",NA,20150902,NA,NA,0,0,-1,-1,0,0
50,20,50472,15225,9.1,4.6,"ミズキ",NA,17.6,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,20,10444,10444,5.2,4.5,"ミズキ",NA,26.9,"タグ10444つけた","",20100818,20150902,10444,10444,0,0,-1,1,0,0
50,20,10445,10444,5.6,5,"ミズキ",15,16.3,"","",20100818,20150902,10445,10444,0,0,-1,1,0,0
50,20,10446,10446,1,6,"サワグルミ",20.3,20.5,"","整備で伐採",20100818,20150902,10446,10446,0,0,0,0,0,0
50,20,50468,50468,4.5,0.6,"ブナ",28.5,31,"無害","",20100818,20150902,50468,50468,0,0,0,0,0,0
50,20,50469,50469,4,0.7,"ブナ",23,20.5,"無害","倒伏のためPOM↑",20100818,20150902,50469,50469,0,0,0,0,0,0
50,20,50471,50471,5.6,5,"ミズキ",22.4,25.6,"","",20100818,20150902,50471,50471,0,0,0,0,0,0
50,20,50472,50472,9.1,4.6,"ミズキ",20.6,21.5,"","",20100818,20150902,50472,50472,0,0,0,0,0,0
50,30,15226,15226,2.4,0.8,"テツカエデ",NA,19.8,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,30,50484,15227,9.6,3,"ミズキ",NA,16.5,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,30,15232,15232,0,9.2,"ミズキ",NA,15.7,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,30,10447,10447,1.5,1.5,"テツカエデ",15.1,20.9,"","",20100818,20150902,10447,10447,0,0,-1,1,0,0
50,30,10448,10448,7.2,0.4,"アカイタヤ",24,27.2,"","",20100818,20150902,10448,10448,0,0,0,0,0,0
50,30,10449,10449,7.5,9,"ミズキ",17.7,18.4,"","",20100818,20150902,10449,10449,0,0,0,0,0,0
50,30,10450,50476,6.8,8.2,"アカイタヤ",22.6,25.1,"","",20100818,20150902,10450,50476,0,0,0,0,0,0
50,30,10451,50476,6.8,8.4,"アカイタヤ",22.5,25.1,"10451タグつけた","",20100818,20150902,10451,50476,0,0,0,0,0,0
50,30,10452,50480,8,7,"ミズキ",17.1,18.3,"","",20100818,20150902,10452,50480,0,0,0,0,0,0
50,30,50473,50473,3.2,6.2,"ホオノキ",49.5,55,"","",20100818,20150902,50473,50473,0,0,0,0,0,0
50,30,50474,50474,1,9.2,"ミズキ",16.1,17.5,"","",20100818,20150902,50474,50474,0,0,0,0,0,0
50,30,50475,50475,7.2,8.1,"アカイタヤ",26.4,26.9,"","",20100818,20150902,50475,50475,0,0,0,0,0,0
50,30,50476,50476,6.8,8.2,"アカイタヤ",41.3,57,"","タグ150229つけた",20100818,20150902,50476,50476,0,0,0,0,0,0
50,30,50478,50478,3.6,6.6,"ホオノキ",44.3,56.9,"","",20100818,20150902,50478,50478,0,0,0,0,0,0
50,30,50479,50479,9,9.4,"イタヤカエデ",39.7,49.5,"","",20100818,20150902,50479,50479,0,0,0,0,0,0
50,30,50480,50480,8,7,"ミズキ",19.3,19.3,"","150230タグ付けた",20100818,20150902,50480,50480,0,0,0,0,0,0
50,30,50481,50481,9,6,"テツカエデ",31.8,NA,"","lost",20100818,20150902,50481,50481,0,1,0,0,0,0
50,30,50482,50482,8,4,"ホオノキ",15.2,23.7,"","倒伏のためPOM↑150231タグ付け",20100818,20150902,50482,50482,0,0,-1,1,0,0
50,30,50483,50483,8.5,4.8,"ホオノキ",15,34.5,"","150228タグ付け",20100818,20150902,50483,50483,0,0,-1,1,0,0
50,30,50484,50484,9.6,3,"ミズキ",25.1,27.4,"","",20100818,20150902,50484,50484,0,0,0,0,0,0
50,30,50485,50485,6.2,0.4,"アカイタヤ",32.2,38.3,"","",20100818,20150902,50485,50485,0,0,0,0,0,0
50,40,15229,15229,7.1,4.7,"テツカエデ",NA,18,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,40,50488,50488,0,8,"ヤマグワ",21.1,NA,"","sd",20100818,20150902,50488,50488,0,1,0,0,0,0
50,40,50489,50489,4,7.8,"テツカエデ",29.2,NA,"","lost",20100819,20150902,50489,50489,0,1,0,0,0,0
50,40,50490,50490,4.7,9,"テツカエデ",32.7,33.2,"","",20100819,20150902,50490,50490,0,0,0,0,0,0
50,40,50493,50492,6.9,10,"ミズキ",18.5,24.9,"","",20100819,20150902,50493,50492,0,0,0,0,0,0
50,40,50495,50494,9.8,10,"テツカエデ",32.7,57,"","",20100819,20150902,50495,50494,0,0,0,0,0,0
50,40,50496,50496,7.1,6.7,"コハウチワカエデ",25,27.3,"樹種変更→コハウチワカエデ","",20100819,20150902,50496,50496,0,0,0,0,0,0
50,40,50497,50497,9.3,4.5,"コハウチワカエデ",44.2,46.8,"樹種変更→コハウチワカエデ","",20100819,20150902,50497,50497,0,0,0,0,0,0
50,40,50498,50498,8.5,3,"テツカエデ",31.7,32.8,"","",20100819,20150902,50498,50498,0,0,0,0,0,0
50,50,10453,10453,5.2,3.5,"テツカエデ",16.6,14,"","計測不能のためPOM↑",20100819,20150902,10453,10453,0,0,0,0,0,0
50,50,50491,50491,4.6,0,"テツカエデ",18.3,NA,"","sd",20100819,20150902,50491,50491,0,1,0,0,0,0
50,50,50500,50500,6.6,5.9,"サワグルミ",101.6,130.8,"","150234に変更",20100819,20150902,50500,50500,0,0,0,0,0,0
50,50,50501,50501,6,4.1,"サワグルミ",7.4,NA,"1.3mの位置で測定不可能なため","sd",20100819,20150902,50501,50501,0,1,-1,-1,0,0
50,50,50502,50501,5.9,4.1,"サワグルミ",20.4,14.5,"","",20100819,20150902,50502,50501,0,0,0,0,0,0
50,50,50503,50503,8.8,3,"テツカエデ",38.4,41.3,"","",20100819,20150902,50503,50503,0,0,0,0,0,0
50,50,50506,50506,9,1.1,"ツリバナ",15,NA,"","lost",20100819,20150902,50506,50506,0,1,-1,-1,0,0
50,50,50507,50507,8.4,0.5,"テツカエデ",29.5,29.9,"","",20100819,20150902,50507,50507,0,0,0,0,0,0
50,60,10443,50514,7.6,3.1,"テツカエデ",15.4,18,"","",20100818,20150902,10443,50514,0,0,-1,1,0,0
50,60,50508,50508,0.3,1.3,"テツカエデ",21.1,NA,"","lost",20100818,20150902,50508,50508,0,1,0,0,0,0
50,60,50509,50508,0.3,1.3,"テツカエデ",18.2,NA,"","lost",20100818,20150902,50509,50508,0,1,0,0,0,0
50,60,50510,50510,1,4.2,"トチノキ",55.8,NA,"","lost",20100818,20150902,50510,50510,0,1,0,0,0,0
50,60,50511,50510,1,4.4,"トチノキ",41.2,43.1,"","",20100818,20150902,50511,50510,0,0,0,0,0,0
50,60,50512,50512,2,8.2,"テツカエデ",24,NA,"テツカエデへ変更","sd",20100818,20150902,50512,50512,0,1,0,0,0,0
50,60,50513,50513,7.1,5,"トチノキ",45.3,53.4,"","",20100818,20150902,50513,50513,0,0,0,0,0,0
50,60,50514,50514,7.6,3.1,"テツカエデ",17.5,NA,"","sd",20100818,20150902,50514,50514,0,1,0,0,0,0
50,60,50515,50514,7.6,3.1,"テツカエデ",18.9,NA,"","lost",20100818,20150902,50515,50514,0,1,0,0,0,0
50,60,50516,50516,7.5,1.2,"ブナ",29.4,31.9,"無害","",20100818,20150902,50516,50516,0,0,0,0,0,0
50,60,50517,50516,7.5,1.3,"ブナ",21,NA,"無害","lost",20100818,20150902,50517,50516,0,1,0,0,0,0
50,70,10437,10437,3.5,8.8,"サワグルミ",19.3,29,"","",20100818,20150902,10437,10437,0,0,0,0,0,0
50,70,10438,10438,4,7.7,"クサギ",16.8,NA,"","sb",20100818,20150902,10438,10438,0,1,0,0,0,0
50,70,10439,10439,5,9.5,"トチノキ",15.5,16.9,"","",20100818,20150902,10439,10439,0,0,-1,1,0,0
50,70,10440,10437,3.5,8.8,"サワグルミ",15.9,15.9,"","",20100818,20150902,10440,10437,0,0,0,0,0,0
50,70,10441,10441,4,5,"クサギ",15.5,NA,"","lost",20100818,20150902,10441,10441,0,1,-1,-1,0,0
50,70,10442,10442,4.5,1,"サワフタギ",15,18.3,"","生きてた。。。。",20100818,20150902,10442,10442,0,0,-1,1,0,0
50,70,50518,50518,2.5,2.6,"ヤマグワ",27.5,NA,"","lost",20100818,20150902,50518,50518,0,1,0,0,0,0
50,70,50519,50519,7,2.4,"ヤマグワ",17.2,NA,"","sb",20100818,20150902,50519,50519,0,1,0,0,0,0
50,70,50520,50520,10,2.4,"トチノキ",59.9,75.1,"","",20100818,20150902,50520,50520,0,0,0,0,0,0
50,70,50521,50521,9.1,1.2,"ブナ",29,30.9,"無害","",20100818,20150902,50521,50521,0,0,0,0,0,0
50,70,50522,50522,8,8,"ミズキ",16.2,17.3,"","15220へ変更",20100818,20150902,50522,50522,0,0,0,0,0,0
50,80,15217,15217,8.8,6.4,"クサギ",NA,20,"","",NA,20150902,NA,NA,0,0,-1,1,0,0
50,80,15218,15218,4,8.9,"サワグルミ",NA,23,"","531の萌芽",NA,20150902,NA,NA,0,0,-1,1,0,0
50,80,50523,50523,0.1,0.2,"サワグルミ",33.2,52,"サワグルミへ樹種変更","15219へ変更",20100818,20150902,50523,50523,0,0,0,0,0,0
50,80,50524,50524,1,1,"サワグルミ",60.2,63.5,"根元から1.3mの位置で測定","割れ",20100818,20150902,50524,50524,0,0,0,0,0,0
50,80,50525,50524,1,1,"サワグルミ",34.7,44.4,"","枝の為POM↑",20100818,20150902,50525,50524,0,0,0,0,0,0
50,80,50526,50526,1,9,"サワグルミ",18,24,"","",20100818,20150902,50526,50526,0,0,0,0,0,0
50,80,50527,50527,1.1,9.6,"サワグルミ",34.5,37.4,"","",20100818,20150902,50527,50527,0,0,0,0,0,0
50,80,50529,50528,3.1,9.4,"サワグルミ",19.4,NA,"","ｓｄ",20100818,20150902,50528,50528,0,1,0,0,0,0
50,80,50530,50528,3.1,9.4,"サワグルミ",23.3,26,"","",20100818,20150902,50529,50528,0,0,0,0,0,0
50,80,50531,50531,4,8.9,"サワグルミ",37,31.9,"倒木の為POM↑","",20100818,20150902,50531,50531,0,0,0,0,0,0
50,80,50532,50532,5.8,9,"テツカエデ",28.7,31.2,"","",20100818,20150902,50532,50532,0,0,0,0,0,0
50,80,50533,50533,6.2,9,"トチノキ",45.1,47,"","",20100818,20150902,50533,50533,0,0,0,0,0,0
50,80,50537,50535,9.9,3.9,"テツカエデ",20.5,NA,"","ｌost",20100818,20150902,50537,50535,0,1,0,0,0,0
50,90,15215,15215,6.4,6,"テツカエデ",NA,19,"","50539と同じ萌芽",NA,20150902,NA,NA,0,0,-1,1,0,0
