#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,山田俊弘,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Miyajima (MY-EB1).,,,,,,,,,,
#,SITE NAME,サイト名,宮島,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,
#,PLOT CODE,調査区コード,MY-EB1,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,
#,,note,備考,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,
#/note,20100409,データ成形（鈴木智之）,,,,,,,,,,,
#,,"tag_no=1588,1722,1777,2193","spc_japanが""枯れ""","spc_japan,gbh09をndに修正",,,,,,,,,
#,,tag_no=1633,"spc_japanが""しき「""->シキミ(20100430)",,,,,,,,,,
#,,"tag_no=1086,1087,1088,1089,1090,1163,1164,1165",spc_japanがワタゲワタゲカマツカ→ワタゲカマツカ,,,,,,,,,,
#,,tag_no=347,spc_japan=?,ndに修正、備考に種不明,,,,,,,,,
#,,"tag_no=2095,2171,2269,2270,2274,2275",spc_japan=落葉樹?,ndに修正、備考に落葉樹?,,,,,,,,,
#,,tag_no=1827,種名記入もれ？->入力(20100430),,,,,,,,,,
#,,tag_no=138,stem_ycord記入もれ->入力(20100430),,,,,,,,,,
#,,"tag_no=709,2378,2379,2392",xy_cord記入もれ->入力(20100430),,,,,,,,,,
#,,同株異種,,,,,,,,,,,
#,,,"[1] ""768,ミミズバイ"" ""768,サカキ -> 同定間違い？サカキをミミズバイに",,,,,,,,,,
#,,,"[1] ""1261,ネジキ""     ""1261,ミミズバイ""->1252は1251と同株",,,,,,,,,,
#,,,"[1] ""1632,シキミ"" ""1632,nd""->1632はシキミ    ",,,,,,,,,,
#,,,"[1] ""1952,ネジキ""   ""1952,ヒサカキ""->1948-1950のネジキは1951のネジキと同株",,,,,,,,,,
#,,,"[1] ""2061,ネジキ"" ""2061,シキ->2379はネジキ",,,,,,,,,,
#,20100430,"tag_no=2374,2375,2376,2377 (アラカシ）",tag2378 (シリブカガシ）と同株になっている→おそらく2376の間違い,,,,,,,,,,
#,20171210,公開データのためのデータチェック(日野),,,,,,,,,,,
#,,サイトから提出されたdbh14データをgbhに換算,,,,,,,,,,,
#,,2014年にタグ交換されたと思われる個体は旧タグ番号をtag_no2009に入力,,,,,,,,,,,
#,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh09","gbh14","note09","note14","s_date09","s_date14","tag_no2009","dl09","dl14","rec09","rec14","error09","error14"
"20",20,"248","248","3.7","2","ヤブツバキ",29.9,30.31636911,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"249","249","5.6","1.3","シキミ",25.8,25.76105976,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"250","250","9.3","0.4","シリブカガシ",51.4,53.24999548,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"251","252","8.3","2.7","ミミズバイ",55.8,56.39158813,"252と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"252","252","8.1","2.9","ミミズバイ",61.2,61.73229564,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"253","253","7.8","5.2","シリブカガシ",132.3,144.1991028,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"254","255","3.3","3.5","シキミ",16,16.02212253,"255と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"255","255","3.3","3.5","シキミ",18.3,19.47787445,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"256","256","3","5","シリブカガシ",77.4,85.92255908,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"257","257","5.5","7.2","ワタゲカマツカ",18.6,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"20",20,"258","258","5.5","7.7","イヌガシ",17.9,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"20",20,"259","259","4","8.6","ミミズバイ",73.9,75.86946258,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"260","259","4","8.6","ミミズバイ",37.2,37.07079331,"259と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"261","259","4","8.6","ミミズバイ",69.9,71.94247177,"259と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"262","264","2.8","7.7","ミミズバイ",20.4,21.20575041,"264と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"263","264","2.7","8.5","ミミズバイ",17.4,17.59291886,"264と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"264","264","2.7","8.5","ミミズバイ",21.7,22.30530784,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"265","265","10","9.3","ミミズバイ",47.8,48.22344723,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"266","265","10","9.47","ミミズバイ",18.5,18.84955592,"265と同株，枯れかけ",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"267","265","10","9.47","ミミズバイ",23,22.93362637,"265と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"268","265","10","9.47","ミミズバイ",23.5,23.71902453,"265と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"20",20,"269","265","10","9.47","ミミズバイ",25,27.48893572,"265と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"270","271","2.6","8.5","シリブカガシ",61.2,70.05751618,"271と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"271","271","2.6","8.5","シリブカガシ",62.6,74.61282552,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"272","271","2.6","8.5","シリブカガシ",52,56.07742887,"271と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"273","274","2.1","6.6","ミミズバイ",24,NA,"274と同株，ナナメ","枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"274","274","2.2","6.8","ミミズバイ",32.6,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"275","275","3.3","5.8","ミミズバイ",21.4,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"276","276","2.2","5.6","ミミズバイ",27.9,28.43141351,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"277","277","3.9","2.4","ミミズバイ",16.3,16.02212253,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"278","278","4.8","1.9","ヤブツバキ",17.4,17.59291886,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"279","279","4.2","1","ミミズバイ",108.8,110.5840614,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"280","280","6","1.7","ヤブツバキ",15.2,15.23672437,NA,NA,"20070810",20140424,NA,0,0,-1,-1,0,0
"30",20,"281","281","6.5","2.1","クスノキ",106.6,117.3384856,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"282","282","9.7","3.5","ミミズバイ",23.6,23.87610417,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"283","283","7.7","4","ミミズバイ",28.9,30.78760801,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"284","283","7.7","4.2","ミミズバイ",16.3,16.3362818,"283と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"285","285","5.8","4","シリブカガシ",44.8,44.83052717,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"286","286","9.1","6.3","ミミズバイ",22.5,22.30530784,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"287","286","8.8","6.6","ミミズバイ",21.2,21.51990968,"286と同株，枯れかけ",NA,"20070810",20140424,NA,0,0,0,0,0,0
"30",20,"288","288","9.8","5.5","ミミズバイ",22.2,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"289","289","9.6","7.7","ミミズバイ",29.8,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"290","291","5.4","10","ミミズバイ",26.6,NA,"291と同株","枯死","20070810",20140424,NA,0,1,0,0,0,0
"30",20,"291","291","5.4","10","ミミズバイ",33.7,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"40",20,"292","293","0.3","0.2","シリブカガシ",47.1,52.62167695,"293と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"293","293","0.1","0.2","シリブカガシ",67.7,72.25663103,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"294","294","0","0.5","ミミズバイ",20.4,20.89159115,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"295","295","0.6","1","ミミズバイ",22,23.090706,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"296","297","0","1.9","ミミズバイ",23.2,23.87610417,"297と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"297","297","0","1.9","ミミズバイ",25.4,25.28982086,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"298","298","0.3","1.9","シリブカガシ",51.2,52.30751768,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"299","299","4.3","1.7","シリブカガシ",60,68.80087911,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"300","300","5.3","1.6","ヤブツバキ",21.4,21.51990968,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"301","300","5.3","1.6","ヤブツバキ",17.4,16.8075207,"300と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"302","302","6.6","3.9","シリブカガシ",63.6,70.99999397,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"303","303","6.3","4.6","ヤブツバキ",56.5,16.49336143,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"304","304","6.1","5.3","シリブカガシ",59.3,59.37610115,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"305","305","3.5","7.8","ミミズバイ",96.5,95.50441667,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"306","306","8.4","10","ミミズバイ",41.1,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"40",20,"307","307","8.1","5.4","シリブカガシ",55.4,61.73229564,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"308","308","8.6","3.6","ミミズバイ",32.4,32.6725636,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"40",20,"309","310","10","4.2","ミミズバイ",27.5,NA,"310と同株","枯死","20070810",20140424,NA,0,1,0,0,0,0
"40",20,"310","310","10","4.2","ミミズバイ",52.7,NA,NA,"枯死","20070810",20140424,NA,0,1,0,0,0,0
"50",20,"311","311","0.8","9.9","ミミズバイ",36.1,37.22787295,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"312","311","0.8","9.9","ミミズバイ",29.1,28.90265241,"311と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"313","313","1.2","10","ミミズバイ",18.8,15.70796327,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"314","314","3.9","10","シキミ",15.8,16.96460033,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"315","315","3.6","7.6","ミミズバイ",55.3,54.97787144,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"316","316","5.6","6.5","ヤマウルシ",51.9,55.44911034,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"317","317","5.9","6.8","サカキ",19.3,18.84955592,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"318","318","7","7.3","サカキ",16.8,17.90707813,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"319","319","6.2","10","ウリハダカエデ",40.8,47.75220833,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"320","319","6.2","10","ウリハダカエデ",27.4,NA,"319と同株","枯死","20070810",20140424,NA,0,1,0,0,0,0
"50",20,"321","321","7.5","9.4","ウリハダカエデ",30.4,33.45796176,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"322","322","8.5","9.5","サカキ",15.8,16.3362818,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"323","323","9","9.5","ヒサカキ",18,18.22123739,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"324","324","8.7","9.4","サカキ",18.6,19.79203372,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"325","325","9","9","クスノキ",50.7,60.47565858,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"326","326","9.1","6.2","シリブカガシ",50.2,59.37610115,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"327","327","9.5","5.7","ミミズバイ",59,62.51769381,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"328","327","10","6.3","ミミズバイ",34.1,35.18583772,"327と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"329","327","10","6.3","ミミズバイ",19.8,19.79203372,"327と同株",NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"330","327","10","6.3","ミミズバイ",15.5,NA,"327と同株","枯死","20070810",20140424,NA,0,1,-1,-1,0,0
"50",20,"331","331","8.9","3.1","ヒサカキ",17.8,17.90707813,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"332","332","9.2","2.8","シキミ",34.8,34.87167845,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"333","333","8.8","1.4","シキミ",36,38.01327111,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"334","334","7.5","1","シリブカガシ",78.4,79.48229414,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"335","335","5","3.6","シリブカガシ",79.2,79.95353303,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"336","336","3.2","1.2","ミミズバイ",62.5,66.60176426,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"337","337","2.1","0.7","ミミズバイ",25.6,25.91813939,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"50",20,"338","338","1.9","0.7","ミミズバイ",24,24.34734307,NA,NA,"20070810",20140424,NA,0,0,0,0,0,0
"60",20,"1453","1453","1.2","0","サカキ",19.5,22.30530784,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1454","1454","4.5","0.5","シキミ",18.9,19.32079482,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1455","1455","3.3","3.2","シロダモ",34.2,37.22787295,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1456","1456","2.1","3.2","ミミズバイ",92,93.14822218,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1457","1457","2.9","6.3","ヤブツバキ",14.4,14.76548547,NA,NA,"20100228",20140424,NA,0,0,-1,-1,0,0
"60",20,"1458","1458","1","6.9","ネズミモチ",17.3,17.74999849,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1459","1459","0.6","8.2","イヌガシ",16.1,16.96460033,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1460","1460","2.9","7.4","ヒサカキ",20.9,20.42035225,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1461","1461","3.6","7.4","サカキ",24.6,24.0331838,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1462","1462","4.2","6.8","ミミズバイ",22,21.99114858,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1463","1463","4.4","7.9","ミミズバイ",110.4,112.3119374,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1464","1464","7.1","7.3","ヒサカキ",25.7,26.07521902,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1465","1465","6.7","5.8","ヒサカキ",16.1,16.17920217,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1466","1466","6.2","5","サカキ",17.7,19.00663555,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1467","1467","8.3","6.3","ミミズバイ",35.1,36.12831552,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1468","1467","8.3","6.3","ミミズバイ",25.3,25.60398013,"1467と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1469","1467","8.3","6.3","ミミズバイ",23.9,NA,"1467と同株，1.7mで折れ","枯死","20100228",20140424,NA,0,1,0,0,0,0
"60",20,"1470","1470","9.7","7.1","ミミズバイ",20.7,21.51990968,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1471","1471","9.4","5.8","サカキ",41.8,44.92477495,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1472","1472","9.5","3.2","ヒサカキ",17.4,17.59291886,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1473","1474","7.7","4.6","ミミズバイ",35.1,36.12831552,"1474と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1474","1474","7.7","4.6","ミミズバイ",41.1,42.09734156,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1475","1475","7.6","4.2","シリブカガシ",78.5,81.52432936,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1476","1475","7.6","4.2","シリブカガシ",74.1,77.44025891,"1475と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1477","1475","7.6","4.2","シリブカガシ",35.8,36.44247478,"1475と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1478","1478","6.7","1.9","ヒサカキ",15.9,16.3362818,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1479","1479","4.9","0.3","シロダモ",20,19.79203372,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1480","1480","6.1","0.3","シリブカガシ",107.1,111.5265392,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1481","1481","6.5","0","シリブカガシ",39.6,39.26990817,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1482","1482","0.1","8.5","ヒサカキ",21.9,22.46238747,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1483","1484","9","0","シキミ",20.3,20.26327262,"1484と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"60",20,"1484","1484","9","0","シキミ",25.6,15.8650429,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1487","1487","1.6","1.7","ヒサカキ",26,26.54645792,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1488","1488","2.1","1.6","ウリハダカエデ",71.2,NA,NA,"枯死","20100228",20140424,NA,0,1,0,0,0,0
"70",20,"1489","1489","3.2","1.7","ウリハダカエデ",50.5,49.0088454,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1490","1490","1.9","2.8","ヒサカキ",23.6,24.34734307,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1491","1491","3.1","3.8","ウリハダカエデ",56.7,57.49114556,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1492","1495","0.9","5.1","サカキ",18.3,19.16371519,"1495と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1493","1495","0.9","5.1","サカキ",19.3,19.47787445,"1495と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1494","1495","0.9","5.1","サカキ",24.3,24.5044227,"1495と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1495","1495","0.9","5.1","サカキ",29.5,30.78760801,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1496","1496","2.1","5.9","ヒサカキ",20.3,21.04867078,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1497","1497","2.9","5.8","ヒサカキ",16.2,16.17920217,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1498","1498","3.4","5.4","ヒサカキ",18.6,18.53539666,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1499","1499","4.2","6.4","シキミ",28.4,18.22123739,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1500","1500","4.6","6.5","ネジキ",17.9,17.74999849,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1501","1501","3.7","7.1","ミミズバイ",53.6,54.97787144,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1502","1502","3.3","7.7","ミミズバイ",31,31.2588469,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1503","1503","2.7","9.2","イヌガシ",23,23.24778564,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1504","1503","2.7","9.2","イヌガシ",22.2,22.61946711,"1503と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1505","1503","2.7","9.2","イヌガシ",32.7,32.98672286,"1503と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1506","1506","3","8.8","ネジキ",29.6,29.53097094,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1507","1507","3.2","9","ミミズバイ",30.9,21.67698931,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1508","1508","3.6","8.6","ウリハダカエデ",57.1,59.06194189,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1509","1509","4.2","8.2","ヤマウルシ",28.8,28.90265241,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1510","1510","4.5","7.8","ウリハダカエデ",41.6,43.35397862,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1511","1511","5.4","7.2","ミミズバイ",18,18.84955592,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1512","1513","6.2","6.2","ミミズバイ",25.3,26.38937829,"1513と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1513","1513","6.2","6.2","ミミズバイ",30.4,31.6044221,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1514","1514","5.3","5.4","ウリハダカエデ",70.9,72.5707903,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1515","1516","5.4","4.5","ネジキ",20.4,20.42035225,"1516と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1516","1516","5.4","4.5","ネジキ",28.9,28.74557278,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1517","1517","4.2","4.8","ミミズバイ",36.8,38.01327111,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1518","1520","6.2","1.6","ネジキ",18.9,NA,"1520と同株","枯死","20100228",20140424,NA,0,1,0,0,0,0
"70",20,"1519","1520","6.2","1.6","ネジキ",24.9,24.66150233,"1520と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1520","1520","6.2","1.6","ネジキ",34,31.47875839,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1521","1521","7.3","1.9","ヒサカキ",23,23.5619449,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1522","1522","7.2","3.5","ウリハダカエデ",61.2,62.20353454,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1523","1523","8.8","4.8","シリブカガシ",72.2,75.39822369,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1524","1524","7.2","8.3","シリブカガシ",59.6,64.4026494,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1526","1526","7.1","8.4","ミミズバイ",26.2,27.64601535,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1527","1527","8.8","8.1","クスノキ",82.8,60.31857895,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1528","1527","8.8","8.1","クスノキ",NA,45.55309348,"1527と同株",NA,"20100228",20140424,NA,0,0,0,0,1,0
"70",20,"1529","1529","10","6.7","ミミズバイ",22.7,55.60618997,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1530","1530","10","8.9","ミミズバイ",37,38.64158964,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1531","1530","10","8.9","ミミズバイ",16.2,16.3362818,"1530と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1532","1530","10","8.9","ミミズバイ",23.2,25.28982086,"1530と同株，タグ下10㎝で測定",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"1533","1530","10","8.9","ミミズバイ",20,19.79203372,"1530と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"2391","1524","7.9","8.2","シリブカガシ",50.5,53.40707511,"1524と同株，タグ下10㎝で測定",NA,"20100228",20140424,NA,0,0,0,0,0,0
"70",20,"2392","1524","7.2","8.3","シリブカガシ",37.4,37.69911184,"1524と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1534","1534","3.8","3.3","シキミ",20.2,21.36283004,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1535","1535","0.4","1.2","ウリハダカエデ",47.5,49.63716393,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1536","1536","0","0","ウリハダカエデ",58.4,62.20353454,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1537","1537","0","0","ヒサカキ",17.1,17.27875959,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1538","1538","1.7","1.4","ミミズバイ",46.3,47.43804907,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1539","1539","2.4","1.8","シリブカガシ",104.6,107.1283095,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1540","1540","7.2","4.9","ミミズバイ",28.1,28.58849315,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1541","1542","8","8.9","アラカシ",78.8,83.25220532,"1542と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1542","1542","8","8.9","アラカシ",161.7,164.619455,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1543","1543","8.3","8.2","サカキ",20.7,21.67698931,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1544","1544","7.8","9.6","ミミズバイ",24.6,25.76105976,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
"80",20,"1545","1545","9.5","8.8","サカキ",15.2,15.55088364,NA,NA,"20100228",20140424,NA,0,0,-1,-1,0,0
"90",20,"1546","1547","0.3","7.6","ミミズバイ",17.1,16.96460033,"1547と同株",NA,"20100228",20140424,NA,0,0,0,0,0,0
"90",20,"1547","1547","0.3","7.6","ミミズバイ",30.6,31.44734246,NA,NA,"20100228",20140424,NA,0,0,0,0,0,0
