#/log,DATA CREATED,データ作成日,20180306,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Tsushima-Mt. Tatera　(TT-EB1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,対馬龍良山,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TT-EB1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,20080715,シイノキ＞スダジイへ,,,,,,,,,,,,,,,,
#,20101116,tag重複多数->セルx座標-セルy座標-tagNoにした,,,,,,,,,,,,,,,,
#,,"セル(50,90)内でW150重複-> -1 -2をつけた",,,,,,,,,,,,,,,,
#,20130108,データ成形（佐伯）,,,,,,,,,,,,,,,,
#,20180202,データ成形（日野）,,,,,,,,,,,,,,,,
#,,new_tag_naに値のある幹は、tag_noにその内容を移動させ、tag_noに入っていたタグ番号はold_tag_noに移動,,,,,,,,,,,,,,,,
#,,スダシイ→スダジイに修正,,,,,,,,,,,,,,,,
#,,new_tag_naにnWC368が二つあったので、この2個体についてはタグ番号の更新をせず、サイトに問い合わせして修正,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"tag_no","indv_no","mesh_xcord","mesh_ycord","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","gbh17","note07","note12","note17","s_date07","s_date12","s_date17","memo_20180201","old_tag_no","new_tag_na","dl07","dl12","dl17","rec07","rec12","rec17","error07","error12","error17"
"nWC377","nYA936",20,40,7.6,8,"イスノキ",49.7,52.5,55.2,"","","","20071123","20121111","20171010","","nYA936","nWC377",0,0,0,0,0,0,0,0,0
"nYA701","nYA701",20,50,4.2,4.8,"ヤブツバキ",44,NA,NA,"","幹折れ","","20071123","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA942","nYA942",20,50,9.2,4.5,"ヒサカキ",19.4,NA,NA,"","立ち枯れ","","20071123","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA946","nYA946",20,50,9.5,6.5,"スダジイ",229.9,NA,NA,"","立ち枯れ","","20071123","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA702","nYA702",20,50,4.3,4.7,"サカキ",18.4,18.4,19,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA703","nYA703",20,50,1.2,5.5,"サカキ",30.2,31.3,32.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA704","nYA704",20,50,1,8.8,"ヤブツバキ",66.6,67.9,69.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC379","nYA705",20,50,0.9,9.6,"ヤブニッケイ",23.1,28.2,32,"","","","20071123","20121111","20171010","","nYA705","nWC379",0,0,0,0,0,0,0,0,0
"nYA706","nYA706",20,50,4,8.1,"サカキ",28.8,29.5,29.3,"G92測定ミス","G修正有","縮む","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA939","nYA939",20,50,9.8,2,"ヤブツバキ",35.7,36,37.2,"G92測定ミス","G修正有","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC378","nYA943",20,50,6.5,2.2,"スダジイ",297.7,301.2,305.5,"","G修正有","","20071123","20121111","20171010","","nYA943","nWC378",0,0,0,0,0,0,0,0,0
"nYA944","nYA944",20,50,8.5,6.2,"イスノキ",30.5,32.4,35.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA945","nYA945",20,50,8,8.3,"ヤブツバキ",45.2,45.9,47.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA948","nYA948",20,50,7.2,9.2,"スダジイ",212.5,213.7,217.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA949","nYA949",20,50,5.2,8.6,"サカキ",74.9,74.9,75.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC380","nWC337",20,60,5.7,5.4,"サカキ",18,19.2,19.5,"","新Noに変更済","シカ角あとあり、tag_no修正済（337と336を入れ替え）","20071123","20121112","20171010","備考","nWC337","nWC380",0,0,0,0,0,0,0,0,0
"nW_382","nWC336",20,60,2.1,5.3,"クロキ",14.6,17.4,20.2,"","稚樹データW382から新Noに変更済","旧NO使用、tag_no修正済（337と336を入れ替え）",NA,"20121111","20171010","備考","nWC336","nW_382",0,0,0,-1,1,0,0,0,0
"nYA707","nYA707",20,60,3.6,0.3,"イスノキ",16.5,16.6,16.7,"低木データより移行,稚樹№2783","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA708","nYA708",20,60,3.4,1,"サカキ",56.4,57,57.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA709","nYA709",20,60,0.3,2.4,"クロキ",16.9,19.4,21.6,"低木データより移行,稚樹№2781","","シカ角あとあり","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA710","nYA710",20,60,1,2.6,"サカキ",84.7,88.8,91.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA950","nYA950",20,60,8.8,1.9,"クロキ",28.3,28.6,30,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC382","nYA951",20,60,7.6,3.4,"ヤブツバキ",40.2,41.2,41.9,"階層4修正済","","","20071123","20121112","20171010","","nYA951","nWC382",0,0,0,0,0,0,0,0,0
"nYA955","nYA955",20,60,9.2,7,"イスノキ",219.7,221.9,222,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC381","nYA956",20,60,7,6.5,"ヤブツバキ",22.3,22.3,22.3,"","","","20071123","20121112","20171010","","nYA956","nWC381",0,0,0,0,0,0,0,0,0
"nWC383","nYA958",20,60,6,6.9,"イスノキ",116.4,121.8,128.3,"","","","20071123","20121112","20171010","","nYA958","nWC383",0,0,0,0,0,0,0,0,0
"nYA959","nYA959",20,60,6.2,7.2,"サカキ",18,18.3,18.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA960","nYA960",20,60,9.1,7.8,"サカキ",33,33,33,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA723","nYA723",20,70,4,5,"ヒサカキ",15.9,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nW_385","nW_385",20,70,3.3,2.2,"サカキ",14.6,15,15,"","稚樹データから移行","",NA,"20121113","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nYA719","nYA719",20,70,0.2,7.9,"ヒサカキ",26,26,26,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA720","nYA720",20,70,0.4,6.2,"スダジイ",223.7,225.5,229.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA721","nYA721",20,70,1.4,8.9,"ヤブニッケイ",32.5,32.5,32.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA722","nYA722",20,70,4,8.7,"イスノキ",143.4,144.1,145.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA963","nYA963",20,70,7.2,4.6,"ヤブツバキ",48.2,49.9,49.5,"","","前回測定ミス","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA964","nYA964",20,70,5.3,2.2,"ヤブツバキ",24.8,25.3,25.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC384","nYA965",20,70,5.4,4.6,"サカキ",20,20.5,21.1,"","","","20071123","20121112","20171009","","nYA965","nWC384",0,0,0,0,0,0,0,0,0
"nYA971","nYA971",20,70,8.5,9.3,"サカキ",15.8,15.8,15.6,"","","縮む，92年は測定ミスの可能性あり","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA981","nYA981",20,80,7.6,3.6,"ヒサカキ",15.8,NA,NA,"G90.92.97.02修正済","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWC338","nWC338",20,80,4.4,3.6,"サカキ",15.3,15.3,15.2,"低木データより移行, 番号付替必要","","","20071221","20121112","20171009","","","",0,0,0,-1,-1,-1,0,0,0
"nWC339","nWC339",20,80,1.2,9.6,"クロキ",14.9,16.8,NA,"","稚樹データW321，樹種チェック必要(イスノキ？)","立枯",NA,"20121111","20171009","","","",0,0,1,-1,1,0,0,0,0
"nYA724","nYA724",20,80,2.5,0,"サカキ",16.4,16.4,NA,"","","消失不明","20071123","20121112","20171009","","","",0,0,1,0,0,0,0,0,0
"nYA730","nYA730",20,80,0.2,9.8,"ヒサカキ",17.2,17.3,17.1,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA731","nYA731",20,80,4,6.9,"ヒサカキ",17.1,17.1,NA,"","","消失不明","20071123","20121112","20171009","","","",0,0,1,0,0,0,0,0,0
"nYA732","nYA732",20,80,2.2,4.8,"サカキ",37.8,37.9,38.2,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA972","nYA972",20,80,8.8,0.6,"サカキ",15.4,15.5,NA,"G90,92過大","","立枯","20071123","20121112","20171009","","","",0,0,1,-1,-1,-1,0,0,0
"nYA976","nYA976",20,80,8.5,1,"ヤブツバキ",55.3,55.6,56,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA977","nYA977",20,80,9,2.5,"イスノキ",114.5,114.9,116,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA978","nYA978",20,80,6.1,3,"サカキ",19.5,19.5,19.2,"","","縮む","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA979","nYA979",20,80,6.2,3.1,"イスノキ",20.7,21,NA,"","","立枯","20071123","20121112","20171009","","","",0,0,1,0,0,0,0,0,0
"nYA980","nYA980",20,80,5,1.7,"サカキ",17.2,17.5,18,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA985","nYA985",20,80,7.7,5.3,"サカキ",18.7,18.9,19.4,"G97測定ミス","G修正有","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA986","nYA986",20,80,8.6,7.8,"サカキ",21.9,21.9,22,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA987","nYA987",20,80,8,8,"サカキ",20.5,20.5,20.7,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA988","nYA988",20,80,6.1,8,"イスノキ",100.5,102.6,105.5,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA989","nYA989",20,80,8.7,9,"イスノキ",68,68,67.9,"コブ上測定","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA990","nYA990",20,80,9.8,8.7,"クロキ",17.4,17.4,16.9,"","","縮む","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA991","nYA991",20,80,8.9,9.9,"ヒサカキ",15.8,15.8,15.5,"","","縮む","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nW_329","nW_329",20,90,8.4,8,"サカキ",14.5,15,16.2,"","稚樹データから移行","",NA,"20121113","20171009","","","",0,0,0,-1,-1,1,0,0,0
"nWC340","nWC340",20,90,1.3,8.1,"サカキ",15,15,15.4,"低木データより移行, 番号付替必要","","","20071221","20121112","20171009","","","",0,0,0,-1,-1,-1,0,0,0
"nWC341","nWC341",20,90,6.6,3,"サカキ",26.3,26.7,28.6,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA397","nYA397",20,90,9.3,8.9,"ヒサカキ",26,26.1,27.3,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA398","nYA398",20,90,5.4,7.4,"サカキ",17.9,18.4,19.9,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nWC363","nYA399",20,90,5.8,7.2,"イスノキ",104.9,104.9,104.8,"","","","20071123","20121112","20171009","","nYA399","nWC363",0,0,0,0,0,0,0,0,0
"nYA735","nYA735",20,90,2.1,3.2,"ヒサカキ",17.4,17.4,17.4,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA736","nYA736",20,90,4,2.7,"イスノキ",134.8,135.7,137.1,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA737","nYA737",20,90,2.9,6.5,"サカキ",23.2,23.4,25.1,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA738","nYA738",20,90,2,8.1,"イスノキ",93,95.4,99.1,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nYA997","nYA997",20,90,8.5,5.6,"イスノキ",46.9,46.9,47.1,"","","","20071123","20121112","20171009","","","",0,0,0,0,0,0,0,0,0
"nWA988","nWA988",30,0,8.6,0.2,"ヤブツバキ",32.8,33.9,34.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA991","nWA991",30,0,8.6,2.2,"ヤブニッケイ",77.8,80.1,82.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC581","nWA992",30,0,6.1,2.4,"スダジイ",271,268.9,269.4,"","幹が朽ちかけ","","20071123","20121111","20171010","","nWA992","nWC581",0,0,0,0,0,0,0,0,0
"nWA993","nWA993",30,0,8.8,3.8,"ヤブツバキ",42.2,45.4,47.3,"","Gap下","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA998","nWA998",30,0,9.4,7.5,"イスノキ",17.8,17.8,18,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWA1000","nWA1000",30,0,7.9,9.4,"ヒメコウゾ",81.8,92.2,NA,"","","立枯","20071123","20121111","20171010","","","",0,0,1,0,0,0,0,0,0
"nWC582","nYA900",30,0,3,5.6,"サカキ",64.2,68.4,72.2,"","","","20071123","20121111","20171010","","nYA900","nWC582",0,0,0,0,0,0,0,0,0
"nYA903","nYA903",30,0,4.2,5.7,"イスノキ",21.7,22.2,22.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA904","nYA904",30,0,1,8.4,"イスノキ",179,185.3,193.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA905","nYA904",30,0,1,8.4,"イスノキ",116.9,118.8,121.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nW_370","nW_370",30,10,1.1,4.8,"ヤブニッケイ",13.51,14.8,15.5,"1260〜1263同株","","低木データより移行",NA,"20121113","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nYA503","nYA503",30,10,8.8,1.8,"クロキ",28.2,28.5,28.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA906","nYA906",30,10,1.1,1.2,"サカキ",24.7,27,29.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA909","nYA909",30,10,4.1,6.7,"サカキ",22.5,24.6,26.5,"","こぶ抜き測定","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA910","nYA910",30,10,2.4,7.2,"カクレミノ",69.2,71.6,72.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA911","nYA911",30,10,1.1,8.2,"サカキ",70.5,71.9,76.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYB996","nYB996",30,10,4.7,9.2,"クロキ",15.39,15.4,NA,"低木データより移行, 番号付替必要","","消失不明","20071221","20121111","20171010","","","",0,0,1,-1,-1,-1,0,0,0
"nYA509","nYA509",30,20,8.6,2.3,"クロキ",26.1,26.3,26.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA513","nYA513",30,20,5.3,7.7,"カクレミノ",54.6,55.9,56.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA514","nYA514",30,20,6.9,8,"カクレミノ",73.5,74.5,76.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA515","nYA515",30,20,7.9,8.6,"サカキ",21.2,21.5,21.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA519","nYA519",30,20,7.2,9.1,"サカキ",25.2,26.5,27.2,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA520","nYA520",30,20,6.1,9.9,"クロキ",18,18.2,18.7,"","","シカによる皮剥あり","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA915","nYA915",30,20,2.5,0.2,"サカキ",27.5,28.1,29.2,"","座標ミスのため新規野帳にデータあり,xBox80,x=2.5m修正済","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA916","nYA916",30,20,4,0.9,"ヤブツバキ",78.2,81,84.7,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYB997","nYB997",30,20,9,2.5,"イヌシデ",218,220.4,224.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC583","nYB998",30,20,5.3,5.9,"サカキ",15.11,17.1,18.4,"低木データより移行, 番号付替必要","","","20071221","20121111","20171010","","nYB998","nWC583",0,0,0,-1,1,0,0,0,0
"nYB999","nYB999",30,20,0.9,1.5,"モチノキ",15.3,15.3,15.2,"低木データより移行, 番号付替必要","","縮む","20071221","20121111","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nYA521","nYA521",30,30,8.2,0.7,"ヤブツバキ",42,NA,NA,"","虫害による立枯","","20071123","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nYB921","nYB921",30,30,2.8,9.2,"サカキ",15.8,NA,NA,"先曲がり、稚樹データより移行","ギャップの倒木に巻き込まれて消失,倒木落枝下","","20071221","20121111",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA522","nYA522",30,30,7.3,2,"ヤブツバキ",68.3,68.7,68.8,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA523","nYA523",30,30,7.6,2.1,"サカキ",21.6,23.8,24.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA524","nYA524",30,30,9.3,4.2,"カクレミノ",34.3,34.2,NA,"","","根返り枯死","20071123","20121111","20171010","","","",0,0,1,0,0,0,0,0,0
"nYA525","nYA525",30,30,8.1,6.5,"サカキ",72.5,73.9,75.5,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA526","nYA526",30,30,6.6,7.8,"イヌマキ",39.1,39.3,40,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA923","nYA923",30,30,1.4,1,"ヤブツバキ",21.2,21.5,22.1,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA925","nYA925",30,30,3.5,2.6,"カクレミノ",95,95.7,97.3,"G92測定ミス","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nW_344","nW_344",30,40,3.9,5.8,"サカキ",13.79,14.4,16.2,"","","低木データより移行",NA,"20121113","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWC451","nWC451",30,40,3.7,7.3,"サカキ",15.11,15.7,17.6,"低木データより移行, 番号付替必要","階層進級","","20071221","20121111","20171010","","","",0,0,0,-1,1,0,0,0,0
"nWC584","nWC452",30,40,3.7,2.4,"サカキ",23.9,23.9,23.1,"","倒されたが先から生きた幹が出ている","縮む","20071123","20121111","20171010","","nWC452","nWC584",0,0,0,0,0,0,0,0,0
"nYA532","nYA532",30,40,6.9,0.7,"サカキ",38.4,41.3,45.4,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA533","nYA533",30,40,9.3,5,"イヌガシ",18.2,18.2,18.2,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA534","nYA534",30,40,5.2,6,"イヌマキ",26.5,26.6,26.8,"","倒木により斜め","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA535","nYA535",30,40,8.3,7.7,"イスノキ",91.6,97.2,102.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA536","nYA536",30,40,6.5,9.8,"イスノキ",33.6,33.7,33.7,"","倒木により先折れ","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA933","nYA933",30,40,0.8,1.5,"ヤブツバキ",37.2,39.5,43.9,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA938","nYA938",30,40,3.5,9.6,"サカキ",18.5,21.7,26.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYB1000","nYB1000",30,40,1,0.5,"スダジイ",355.3,363.5,370.3,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA545","nYA545",30,50,6.8,2.6,"ウラジロガシ",203,NA,NA,"","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA546","nYA546",30,50,5.4,3.3,"サカキ",45.8,49.2,51.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA547","nYA547",30,50,7.1,3.4,"イヌガシ",81.2,88.6,97.5,"","","G17OK","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA548","nYA548",30,50,7.6,4,"サカキ",21,22.4,23.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA549","nYA549",30,50,8,9.4,"モチノキ",40.9,40.9,40.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA550","nYA550",30,50,9.8,9.5,"サカキ",95.4,96.4,96.3,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA937","nYA937",30,50,0.1,0.6,"サカキ",29.6,33.6,38.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA940","nYA940",30,50,1.7,2.8,"イヌマキ",67.7,71.3,76.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA941","nYA941",30,50,2,2.4,"サカキ",22.5,23.3,24.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA947","nYA947",30,50,1.5,8.2,"クロキ",17.7,17.8,17.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA553","nYA553",30,60,8.1,0.4,"サカキ",48.8,48.8,48.6,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA554","nYA554",30,60,6.5,1.3,"スダジイ",298.5,307.2,319.4,"","","G17OK","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA555","nYA555",30,60,9.6,1.9,"クロキ",27.8,27.7,27.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA556","nYA556",30,60,5.7,3.6,"ヤブツバキ",19.1,19.3,20.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA557","nYA557",30,60,8.1,3.9,"クロキ",31.9,32.5,34.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA558","nYA558",30,60,9.9,5.3,"イスノキ",23.8,23.8,23.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC585","nYA559",30,60,7.1,7.6,"ヤブニッケイ",41.1,44.5,48.6,"","","G17OK","20071123","20121112","20171010","","nYA559","nWC585",0,0,0,0,0,0,0,0,0
"nYA952","nYA952",30,60,3,3.6,"イスノキ",16.3,16.7,17.3,"","","92年は測定ミスの可能性あり","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA953","nYA953",30,60,0.8,7.2,"ヤブツバキ",33.3,34,35.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA954","nYA954",30,60,1,7.3,"ヤブニッケイ",26.9,27.5,28.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA961","nYA961",30,60,4.2,9.9,"ヤブツバキ",44.1,45.1,47.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA967","nYA968",30,70,3,5.5,"スダジイ",54,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA969","nYA969",30,70,4.7,5.8,"サカキ",22.3,NA,NA,"Y125.8修正済","立ち枯れ(理由不明)","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA565","nYA565",30,70,9.3,2,"サカキ",36.9,37.2,37.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA566","nYA566",30,70,5,4.2,"クロバイ",35.1,35.2,35.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA567","nYA567",30,70,5.5,5.3,"イスノキ",22.4,22.4,22.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA568","nYA568",30,70,8.2,8.2,"サカキ",29.1,29.6,33.1,"","","測定位置変更","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC586","nYA569",30,70,7.2,9,"イスノキ",126.3,128.7,130.9,"","林冠抜ける","","20071123","20121112","20171010","","nYA569","nWC586",0,0,0,0,0,0,0,0,0
"nYA570","nYA570",30,70,7.1,9.4,"サカキ",19.5,19.4,22.3,"97年に成木Noが入力されず","No97修正済（もと1881）","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA962","nYA962",30,70,0.4,4.7,"サカキ",16.2,16.2,16.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA966","nYA968",30,70,3,5.5,"スダジイ",42.5,42.6,NA,"","","幹折れ枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nYA968","nYA968",30,70,3,5.5,"スダジイ",266,270.8,277.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA970","nYA970",30,70,3.2,7,"ヤブツバキ",51.3,51.3,51.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA973","nYA973",30,80,3.1,0.3,"サカキ",16.2,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYA982","nYA982",30,80,1,4.4,"サカキ",21,NA,NA,"","立枯、萌芽あり","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
