#/log,DATA CREATED,データ作成日,20180306,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Tsushima-Mt. Tatera　(TT-EB1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,対馬龍良山,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TT-EB1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,20080715,シイノキ＞スダジイへ,,,,,,,,,,,,,,,,
#,20101116,tag重複多数->セルx座標-セルy座標-tagNoにした,,,,,,,,,,,,,,,,
#,,"セル(50,90)内でW150重複-> -1 -2をつけた",,,,,,,,,,,,,,,,
#,20130108,データ成形（佐伯）,,,,,,,,,,,,,,,,
#,20180202,データ成形（日野）,,,,,,,,,,,,,,,,
#,,new_tag_naに値のある幹は、tag_noにその内容を移動させ、tag_noに入っていたタグ番号はold_tag_noに移動,,,,,,,,,,,,,,,,
#,,スダシイ→スダジイに修正,,,,,,,,,,,,,,,,
#,,new_tag_naにnWC368が二つあったので、この2個体についてはタグ番号の更新をせず、サイトに問い合わせして修正,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"tag_no","indv_no","mesh_xcord","mesh_ycord","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","gbh17","note07","note12","note17","s_date07","s_date12","s_date17","memo_20180201","old_tag_no","new_tag_na","dl07","dl12","dl17","rec07","rec12","rec17","error07","error12","error17"
"nWB366","nWB366",50,0,8.2,9.7,"ヤブツバキ",38,38.6,38.6,"","","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB77","nWB77",50,10,1.6,9.9,"シロダモ",68.7,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB68","nWB68",50,10,3.4,0.8,"スダジイ",305,305.4,307.8,"","WB68,70同株","","20071123","20121111","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB70","nWB68",50,10,3.4,0.8,"スダジイ",87.5,88.6,NA,"","WB68,70同株","幹折れ枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB69","nWB69",50,10,4.8,1.2,"スダジイ",300.5,309.4,314.5,"","","成長良い","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB71","nWB71",50,10,0.9,4,"サカキ",60.3,60.3,61,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB72","nWB72",50,10,2.6,4.6,"サカキ",55,55.3,56.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB73","nWB73",50,10,2.7,5.5,"イスノキ",44.2,44.9,45.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB74","nWB74",50,10,4.6,4.6,"ヤブツバキ",18.6,19.3,20,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB75","nWB75",50,10,1.6,7.5,"サカキ",93.5,93.8,94.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB76","nWB76",50,10,2.8,8.2,"ヤブツバキ",23.7,23.9,24.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC541","nWB367",50,10,9.4,5.7,"ヤブツバキ",19.2,20.2,21,"","","","20071123","20121112","20171010","","nWB367","nWC541",0,0,0,0,0,0,0,0,0
"nWB78","nWB78",50,20,0.7,5.2,"ヤブツバキ",64.6,64.6,64.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB79","nWB79",50,20,2.8,1.5,"ヒサカキ",17.3,17.2,17.3,"G90,92過大","","コブ上で測定，97年と02年はコブなしで測定","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB80","nWB80",50,20,3.6,1.2,"ネズミモチ",34.1,34.4,34.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB81","nWB81",50,20,3.7,8.9,"ヤブツバキ",52.6,54,56,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB82","nWB82",50,20,1.1,9.1,"イスノキ",20.7,21.8,21.3,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB381","nWB381",50,20,8.7,5,"タブノキ",358.2,359.9,363.2,"落大枝1本Gap形成","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC398","nW_054",50,30,8.5,5.5,"タブノキ",6.69,14,18.8,"","","低木データより移行、シカ角あとあり",NA,"20121113","20171010","","nW_054","nWC398",0,0,0,-1,-1,1,0,0,0
"nW_631","nW_631",50,30,3.8,2.3,"ヤブニッケイ",11.9,15.2,16.9,"","稚樹データから移行，成木NOに張り替え必要","",NA,"20121113","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWC396","nWB94",50,30,0.8,9.1,"サカキ",54.2,56.3,59.3,"","","","20071123","20121112","20171010","","nWB94","nWC396",0,0,0,0,0,0,0,0,0
"nWB95","nWB95",50,30,4.4,8,"サカキ",18.3,18.7,18.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB96","nWB96",50,30,2.4,1.1,"ヤブツバキ",48,48.5,48.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC397","nWB97",50,30,4,4,"ヤブツバキ",47.5,47.6,47.5,"","","","20071123","20121112","20171010","","nWB97","nWC397",0,0,0,0,0,0,0,0,0
"nWB382","nWB382",50,30,5.7,0.2,"ヤブツバキ",56.9,62.3,67.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB383","nWB383",50,30,5.7,3.7,"ヤブツバキ",73.7,78.9,82.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB384","nWB384",50,30,5.1,5.1,"ヤブツバキ",42.4,43.7,44,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB385","nWB385",50,30,6,7.6,"カクレミノ",21,21.2,21.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB386","nWB386",50,30,6.5,7.6,"ヤブツバキ",31.2,32.7,34,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB387","nWB387",50,30,5,8,"ヤブツバキ",19.4,19.6,19.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB388","nWB388",50,30,5.5,9,"シロダモ",25.4,25.4,NA,"G90測定ミス","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB389","nWB389",50,30,6,9.9,"イヌマキ",59.6,62,63.9,"","幹折れ生存","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB405","nWB403",50,40,9.3,0.6,"スダジイ",22,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB406","nWB406",50,40,9.5,5.2,"イヌビワ",17,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB768","nWB768",50,40,1.5,4.4,"スダジイ",15.3,NA,NA,"低木データより移行, 番号付替必要","主幹折れ(地際に葉)","","20071221","20121112",NA,"","","",0,1,2,-1,-1,-1,0,0,0
"nWB105","nWB105",50,40,0.5,9.7,"サカキ",27.7,28.4,29.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB106","nWB106",50,40,1.6,8.5,"イスノキ",32.7,32.7,32.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB107","nWB107",50,40,4.3,8.4,"ヤブツバキ",62,62.9,63.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nW_782","nWB403",50,40,9.3,0.6,"スダジイ",NA,14.2,16.5,"","新規加入","nWB403,404と同株，低木データより移行",NA,"20121113","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWB403","nWB403",50,40,9.3,0.6,"スダジイ",309.5,371.5,372.3,"合体木369.0推定","WB404と合体測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB404","nWB403",50,40,9.3,0.6,"スダジイ",125.4,371.5,372.3,"合体木369.0推定","WB403と合体測定","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB407","nWB407",50,40,7.7,8.4,"クロキ",39.9,42.8,43.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC395","nWB408",50,40,5.5,9.7,"スダジイ",184.4,196.6,214.3,"","","","20071123","20121112","20171010","","nWB408","nWC395",0,0,0,0,0,0,0,0,0
"nWB409","nWB408",50,40,5.5,9.7,"スダジイ",17.1,17.7,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB118","nWB118",50,50,4,3.7,"サカキ",26.5,26.5,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB119","nWB119",50,50,4.7,5.4,"イスノキ",36.9,37.2,37.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB120","nWB120",50,50,3.7,6.6,"サカキ",38.5,38.8,NA,"","","幹折れ枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB121","nWB121",50,50,2.3,8.3,"イヌガシ",61.3,62.7,64.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB410","nWB410",50,50,9.2,0.8,"サカキ",40.4,43.9,45.3,"G90測定ミス","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB416","nWB416",50,50,9.3,1.8,"イスノキ",34.3,34.4,34.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB417","nWB417",50,50,6.2,1.6,"サカキ",50.7,52.3,52.8,"","","測定位置変更","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC394","nWB418",50,50,5.7,1.6,"イヌマキ",292.5,303.1,318.7,"","","成長良い","20071123","20121112","20171010","","nWB418","nWC394",0,0,0,0,0,0,0,0,0
"nWB419","nWB419",50,50,5.7,2.8,"ヤブツバキ",71.3,71.5,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB420","nWB420",50,50,7.6,4.9,"イスノキ",34.4,34.4,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB421","nWB421",50,50,5.6,5.1,"サカキ",58.9,59.8,60.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB422","nWB422",50,50,5.5,5.3,"イスノキ",26.7,26.9,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB423","nWB423",50,50,9.1,7.8,"サカキ",87.2,90.1,92.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB424","nWB424",50,50,5.4,8.8,"カクレミノ",57,58,59.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB428","nWB428",50,60,8,6.1,"ヤブニッケイ",52.5,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB122","nWB122",50,60,0.3,0.7,"イヌガシ",57.2,59.9,64.5,"","","成長良い","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB126","nWB126",50,60,2.6,8,"サカキ",76.2,77.4,77.7,"G90測定ミス","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB127","nWB127",50,60,2.8,7.8,"イスノキ",42.4,42.8,44.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB128","nWB128",50,60,2,6.4,"イスノキ",27.5,27.5,27.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC393","nWB129",50,60,2,1.5,"カゴノキ",52.5,54.5,57.2,"","","","20071123","20121112","20171010","","nWB129","nWC393",0,0,0,0,0,0,0,0,0
"nWB425","nWB425",50,60,9.1,2.1,"サカキ",48.4,48.9,49.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB426","nWB426",50,60,9.5,3.9,"イスノキ",44.6,45.3,45.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB427","nWB427",50,60,5,4.4,"カクレミノ",38.5,39.4,40.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nW_306","nWB428",50,60,8,6.1,"ヤブニッケイ",14.29,14.4,NA,"前回測り忘れ・WZ304~WZ306同株","同株成木死亡","nWB428と同株，低木データより移行、伐採",NA,"20121114","20171010","","","",0,0,1,-1,-1,-1,0,0,0
"nWB429","nWB429",50,60,8.4,9.1,"イイギリ",196,201,204.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC392","nWB769",50,60,7.5,0.5,"イスノキ",15.14,15.7,15.8,"低木データより移行, 番号付替必要","新規野帳にもデータあり（新規野帳では枠内Xが7.8)","dY_2597付き","20071221","20121112","20171010","","nWB769","nWC392",0,0,0,-1,1,0,0,0,0
"nWC388","nWB135",50,70,1.4,8.7,"イスノキ",143.3,144.8,145.5,"G02測定ミス","","","20071123","20121112","20171010","","nWB135","nWC388",0,0,0,0,0,0,0,0,0
"nWB136","nWB136",50,70,1.9,7.4,"ネズミモチ",27.5,27.6,27.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC390","nWB137",50,70,2.5,5.3,"サカキ",38,38.5,39.9,"","","","20071123","20121112","20171010","","nWB137","nWC390",0,0,0,0,0,0,0,0,0
"nWB138","nWB138",50,70,1.4,3.5,"ヤブツバキ",30,29.9,29.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB139","nWB139",50,70,3.2,2,"ヤブツバキ",83.2,84,85.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB140","nWB140",50,70,3.7,4.2,"サカキ",23.4,23.3,23.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB442","nWB442",50,70,6.4,1.4,"イスノキ",25,25,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB443","nWB443",50,70,6.3,3.3,"イスノキ",33.5,33.6,33.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC391","nWB444",50,70,9.7,4.3,"イスノキ",15.3,15.8,15.7,"G90,92過大","","90と92年は測定ミスのため，加入は2012年とする","20071123","20121112","20171010","","nWB444","nWC391",0,0,0,-1,1,0,0,0,0
"nWB445","nWB445",50,70,8.2,6.7,"ヒサカキ",22,22,22,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB446","nWB446",50,70,9.3,7.5,"サカキ",17.4,17.6,17.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB144","nWB144",50,80,2.3,5.7,"イヌマキ",45.6,45.9,47.4,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB145","nWB145",50,80,4.7,1.9,"ヤブツバキ",33.2,33,33.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB146","nWB146",50,80,0.9,2.1,"イスノキ",137.2,136.4,137.2,"","前回ミス？","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC389","nWB147",50,80,2.7,9.4,"イスノキ",100.5,101,101,"","","","20071123","20121112","20171010","","nWB147","nWC389",0,0,0,0,0,0,0,0,0
"nWB148","nWB148",50,80,3.5,8.5,"ヤブツバキ",17.4,17.3,16.9,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB447","nWB447",50,80,7.7,1.5,"イスノキ",49.5,49.5,49.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB449","nWB449",50,80,5.7,7.3,"サカキ",15.4,15.4,15.2,"G90,92過大","","90年は測定ミス","20071123","20121112","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"nWB450","nWB450",50,80,9,8.9,"サカキ",21,21.9,23.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB770","nWB770",50,80,9.5,6.3,"イスノキ",182.4,182.4,183.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB462","nWB462",50,90,9.4,6.7,"クロキ",19.6,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB149","nWB149",50,90,3,1.3,"スダジイ",326.5,325.8,325.4,"","前回ミス？","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB771","nWB149",50,90,3,1.3,"スダジイ",20.5,18,22.1,"WB149の萌芽","新規ノートにあり転記済み，前回測定ミス？","枯れかけ，2007年にラベルつけ忘れのため，今回ラベルをつける","20071123","20121112","20171010","","","nWC368",0,0,0,0,0,0,0,0,0
"nWB150","nWB150",50,90,4.8,1.4,"ヤブツバキ",24.6,24.8,25,"番号重複","No.WB150確認済","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB151","nWB151",50,90,3.7,2.4,"イスノキ",60,60.3,60.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB152","nWB152",50,90,0.5,5.2,"イスノキ",17,17,16.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB153","nWB153",50,90,2.7,6.8,"イスノキ",115.6,116,116.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB154","nWB154",50,90,1.2,7.1,"イスノキ",16.4,16.6,16.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC387","nWB460",50,90,9.7,2.2,"イスノキ",124.8,126.9,127.7,"","","","20071123","20121112","20171010","","nWB460","nWC387",0,0,0,0,0,0,0,0,0
"nWB461","nWB461",50,90,7.4,3.9,"ヤブツバキ",17,17,16.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"dY_1618","dY_1618",60,0,6.7,2.3,"サカキ",14.11,14.1,NA,"ツルが巻き付き傾く","ツルなし,傾きなし","低木データより移行、立枯",NA,"20121113","20171010","","","",0,0,1,-1,-1,-1,0,0,0
"nWB355","nWB355",60,0,1.8,1.5,"イヌマキ",23.9,23.9,25.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC543","nWB356",60,0,0.4,2.6,"ヤブツバキ",52.2,52.6,54.9,"","","","20071123","20121112","20171010","","nWB356","nWC543",0,0,0,0,0,0,0,0,0
"nWB357","nWB357",60,0,3.4,1.5,"ヤブツバキ",68.1,69.5,71.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB358","nWB358",60,0,4.7,1.2,"イヌマキ",41.2,41.3,42.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB359","nWB359",60,0,4.4,3.2,"ヤブツバキ",62.7,64.9,69.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB360","nWB360",60,0,3.4,3.8,"モッコク",107.7,111,114.5,"G90測定ミス","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC544","nWB361",60,0,0.4,6,"ヤブツバキ",35.7,35.9,36.9,"","","","20071123","20121112","20171010","","nWB361","nWC544",0,0,0,0,0,0,0,0,0
"nWB362","nWB362",60,0,0.7,8,"モッコク",62.3,62.2,NA,"","ツル巻き付き、弱ってる","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB363","nWB363",60,0,4,9.3,"ヤブツバキ",43.1,43.1,43.2,"G92測定ミス","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB612","nWB612",60,0,9,2.4,"ヤブツバキ",21.7,22.1,23.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB613","nWB613",60,0,6,1.5,"ヒサカキ",28.3,28.5,29,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB614","nWB614",60,0,9,5,"ヤブツバキ",46.5,48.2,51.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB368","nWB368",60,10,3.2,3.3,"モチノキ",135.6,137.4,NA,"","斜め","根返り枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB369","nWB369",60,10,0.1,7,"クロキ",33.4,33.7,34.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB370","nWB370",60,10,1,8.9,"サカキ",62.9,63.8,64,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB371","nWB371",60,10,3.2,8.9,"サカキ",71.3,72.5,74.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB617","nWB617",60,10,9.8,2.4,"ヤブニッケイ",58.8,60,65.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB619","nWB619",60,10,9,6,"ヤブツバキ",27.6,27.9,28.2,"Gap下","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB620","nWB620",60,10,7,6,"バリバリノキ",22.5,22.4,NA,"","葉少ない","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWC545","nWB623",60,10,5.1,8.8,"カゴノキ",17.7,18,18,"","","","20071123","20121112","20171010","","nWB623","nWC545",0,0,0,0,0,0,0,0,0
"nWB625","nWB625",60,20,5.4,3.9,"サカキ",72.3,NA,NA,"","幹折れ、Gap近く","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWC460","dY_1646",60,20,9.5,8.3,"ホソバタブ",12.32,14,16.4,"","","低木データより移行、Gap内",NA,"20121114","20171010","","dY_1646","nWC460",0,0,0,-1,-1,1,0,0,0
"nW_742","nW_742",60,20,9.8,9.99,"ヤブツバキ",13.6,14.8,19.6,"","","低木データより移行、Gap内",NA,"20121114","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWB372","nWB372",60,20,0.9,0.5,"ヤブツバキ",20,20.8,21.6,"","林冠の下","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB373","nWB373",60,20,3.4,1,"カクレミノ",32,35.9,39.9,"","Gapに向かって伸びる","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB374","nWB374",60,20,1,1.8,"オガタマノキ",236.3,240.5,247.7,"","Gap横","成長良い","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC549","nWB375",60,20,0.3,2.7,"ヤブツバキ",40.9,44.1,45.7,"","Gap近く","","20071123","20121112","20171010","","nWB375","nWC549",0,0,0,0,0,0,0,0,0
"nWC546","nWB376",60,20,3.6,3.5,"ヤブツバキ",28,29.4,30.2,"","Gap横","","20071123","20121112","20171010","","nWB376","nWC546",0,0,0,0,0,0,0,0,0
"nWC547","nWB377",60,20,4.9,5.3,"ヤブツバキ",25,27.8,30.1,"","Gap横","","20071123","20121112","20171010","","nWB377","nWC547",0,0,0,0,0,0,0,0,0
"nWC548","nWB378",60,20,2,6.1,"イスノキ",68.8,75,81.5,"","Gap横","","20071123","20121112","20171010","","nWB378","nWC548",0,0,0,0,0,0,0,0,0
"nWB379","nWB379",60,20,4,7.3,"イスノキ",29.7,33.1,36.1,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB380","nWB380",60,20,1.1,7.9,"イヌマキ",101.3,109,118.1,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC459","nWB622",60,20,8.2,1.4,"ヒメコウゾ",40.2,61.2,80,"","Gap横","成長良い","20071123","20121112","20171010","","nWB622","nWC459",0,0,0,0,0,0,0,0,0
"nWC421","nWC421",60,20,9.5,3,"ネズミモチ",15.39,19.4,24.2,"低木データより移行, 番号付替必要","Gap横、二又、太い方測定","","20071222","20121112","20171010","","","",0,0,0,-1,1,0,0,0,0
"nWC550","nYB957",60,20,6,0.8,"ヤブツバキ",36.6,41.3,46.3,"Gap下","Gap横","","20071123","20121112","20171010","","nYB957","nWC550",0,0,0,0,0,0,0,0,0
"nYB958","nYB958",60,20,6.5,5.2,"ヤブツバキ",21.5,25,29,"Gap近く","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC461","nYB959",60,20,9,7.7,"イヌビワ",31.7,34.7,39.6,"Gap下","Gap下","","20071123","20121112","20171010","","nYB959","nWC461",0,0,0,0,0,0,0,0,0
"nYB960","nYB960",60,20,8.2,8,"イヌビワ",25.8,36.2,38.6,"Gap下","Gap下","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYB961","nYB961",60,20,5.2,2,"ヤブツバキ",15,15.1,15.1,"低木データより移行, 番号付替必要","","","20071222","20121112","20171010","","","",0,0,0,-1,-1,-1,0,0,0
"dY_1680","dY_1680",60,30,7.9,6.9,"ヤブツバキ",10.21,14.8,19.2,"","","低木データより移行",NA,"20121114","20171010","","","",0,0,0,-1,-1,1,0,0,0
"dY_1687","dY_1687",60,30,5.2,9.7,"ヤブツバキ",13.1,15.1,16.5,"","稚樹データから移行","",NA,"20121114","20171010","","","",0,0,0,-1,-1,1,0,0,0
"nWB390","nWB390",60,30,4.9,2.1,"ヤブツバキ",68.2,73,77,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC465","nWB392",60,30,4,5,"ヒサカキ",18.5,20,23,"","Gap直下","ツル込み測定","20071123","20121112","20171010","","nWB392","nWC465",0,0,0,0,0,0,0,0,0
"nWB393","nWB393",60,30,3.4,5.2,"ヤブツバキ",44.2,44.6,44.9,"先幹折","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC466","nWB395",60,30,3,2.1,"サカキ",16,18.6,19.8,"黄ダイモ1666","Gap横","","20071123","20121112","20171010","","nWB395","nWC466",0,0,0,0,0,0,0,0,0
"nWC464","nWB631",60,30,8.6,1.3,"ヤブツバキ",21.2,22.5,23,"","倒木巻き込まれ生存、Gap横","","20071123","20121112","20171010","","nWB631","nWC464",0,0,0,0,0,0,0,0,0
"nWB632","nWB632",60,30,8.8,2.6,"ヤブツバキ",16.5,17.4,NA,"","倒木巻き込まれ生存、Gap横","倒木下消失不明","20071123","20121112","20171010","備考","","",0,0,1,0,0,0,0,0,0
