#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,高嶋敦史,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Yakushima-sugirin (YS-EC1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,屋久島スギ林(天文の森),,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,YS-EC1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#/note,,"基準XYは２０ｍごとの２０ｍ方形区の座標で、幹のX,Yはそれぞれの基準XYからの幹の根元位置の座標です。->10m meshに",,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）、メッシュ記号の行は削除した,,,,,,,,,,,,,,,,
#,20080710,tag_no=W44 種名空欄-->サクラツツジへ。おそらく（石原・新山）,,,,,,,,,,,,,,,,
#,20090919,tag_no= F92とW157は樹種が異なるのに同じindv_no-->別個体へ（石原）,,,,,,,,,,,,,,,,
#,,W157のnote07に「F92と162007同株（4個体同株）」とあり、位置も同じなので、F92と162007は同株、W156とW157が同株に修正（石原）,,,,,,,,,,,,,,,,
#,20100810,"mesh,stemのXY座標を10m-meshに変換、originalを別の列に残す(鈴木）",,,,,,,,,,,,,,,,
#,20101116,E369はmesh内座標がnaのため、10m-meshはとりあえずひとつ上のデータと同じにした,,,,,,,,,,,,,,,,
#,,tag=W123重複-> -1 -2をつけた,,,,,,,,,,,,,,,,
#,20130208,データチェック（佐伯）,,,,,,,,,,,,,,,,
#,,*　（アスタリスク）をNCのデータ整理上、ndとする。,,,,,,,,,,,,,,,,
#,,tag_no=R59が重複。片方をR59-2とする。,,,,,,,,,,,,,,,,
#,20130301,"tag_no=60029, 60039, 20041, 90022, 120001, 100021, 100037, 110016, 130005, 182004, 150034, 180011, R168は、前回測定値とやや値が異なるので、次回調査時に再度確認されたい。（佐伯）",,,,,,,,,,,,,,,,
#,20171111,データ確認（日野貴文）,,,,,,,,,,,,,,,,
#,,gbhのセルに大文字のNA→モニ1000フォーマットに従い小文字のnaに,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","note07","note12","s_date07","s_date12","mesh_xcord_original","mesh_ycord_original","stem_xcord_original","stem_ycord_original","tag_no_2012","indv_no_2012","dl07","dl12","rec07","rec12","error07","error12"
"20","50","122010","122010","3.0 ","2.5 ","ハイノキ",14.3,15.7,"GBH<15cm",NA,"20070916",20120905,20,40,"3.0 ","12.5 ","122010","122010",0,0,-1,1,0,0
"30","40","W148","W148","8.5 ","6.0 ","ハイノキ",15.1,NA,NA,NA,"20070916",20120905,20,40,"18.5 ","6.0 ","W148","W148",0,1,-1,-1,0,0
"30","50","W151","W151","6.0 ","4.4 ","イヌガシ",16.9,20.1,NA,NA,"20070916",20120905,20,40,"16.0 ","14.4 ","W151","W151",0,0,0,0,0,0
"20","30","Rec12-200","122002","3.5 ","10.0 ","ハイノキ",NA,17.1,NA,NA,NA,20120905,20,40,"3.5 ","0.0 ","Rec12-200","122002",0,0,-1,1,0,0
"20","30","Rec12-201","122002","3.5 ","10.0 ","ハイノキ",NA,15.4,NA,NA,NA,20120905,20,40,"3.5 ","0.0 ","Rec12-201","122002",0,0,-1,-1,0,0
"30","40","Rec12-207","Rec12-207","8.0 ","2.0 ","ハイノキ",NA,15.2,NA,"9BLK",NA,20120905,20,40,"18.0 ","2.0 ","Rec12-207","Rec12-207",0,0,-1,-1,0,0
"30","40","Rec12-208","Rec12-208","9.5 ","9.5 ","シキミ",NA,17.1,NA,NA,NA,20120905,20,40,"19.5 ","9.5 ","Rec12-208","Rec12-208",0,0,-1,1,0,0
"30","40","Rec12-212","Rec12-212","6.5 ","7.0 ","ハイノキ",NA,18.5,NA,NA,NA,20120905,20,40,"16.5 ","7.0 ","Rec12-212","Rec12-212",0,0,-1,1,0,0
"30","40","Rec12-214","Rec12-214","3.5 ","1.0 ","ハイノキ",NA,16.3,NA,NA,NA,20120905,20,40,"13.5 ","1.0 ","Rec12-214","Rec12-214",0,0,-1,1,0,0
"20","40","Rec12-215","Rec12-215","3.0 ","2.5 ","ハイノキ",NA,20.8,NA,NA,NA,20120905,20,40,"3.0 ","2.5 ","Rec12-215","Rec12-215",0,0,-1,1,0,0
"20","40","Rec12-216","122005","2.5 ","2.3 ","ハイノキ",NA,19,NA,NA,NA,20120905,20,40,"2.5 ","2.3 ","Rec12-216","122005",0,0,-1,1,0,0
"20","40","Rec12-219","Rec12-219","3.5 ","4.0 ","ハイノキ",NA,16.2,NA,NA,NA,20120905,20,40,"3.5 ","4.0 ","Rec12-219","Rec12-219",0,0,-1,1,0,0
"20","40","Rec12-220","Rec12-220","6.2 ","0.8 ","ハイノキ",NA,15.5,NA,NA,NA,20120905,20,40,"6.2 ","0.8 ","Rec12-220","Rec12-220",0,0,-1,-1,0,0
"20","40","Rec12-221","Rec12-221","1.2 ","3.3 ","ハイノキ",NA,16,NA,NA,NA,20120905,20,40,"1.2 ","3.3 ","Rec12-221","Rec12-221",0,0,-1,1,0,0
"20","40","Rec12-222","Rec12-221","1.2 ","3.3 ","ハイノキ",NA,16.9,NA,NA,NA,20120905,20,40,"1.2 ","3.3 ","Rec12-222","Rec12-221",0,0,-1,1,0,0
"20","50","Rec12-224","Rec12-224","5.0 ","6.5 ","ハイノキ",NA,16.4,NA,NA,NA,20120905,20,40,"5.0 ","16.5 ","Rec12-224","Rec12-224",0,0,-1,1,0,0
"30","50","Rec12-225","120020","10.0 ","5.0 ","サクラツツジ",NA,21.7,NA,NA,NA,20120905,20,40,"20.0 ","15.0 ","Rec12-225","120020",0,0,-1,1,0,0
"50","40","82016","82017","8.0 ","0.5 ","ハイノキ",17.7,18.8,NA,NA,"20070916",20120905,40,40,"18.0 ","0.5 ","82016","82017",0,0,0,0,0,0
"50","40","82017","82017","8.0 ","0.5 ","ハイノキ",18.7,19.5,NA,NA,"20070916",20120905,40,40,"18.0 ","0.5 ","82017","82017",0,0,0,0,0,0
"40","50","120020","120020","0.5 ","4.0 ","サクラツツジ",29.3,30.5,"旧プレート479",NA,"20070916",20120905,40,40,"0.5 ","14.0 ","120020","120020",0,0,0,0,0,0
"40","40","130001","130001","1.0 ","1.0 ","サクラツツジ",49.7,50,NA,NA,"20070916",20120905,40,40,"1.0 ","1.0 ","130001","130001",0,0,0,0,0,0
"40","40","130002","130002","2.5 ","2.5 ","スギ",429.3,456.4,NA,"幹分れの下で２本まとめて","20070916",20120905,40,40,"2.5 ","2.5 ","130002","130002",0,0,0,0,0,0
"40","40","130003","130003","2.0 ","3.2 ","スギ",168,NA,NA,"GBH測定不能に","20070916",20120905,40,40,"2.0 ","3.2 ","130003","130003",0,0,0,0,0,1
"40","40","130004","130004","2.0 ","3.0 ","サクラツツジ",57.5,54.5,NA,NA,"20070916",20120905,40,40,"2.0 ","3.0 ","130004","130004",0,0,0,0,0,0
"40","40","130005","130005","3.0 ","4.0 ","アセビ",105.1,78.3,"R354",NA,"20070916",20120905,40,40,"3.0 ","4.0 ","130005","130005",0,0,0,0,0,0
"40","40","130006","130006","9.5 ","1.0 ","スギ",167.3,167,NA,NA,"20070916",20120905,40,40,"9.5 ","1.0 ","130006","130006",0,0,0,0,0,0
"50","40","130007","130007","1.0 ","2.0 ","スギ",228.7,NA,NA,NA,"20070916",20120905,40,40,"11.0 ","2.0 ","130007","130007",0,1,0,0,0,0
"50","40","130008","130008","4.5 ","5.0 ","スギ",306.6,303,NA,NA,"20070916",20120905,40,40,"14.5 ","5.0 ","130008","130008",0,0,0,0,0,0
"50","40","130011","130011","8.8 ","5.6 ","スギ",262,261,NA,NA,"20070916",20120905,40,40,"18.8 ","5.6 ","130011","130011",0,0,0,0,0,0
"50","40","130012","130012","4.5 ","8.0 ","スギ",142.9,142.9,NA,NA,"20070916",20120905,40,40,"14.5 ","8.0 ","130012","130012",0,0,0,0,0,0
"50","40","130013","130013","8.0 ","0.5 ","ハイノキ",26.6,26.9,NA,NA,"20070916",20120905,40,40,"18.0 ","0.5 ","130013","130013",0,0,0,0,0,0
"50","40","130014","130014","8.5 ","1.2 ","ハイノキ",29.5,30.3,NA,NA,"20070916",20120905,40,40,"18.5 ","1.2 ","130014","130014",0,0,0,0,0,0
"50","50","130017","130017","6.5 ","7.5 ","スギ",336.6,336.6,NA,NA,"20070916",20120905,40,40,"16.5 ","17.5 ","130017","130017",0,0,0,0,0,0
"50","40","132005","132005","3.5 ","3.5 ","シロダモ",17.6,18.1,NA,NA,"20070916",20120905,40,40,"13.5 ","3.5 ","132005","132005",0,0,0,0,0,0
"40","40","132006","132006","0.5 ","1.5 ","シキミ",32.9,34.3,NA,NA,"20070916",20120905,40,40,"0.5 ","1.5 ","132006","132006",0,0,0,0,0,0
"50","50","132008","132008","3.0 ","2.0 ","ハイノキ",15,17.8,NA,NA,"20070916",20120905,40,40,"13.0 ","12.0 ","132008","132008",0,0,-1,1,0,0
"50","40","132009","132009","2.5 ","8.0 ","ハイノキ",18,NA,"W175, 幹裂け測定位置変更",NA,"20070916",20120905,40,40,"12.5 ","8.0 ","132009","132009",0,1,0,0,0,0
"50","40","132010","132010","4.5 ","4.0 ","シロダモ",22.2,23.8,NA,NA,"20070916",20120905,40,40,"14.5 ","4.0 ","132010","132010",0,0,0,0,0,0
"50","40","132011","132011","2.5 ","8.5 ","ハイノキ",23.5,22.5,NA,NA,"20070916",20120905,40,40,"12.5 ","8.5 ","132011","132011",0,0,0,0,0,0
"40","50","180031","180031","3.5 ","8.5 ","スギ",290.2,292.6,"13BLK",NA,"20070916",20120905,40,40,"3.5 ","18.5 ","180031","180031",0,0,0,0,0,0
"40","50","180032","180032","0.8 ","9.0 ","スギ",278,289.5,"13BLK，D874","D873","20070916",20120905,40,40,"0.8 ","19.0 ","180032","180032",0,0,0,0,0,0
"40","50","180033","180033","0.8 ","9.0 ","スギ",256,255.8,"13BLK",NA,"20070916",20120905,40,40,"0.8 ","19.0 ","180033","180033",0,0,0,0,0,0
"40","50","180035","180036","0.5 ","8.0 ","ハイノキ",38.3,42.5,"13BLK",NA,"20070916",20120905,40,40,"0.5 ","18.0 ","180035","180036",0,0,0,0,0,0
"40","50","180036","180036","0.5 ","8.0 ","ハイノキ",38.8,40.2,"13BLK",NA,"20070916",20120905,40,40,"0.5 ","18.0 ","180036","180036",0,0,0,0,0,0
"50","50","182004","182004","3.6 ","8.5 ","ハイノキ",25.2,14.2,"13BLK","GBH<15cm","20070916",20120905,40,40,"13.6 ","18.5 ","182004","182004",0,0,0,0,0,0
"40","50","D876","D876","1.0 ","6.5 ","サクラツツジ",16,17.7,NA,NA,"20070916",20120905,40,40,"1.0 ","16.5 ","D876","D876",0,0,0,0,0,0
"40","50","D878","D878","9.5 ","2.0 ","シロダモ",28.7,30.1,NA,NA,"20070916",20120905,40,40,"9.5 ","12.0 ","D878","D878",0,0,0,0,0,0
"50","50","D881","D881","0.5 ","4.5 ","ハイノキ",17.7,19.3,NA,NA,"20070916",20120905,40,40,"10.5 ","14.5 ","D881","D881",0,0,0,0,0,0
"50","40","R348","R348","1.0 ","7.5 ","ハイノキ",17.6,18.8,"釘上で測定",NA,"20070916",20120905,40,40,"11.0 ","7.5 ","R348","R348",0,0,0,0,0,0
"40","40","R349","R349","9.0 ","10.0 ","サザンカ",37.5,39,NA,NA,"20070916",20120905,40,40,"9.0 ","10.0 ","R349","R349",0,0,0,0,0,0
"40","40","R350","R350","10.0 ","10.0 ","ヒサカキ",29.4,30,NA,NA,"20070916",20120905,40,40,"10.0 ","10.0 ","R350","R350",0,0,0,0,0,0
"40","50","R351","R351","7.0 ","7.0 ","ハイノキ",17,NA,NA,"発見できず","20070916",20120905,40,40,"7.0 ","17.0 ","R351","R351",0,1,0,0,0,0
"40","50","R353","R353","1.0 ","3.0 ","アセビ",19.2,19.9,NA,NA,"20070916",20120905,40,40,"1.0 ","13.0 ","R353","R353",0,0,0,0,0,0
"40","50","R355","R355","1.0 ","1.5 ","アセビ",28,29,NA,NA,"20070916",20120905,40,40,"1.0 ","11.5 ","R355","R355",0,0,0,0,0,0
"40","50","R356","R356","3.5 ","7.0 ","サクラツツジ",15,16.2,NA,NA,"20070916",20120905,40,40,"3.5 ","17.0 ","R356","R356",0,0,-1,1,0,0
NA,NA,"R352","180036",NA,NA,"ハイノキ",NA,30.7,"測定漏れ",NA,"20070916",20120905,40,40,NA,NA,"R352","180036",0,0,0,0,1,0
"60","40","80001","80001","0.4 ","0.1 ","スギ",NA,256.2,"測定漏れ",NA,"20070916",20120905,60,40,"0.4 ","0.1 ","80001","80001",0,0,0,0,1,0
"60","40","140001","140001","4.0 ","4.0 ","スギ",193.4,195.6,NA,NA,"20070916",20120905,60,40,"4.0 ","4.0 ","140001","140001",0,0,0,0,0,0
"60","40","140002","140002","7.5 ","3.5 ","スギ",325.6,336.6,NA,NA,"20070916",20120905,60,40,"7.5 ","3.5 ","140002","140002",0,0,0,0,0,0
"60","40","140003","140003","8.0 ","3.5 ","サクラツツジ",39.6,39.4,NA,"先折","20070916",20120905,60,40,"8.0 ","3.5 ","140003","140003",0,0,0,0,0,0
"60","40","140004","140004","9.0 ","3.5 ","スギ",289.4,299.3,NA,NA,"20070916",20120905,60,40,"9.0 ","3.5 ","140004","140004",0,0,0,0,0,0
"60","40","140006","140006","9.5 ","3.2 ","サクラツツジ",57.8,59,NA,NA,"20070916",20120905,60,40,"9.5 ","3.2 ","140006","140006",0,0,0,0,0,0
"70","40","140007","140007","3.5 ","7.0 ","モミ",532.7,NA,NA,NA,"20070916",20120905,60,40,"13.5 ","7.0 ","140007","140007",0,1,0,0,0,0
"70","50","140011","140011","0.5 ","2.0 ","サカキ",36,38.9,NA,NA,"20070916",20120905,60,40,"10.5 ","12.0 ","140011","140011",0,0,0,0,0,0
"70","50","140012","140012","7.5 ","2.5 ","スギ",146,154,NA,NA,"20070916",20120905,60,40,"17.5 ","12.5 ","140012","140012",0,0,0,0,0,0
"70","50","140014","140014","5.5 ","3.0 ","サクラツツジ",34.5,43,NA,NA,"20070916",20120905,60,40,"15.5 ","13.0 ","140014","140014",0,0,0,0,0,0
"70","50","140017","140017","6.0 ","8.0 ","スギ",201.9,205.1,NA,NA,"20070916",20120905,60,40,"16.0 ","18.0 ","140017","140017",0,0,0,0,0,0
"60","40","140020","140020","1.0 ","7.5 ","スギ",240,242.8,NA,"C972と同一","20070916",20120905,60,40,"1.0 ","7.5 ","140020","140020",0,0,0,0,0,0
"70","50","170003","170003","9.0 ","9.5 ","スギ",144,146.5,NA,NA,"20070916",20120905,60,40,"19.0 ","19.5 ","170003","170003",0,0,0,0,0,0
"60","40","142001","142001","4.0 ","3.5 ","シロダモ",34,37.7,NA,NA,"20070916",20120905,60,40,"4.0 ","3.5 ","142001","142001",0,0,0,0,0,0
"60","40","142003","142003","7.5 ","4.5 ","ハイノキ",18,19.8,NA,NA,"20070916",20120905,60,40,"7.5 ","4.5 ","142003","142003",0,0,0,0,0,0
"60","40","142004","142004","7.8 ","4.5 ","ハイノキ",21.7,25.5,NA,NA,"20070916",20120905,60,40,"7.8 ","4.5 ","142004","142004",0,0,0,0,0,0
"70","40","142005","142005","7.0 ","4.5 ","ハイノキ",15.5,NA,NA,NA,"20070916",20120905,60,40,"17.0 ","4.5 ","142005","142005",0,1,-1,-1,0,0
"60","40","142007","142007","9.9 ","6.0 ","ハイノキ",19.4,21,NA,"樹種訂正","20070916",20120905,60,40,"9.9 ","6.0 ","142007","142007",0,0,0,0,0,0
"60","40","142010","142010","9.5 ","6.0 ","サクラツツジ",32,31.2,NA,NA,"20070916",20120905,60,40,"9.5 ","6.0 ","142010","142010",0,0,0,0,0,0
"70","50","142011","142011","9.0 ","2.0 ","ハイノキ",19.5,20.8,NA,NA,"20070916",20120905,60,40,"19.0 ","12.0 ","142011","142011",0,0,0,0,0,0
"60","50","142012","142012","7.5 ","0.5 ","ハイノキ",24.5,NA,NA,NA,"20070916",20120905,60,40,"7.5 ","10.5 ","142012","142012",0,1,0,0,0,0
"60","50","142013","142013","8.0 ","0.2 ","ハイノキ",15.6,NA,NA,NA,"20070916",20120905,60,40,"8.0 ","10.2 ","142013","142013",0,1,-1,-1,0,0
"70","50","142015","142015","5.0 ","6.5 ","シロダモ",25.1,28.8,NA,NA,"20070916",20120905,60,40,"15.0 ","16.5 ","142015","142015",0,0,0,0,0,0
"60","50","142016","142016","9.8 ","1.5 ","イヌガシ",26.3,30,NA,NA,"20070916",20120905,60,40,"9.8 ","11.5 ","142016","142016",0,0,0,0,0,0
"60","50","142017","142017","8.5 ","4.5 ","シキミ",21,25,NA,NA,"20070916",20120905,60,40,"8.5 ","14.5 ","142017","142017",0,0,0,0,0,0
"60","50","142018","142018","9.5 ","7.0 ","シロダモ",27.4,31.2,NA,NA,"20070916",20120905,60,40,"9.5 ","17.0 ","142018","142018",0,0,0,0,0,0
"70","50","142019","142019","1.0 ","7.0 ","シロダモ",20,NA,NA,NA,"20070916",20120905,60,40,"11.0 ","17.0 ","142019","142019",0,1,0,0,0,0
"70","50","142020","142020","7.2 ","2.0 ","ハイノキ",15.6,NA,NA,NA,"20070916",20120905,60,40,"17.2 ","12.0 ","142020","142020",0,1,-1,-1,0,0
"60","50","170024","170024","1.5 ","9.5 ","ヤマグルマ",33.5,35,"14BLK",NA,"20070916",20120905,60,40,"1.5 ","19.5 ","170024","170024",0,0,0,0,0,0
"60","50","170025","170025","1.0 ","9.5 ","スギ",212,212,"14BLK",NA,"20070916",20120905,60,40,"1.0 ","19.5 ","170025","170025",0,0,0,0,0,0
"60","50","C965","C965","1.0 ","6.0 ","シロダモ",22.8,26.5,NA,NA,"20070916",20120905,60,40,"1.0 ","16.0 ","C965","C965",0,0,0,0,0,0
"60","50","C966","C966","0.5 ","5.5 ","シロダモ",31.2,36.8,NA,NA,"20070916",20120905,60,40,"0.5 ","15.5 ","C966","C966",0,0,0,0,0,0
"60","50","C968","142014","8.5 ","1.0 ","シロダモ",18.9,22.3,NA,NA,"20070916",20120905,60,40,"8.5 ","11.0 ","C968","142014",0,0,0,0,0,0
"60","50","C969","C969","8.0 ","7.0 ","ハイノキ",20.3,24,NA,NA,"20070916",20120905,60,40,"8.0 ","17.0 ","C969","C969",0,0,0,0,0,0
"60","40","C970","C970","9.0 ","0.3 ","サクラツツジ",21.1,23.1,"140006の枝?",NA,"20070916",20120905,60,40,"9.0 ","0.3 ","C970","C970",0,0,0,0,0,0
"70","50","R208","R208","8.0 ","10.0 ","ハイノキ",16.9,20.3,NA,NA,"20070916",20120905,60,40,"18.0 ","20.0 ","R208","R208",0,0,0,0,0,0
"70","40","R211","142009","5.5 ","5.5 ","シキミ",27.3,NA,NA,NA,"20070916",20120905,60,40,"15.5 ","5.5 ","R211","142009",0,1,0,0,0,0
"60","50","R213","R213","8.0 ","5.0 ","ハイノキ",16.5,17.9,NA,NA,"20070916",20120905,60,40,"8.0 ","15.0 ","R213","R213",0,0,0,0,0,0
"70","40","R214","142002","7.0 ","2.5 ","ハイノキ",21,25,NA,NA,"20070916",20120905,60,40,"17.0 ","2.5 ","R214","142002",0,0,0,0,0,0
"60","40","R215","142007","9.9 ","6.0 ","ハイノキ",19.4,NA,NA,NA,"20070916",20120905,60,40,"9.9 ","6.0 ","R215","142007",0,1,0,0,0,0
"60","40","R222","R222","5.0 ","4.0 ","ハイノキ",16.4,21,NA,NA,"20070916",20120905,60,40,"5.0 ","4.0 ","R222","R222",0,0,0,0,0,0
"60","50","R224","R213","8.0 ","5.2 ","ハイノキ",17.6,20.5,NA,NA,"20070916",20120905,60,40,"8.0 ","15.2 ","R224","R213",0,0,0,0,0,0
"70","40","R226","C943","9.5 ","9.5 ","ハイノキ",21,24.2,NA,NA,"20070916",20120905,60,40,"19.5 ","9.5 ","R226","C943",0,0,0,0,0,0
"70","50","R229","R229","6.0 ","9.0 ","シロダモ",18.5,21,NA,NA,"20070916",20120905,60,40,"16.0 ","19.0 ","R229","R229",0,0,0,0,0,0
"60","50","R249","142014","8.5 ","1.0 ","シロダモ",22.9,26.6,NA,NA,"20070916",20120905,60,40,"8.5 ","11.0 ","R249","142014",0,0,0,0,0,0
"60","50","W126","W126","8.0 ","6.0 ","ハイノキ",18,19.4,NA,NA,"20070916",20120905,60,40,"8.0 ","16.0 ","W126","W126",0,0,0,0,0,0
"60","40","W127","142007","9.9 ","6.0 ","ハイノキ",15.5,NA,"142007と同株",NA,"20070916",20120905,60,40,"9.9 ","6.0 ","W127","142007",0,1,-1,-1,0,0
"70","50","旧520","520","9.5 ","5.5 ","サザンカ",37.3,38.7,"〔要確認〕旧520は140020のスギ","旧520がスギでなくサザンカに","20070916",20120905,60,40,"19.5 ","15.5 ","旧520","520",0,0,0,0,0,0
"60","40","Rec14-001","Rec14-001","9.1 ","9.0 ","サクラツツジ",NA,15.8,NA,NA,NA,20120905,60,40,"9.1 ","9.0 ","Rec14-001","Rec14-001",0,0,-1,1,0,0
"60","50","Rec14-003","Rec14-003","5.8 ","3.6 ","シキミ",NA,17.5,NA,NA,NA,20120905,60,40,"5.8 ","13.6 ","Rec14-003","Rec14-003",0,0,-1,1,0,0
"60","50","Rec14-005","Rec14-005","7.6 ","6.3 ","ハイノキ",NA,16.2,NA,NA,NA,20120905,60,40,"7.6 ","16.3 ","Rec14-005","Rec14-005",0,0,-1,1,0,0
"60","50","Rec14-006","Rec14-006","5.8 ","7.0 ","ハイノキ",NA,15.2,NA,NA,NA,20120905,60,40,"5.8 ","17.0 ","Rec14-006","Rec14-006",0,0,-1,-1,0,0
"60","50","Rec14-007","Rec14-007","9.5 ","8.0 ","ハイノキ",NA,16,NA,NA,NA,20120905,60,40,"9.5 ","18.0 ","Rec14-007","Rec14-007",0,0,-1,1,0,0
"80","40","60033","60033","3.0 ","1.0 ","サクラツツジ",40.2,NA,NA,"発見できず","20070916",20120905,80,40,"3.0 ","1.0 ","60033","60033",0,1,0,0,0,0
"80","50","150001","150001","6.0 ","5.0 ","サザンカ",47.1,47.3,NA,NA,"20070916",20120905,80,40,"6.0 ","15.0 ","150001","150001",0,0,0,0,0,0
"80","50","150002","150002","6.5 ","5.0 ","ヒサカキ",38.5,39.1,NA,"プレートなし","20070916",20120905,80,40,"6.5 ","15.0 ","150002","150002",0,0,0,0,0,0
"80","50","150004","150004","6.8 ","5.0 ","スギ",146.6,151.3,NA,"釘位置で測定","20070916",20120905,80,40,"6.8 ","15.0 ","150004","150004",0,0,0,0,0,0
"80","50","150005","150005","4.3 ","5.5 ","ヤマグルマ",NA,61,"測定漏れ","150006の根元にプレート","20070916",20120905,80,40,"4.3 ","15.5 ","150005","150005",0,0,0,0,1,0
"80","50","150006","150006","6.0 ","5.0 ","ヤマグルマ",107.1,109.2,"R461","根元に150005のプレート","20070916",20120905,80,40,"6.0 ","15.0 ","150006","150006",0,0,0,0,0,0
"80","50","150007","150007","6.0 ","5.0 ","ヤマグルマ",96.7,100.8,"R407","R407タグ位置で測定（R461タグなら108.5cm）","20070916",20120905,80,40,"6.0 ","15.0 ","150007","150007",0,0,0,0,0,0
"80","50","150008","150008","7.0 ","5.0 ","スギ",390,404,NA,NA,"20070916",20120905,80,40,"7.0 ","15.0 ","150008","150008",0,0,0,0,0,0
"80","50","150009","150009","8.0 ","5.0 ","サクラツツジ",30.3,31.1,NA,NA,"20070916",20120905,80,40,"8.0 ","15.0 ","150009","150009",0,0,0,0,0,0
"90","50","150010","150010","4.0 ","8.0 ","スギ",404.7,424.8,"R405, W181上部つけ",NA,"20070916",20120905,80,40,"14.0 ","18.0 ","150010","150010",0,0,0,0,0,0
"90","40","150012","150012","1.0 ","10.0 ","ヤマグルマ",241,241,NA,NA,"20070916",20120905,80,40,"11.0 ","10.0 ","150012","150012",0,0,0,0,0,0
"90","50","150013","150012","0.5 ","1.0 ","ヤマグルマ",86.5,87,NA,NA,"20070916",20120905,80,40,"10.5 ","11.0 ","150013","150012",0,0,0,0,0,0
"90","50","150014","150012","0.3 ","1.0 ","ヤマグルマ",50,49.3,NA,NA,"20070916",20120905,80,40,"10.3 ","11.0 ","150014","150012",0,0,0,0,0,0
"80","40","150016","150016","7.0 ","9.5 ","サクラツツジ",42.1,43.2,NA,NA,"20070916",20120905,80,40,"7.0 ","9.5 ","150016","150016",0,0,0,0,0,0
"80","40","150017","150017","7.0 ","9.0 ","スギ",292.4,293.5,NA,NA,"20070916",20120905,80,40,"7.0 ","9.0 ","150017","150017",0,0,0,0,0,0
"80","40","150018","150018","8.0 ","7.0 ","スギ",278.5,288.3,NA,NA,"20070916",20120905,80,40,"8.0 ","7.0 ","150018","150018",0,0,0,0,0,0
"80","40","150019","150019","5.0 ","5.0 ","スギ",120.6,120.2,NA,NA,"20070916",20120905,80,40,"5.0 ","5.0 ","150019","150019",0,0,0,0,0,0
"80","40","150021","150021","2.0 ","6.0 ","スギ",209,207.5,NA,NA,"20070916",20120905,80,40,"2.0 ","6.0 ","150021","150021",0,0,0,0,0,0
"70","40","150027","150027","10.0 ","2.0 ","スギ",219.9,222.6,NA,"釘位置でG測定","20070916",20120905,80,40,"0.0 ","2.0 ","150027","150027",0,0,0,0,0,0
"80","40","150029","150029","2.0 ","3.5 ","スギ",235.7,243.2,NA,"釘位置でG測定","20070916",20120905,80,40,"2.0 ","3.5 ","150029","150029",0,0,0,0,0,0
"80","40","150030","150031","6.0 ","3.5 ","サクラツツジ",39.7,37.3,NA,NA,"20070916",20120905,80,40,"6.0 ","3.5 ","150030","150031",0,0,0,0,0,0
"80","40","150031","150031","6.0 ","3.5 ","サクラツツジ",50.8,50.8,NA,"釘位置でG測定","20070916",20120905,80,40,"6.0 ","3.5 ","150031","150031",0,0,0,0,0,0
"80","40","150032","150032","7.0 ","2.0 ","サクラツツジ",36.4,37.8,"プレート釘上75cmで測定","コブ外し","20070916",20120905,80,40,"7.0 ","2.0 ","150032","150032",0,0,0,0,0,0
"90","40","150033","150033","6.0 ","1.0 ","スギ",273.6,272.4,NA,NA,"20070916",20120905,80,40,"16.0 ","1.0 ","150033","150033",0,0,0,0,0,0
"90","40","150034","150034","8.0 ","4.0 ","ハリギリ",401.4,485.6,NA,"プレート30cm上で測定","20070916",20120905,80,40,"18.0 ","4.0 ","150034","150034",0,0,0,0,0,0
"90","50","150035","150035","9.5 ","6.0 ","ヤマグルマ",147.5,152,NA,"地上6mの釘位置で測定","20070916",20120905,80,40,"19.5 ","16.0 ","150035","150035",0,0,0,0,0,0
"90","50","150036","150034 ","9.0 ","5.2 ","ハリギリ",503.6,494,"プレート下で測定","150035のヤマグルマ込み","20070916",20120905,80,40,"19.0 ","15.2 ","150036","150034",0,0,0,0,0,0
