#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,高嶋敦史,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Yakushima-sugirin (YS-EC1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,屋久島スギ林(天文の森),,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,YS-EC1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#/note,,"基準XYは２０ｍごとの２０ｍ方形区の座標で、幹のX,Yはそれぞれの基準XYからの幹の根元位置の座標です。->10m meshに",,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）、メッシュ記号の行は削除した,,,,,,,,,,,,,,,,
#,20080710,tag_no=W44 種名空欄-->サクラツツジへ。おそらく（石原・新山）,,,,,,,,,,,,,,,,
#,20090919,tag_no= F92とW157は樹種が異なるのに同じindv_no-->別個体へ（石原）,,,,,,,,,,,,,,,,
#,,W157のnote07に「F92と162007同株（4個体同株）」とあり、位置も同じなので、F92と162007は同株、W156とW157が同株に修正（石原）,,,,,,,,,,,,,,,,
#,20100810,"mesh,stemのXY座標を10m-meshに変換、originalを別の列に残す(鈴木）",,,,,,,,,,,,,,,,
#,20101116,E369はmesh内座標がnaのため、10m-meshはとりあえずひとつ上のデータと同じにした,,,,,,,,,,,,,,,,
#,,tag=W123重複-> -1 -2をつけた,,,,,,,,,,,,,,,,
#,20130208,データチェック（佐伯）,,,,,,,,,,,,,,,,
#,,*　（アスタリスク）をNCのデータ整理上、ndとする。,,,,,,,,,,,,,,,,
#,,tag_no=R59が重複。片方をR59-2とする。,,,,,,,,,,,,,,,,
#,20130301,"tag_no=60029, 60039, 20041, 90022, 120001, 100021, 100037, 110016, 130005, 182004, 150034, 180011, R168は、前回測定値とやや値が異なるので、次回調査時に再度確認されたい。（佐伯）",,,,,,,,,,,,,,,,
#,20171111,データ確認（日野貴文）,,,,,,,,,,,,,,,,
#,,gbhのセルに大文字のNA→モニ1000フォーマットに従い小文字のnaに,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","note07","note12","s_date07","s_date12","mesh_xcord_original","mesh_ycord_original","stem_xcord_original","stem_ycord_original","tag_no_2012","indv_no_2012","dl07","dl12","rec07","rec12","error07","error12"
"80","20","Rec06-552","Rec06-552","8.0 ","10.0 ","サクラツツジ",NA,16,NA,NA,NA,20120905,80,20,"8.0 ","10.0 ","Rec06-552","Rec06-552",0,0,-1,1,0,0
"80","20","Rec06-555","Rec06-555","6.0 ","10.0 ","ハイノキ",NA,18,NA,NA,NA,20120905,80,20,"6.0 ","10.0 ","Rec06-555","Rec06-555",0,0,-1,1,0,0
"70","30","Rec06-557","Rec06-557","10.0 ","5.0 ","ハイノキ",NA,15,NA,NA,NA,20120905,80,20,"0.0 ","15.0 ","Rec06-557","Rec06-557",0,0,-1,-1,0,0
"70","20","40019","40019","2.5 ","0.5 ","スギ",152.3,152.2,NA,NA,"20070916",20120905,60,20,"12.5 ","0.5 ","40019","40019",0,0,0,0,0,0
"70","30","60039","60039","9.0 ","7.5 ","スギ",232.5,257.6,NA,"プレートなし","20070916",20120905,60,20,"19.0 ","17.5 ","60039","60039",0,0,0,0,0,0
"70","20","70001","C975","9.0 ","5.0 ","サクラツツジ",24.5,25.1,NA,NA,"20070916",20120905,60,20,"19.0 ","5.0 ","70001","C975",0,0,0,0,0,0
"70","20","70002","70002","9.1 ","5.3 ","サクラツツジ",NA,37.4,"測定漏れ",NA,"20070916",20120905,60,20,"19.1 ","5.3 ","70002","70002",0,0,0,0,1,0
"70","20","70004","70004","2.5 ","9.0 ","スギ",202.6,201,NA,NA,"20070916",20120905,60,20,"12.5 ","9.0 ","70004","70004",0,0,0,0,0,0
"70","30","70011","70011","8.0 ","8.0 ","サクラツツジ",29,27.5,NA,NA,"20070916",20120905,60,20,"18.0 ","18.0 ","70011","70011",0,0,0,0,0,0
"70","30","70012","70012","5.0 ","9.0 ","サカキ",48,50,NA,NA,"20070916",20120905,60,20,"15.0 ","19.0 ","70012","70012",0,0,0,0,0,0
"70","30","70013","70013","5.0 ","9.5 ","シラカシ",77.4,NA,NA,NA,"20070916",20120905,60,20,"15.0 ","19.5 ","70013","70013",0,1,0,0,0,0
"70","30","70014","70014","1.5 ","9.8 ","サカキ",53.9,58,NA,NA,"20070916",20120905,60,20,"11.5 ","19.8 ","70014","70014",0,0,0,0,0,0
"60","30","70015","70015","8.5 ","1.0 ","スギ",255.5,251.5,NA,"プレートなし","20070916",20120905,60,20,"8.5 ","11.0 ","70015","70015",0,0,0,0,0,0
"70","20","70016","70016","0.5 ","2.0 ","スギ",216.5,216.9,NA,NA,"20070916",20120905,60,20,"10.5 ","2.0 ","70016","70016",0,0,0,0,0,0
"60","20","70017","70017","2.5 ","3.0 ","サクラツツジ",47.9,47.3,NA,NA,"20070916",20120905,60,20,"2.5 ","3.0 ","70017","70017",0,0,0,0,0,0
"60","20","70019","70019","4.5 ","4.5 ","スギ",207.3,211,NA,NA,"20070916",20120905,60,20,"4.5 ","4.5 ","70019","70019",0,0,0,0,0,0
"60","30","70021","70021","1.0 ","0.5 ","スギ",211.7,216.4,NA,NA,"20070916",20120905,60,20,"1.0 ","10.5 ","70021","70021",0,0,0,0,0,0
"60","30","70022","70022","0.5 ","0.8 ","サクラツツジ",50.3,54.6,"プレート下ではG=75.9","プレート下ではG=78.0","20070916",20120905,60,20,"0.5 ","10.8 ","70022","70022",0,0,0,0,0,0
"60","30","70023","70022","0.5 ","0.8 ","サクラツツジ",21.6,21.7,NA,NA,"20070916",20120905,60,20,"0.5 ","10.8 ","70023","70022",0,0,0,0,0,0
"60","20","71002","71002","9.5 ","6.5 ","サクラツツジ",41,41.5,NA,NA,"20070916",20120905,60,20,"9.5 ","6.5 ","71002","71002",0,0,0,0,0,0
"70","30","72001","72001","8.5 ","2.0 ","ハイノキ",15.7,NA,NA,NA,"20070916",20120905,60,20,"18.5 ","12.0 ","72001","72001",0,1,0,0,0,0
"60","30","72002","72002","9.0 ","4.0 ","ハイノキ",18.5,19,NA,NA,"20070916",20120905,60,20,"9.0 ","14.0 ","72002","72002",0,0,0,0,0,0
"60","30","72003","72003","8.0 ","5.0 ","シロダモ",31.8,38.8,NA,NA,"20070916",20120905,60,20,"8.0 ","15.0 ","72003","72003",0,0,0,0,0,0
"60","30","72004","72004","8.0 ","5.0 ","ハイノキ",19.7,NA,NA,NA,"20070916",20120905,60,20,"8.0 ","15.0 ","72004","72004",0,1,0,0,0,0
"60","20","72005","72005","7.5 ","9.5 ","ハイノキ",27.3,NA,NA,NA,"20070916",20120905,60,20,"7.5 ","9.5 ","72005","72005",0,1,0,0,0,0
"60","20","72006","72006","8.5 ","8.5 ","ハイノキ",23,25,NA,NA,"20070916",20120905,60,20,"8.5 ","8.5 ","72006","72006",0,0,0,0,0,0
"60","30","72007","72007","9.5 ","0.2 ","サクラツツジ",25.8,27.7,NA,NA,"20070916",20120905,60,20,"9.5 ","10.2 ","72007","72007",0,0,0,0,0,0
"70","30","72008","72008","3.0 ","1.0 ","サクラツツジ",28.9,NA,NA,"発見できず","20070916",20120905,60,20,"13.0 ","11.0 ","72008","72008",0,1,0,0,0,0
"60","30","72009","72010","8.5 ","6.5 ","サクラツツジ",27,33.2,NA,NA,"20070916",20120905,60,20,"8.5 ","16.5 ","72009","72010",0,0,0,0,0,0
"60","30","72010","72010","8.5 ","6.5 ","サクラツツジ",29,29,NA,NA,"20070916",20120905,60,20,"8.5 ","16.5 ","72010","72010",0,0,0,0,0,0
"60","30","72011","72010","8.5 ","6.5 ","サクラツツジ",20.2,18.4,NA,NA,"20070916",20120905,60,20,"8.5 ","16.5 ","72011","72010",0,0,0,0,0,0
"60","20","72012","72012","8.5 ","9.0 ","シキミ",15,14.5,NA,"GBH<15cm，先枯","20070916",20120905,60,20,"8.5 ","9.0 ","72012","72012",0,0,-1,-1,0,0
"60","20","72013","72012","8.5 ","9.0 ","シキミ",14.8,18,"GBH<15cm",NA,"20070916",20120905,60,20,"8.5 ","9.0 ","72013","72012",0,0,-1,1,0,0
"70","30","R216","R216","7.5 ","8.0 ","ハイノキ",16.1,NA,NA,NA,"20070916",20120905,60,20,"17.5 ","18.0 ","R216","R216",0,1,0,0,0,0
"70","30","R218","72001","8.5 ","2.0 ","ハイノキ",16.3,NA,NA,NA,"20070916",20120905,60,20,"18.5 ","12.0 ","R218","72001",0,1,0,0,0,0
"70","30","R219","72001","8.5 ","2.0 ","ハイノキ",16,17,NA,NA,"20070916",20120905,60,20,"18.5 ","12.0 ","R219","72001",0,0,0,0,0,0
"60","20","R250","R250","9.5 ","3.0 ","ハイノキ",16.2,NA,NA,"発見できず","20070916",20120905,60,20,"9.5 ","3.0 ","R250","R250",0,1,0,0,0,0
"60","30","W128","W128","9.5 ","4.0 ","ハイノキ",17,19.3,NA,NA,"20070916",20120905,60,20,"9.5 ","14.0 ","W128","W128",0,0,0,0,0,0
"70","20","C975","C975","9.0 ","5.0 ","サクラツツジ",NA,24.2,"測定漏れ","位置情報なし","20070916",20120905,60,20,"19.0 ","5.0 ","C975","C975",0,0,0,0,1,0
"70","20","C944","C944","5.0 ","10.0 ","サクラツツジ",NA,25.3,"測定漏れ",NA,"20070916",20120905,60,20,"15.0 ","10.0 ","C944","C944",0,0,0,0,1,0
"60","20","Rec07-411","Rec07-411","8.5 ","3.0 ","ハイノキ",NA,17.2,NA,NA,NA,20120905,60,20,"8.5 ","3.0 ","Rec07-411","Rec07-411",0,0,-1,1,0,0
"60","20","Rec07-413","Rec07-413","2.5 ","3.0 ","ハイノキ",NA,15.9,NA,NA,NA,20120905,60,20,"2.5 ","3.0 ","Rec07-413","Rec07-413",0,0,-1,1,0,0
"60","30","Rec07-414","Rec07-414","8.5 ","1.0 ","サクラツツジ",NA,16,NA,NA,NA,20120905,60,20,"8.5 ","11.0 ","Rec07-414","Rec07-414",0,0,-1,1,0,0
"70","30","Rec07-415","Rec07-415","0.1 ","2.0 ","ハイノキ",NA,18.3,NA,NA,NA,20120905,60,20,"10.1 ","12.0 ","Rec07-415","Rec07-415",0,0,-1,1,0,0
"70","30","Rec07-416","Rec07-416","6.0 ","2.0 ","ハイノキ",NA,19,NA,NA,NA,20120905,60,20,"16.0 ","12.0 ","Rec07-416","Rec07-416",0,0,-1,1,0,0
"70","20","Rec07-534","Rec07-534","7.0 ","1.0 ","ハイノキ",NA,15.8,NA,NA,NA,20120905,60,20,"17.0 ","1.0 ","Rec07-534","Rec07-534",0,0,-1,1,0,0
"70","10","Rec07-535","Rec07-535","3.0 ","10.0 ","サクラツツジ",NA,15.7,NA,NA,NA,20120905,60,20,"13.0 ","0.0 ","Rec07-535","Rec07-535",0,0,-1,1,0,0
"60","20","Rec07-542","Rec07-542","8.5 ","8.5 ","サクラツツジ",NA,15.8,NA,NA,NA,20120905,60,20,"8.5 ","8.5 ","Rec07-542","Rec07-542",0,0,-1,1,0,0
"50","30","80002","80002","8.6 ","9.9 ","スギ",168.5,170,NA,NA,"20070916",20120905,40,20,"18.6 ","19.9 ","80002","80002",0,0,0,0,0,0
"50","30","80003","80003","9.0 ","8.0 ","サクラツツジ",60.4,61,"枝下で測定",NA,"20070916",20120905,40,20,"19.0 ","18.0 ","80003","80003",0,0,0,0,0,0
"50","30","80004","80004","8.5 ","8.5 ","スギ",215,210.5,"プレート下で通常測定",NA,"20070916",20120905,40,20,"18.5 ","18.5 ","80004","80004",0,0,0,0,0,0
"50","30","80005","80005","8.0 ","9.0 ","スギ",134,130.3,"プレート下で通常測定",NA,"20070916",20120905,40,20,"18.0 ","19.0 ","80005","80005",0,0,0,0,0,0
"50","30","80007","80007","6.0 ","6.0 ","ヤマグルマ",38.3,39,NA,NA,"20070916",20120905,40,20,"16.0 ","16.0 ","80007","80007",0,0,0,0,0,0
"50","30","80008","80008","5.7 ","6.0 ","ヤマグルマ",82.6,82,NA,NA,"20070916",20120905,40,20,"15.7 ","16.0 ","80008","80008",0,0,0,0,0,0
"50","30","80009","80009","5.0 ","6.0 ","ヤマグルマ",147,146.4,NA,NA,"20070916",20120905,40,20,"15.0 ","16.0 ","80009","80009",0,0,0,0,0,0
"50","30","80010","80009","4.0 ","6.3 ","ヤマグルマ",89,90.6,NA,NA,"20070916",20120905,40,20,"14.0 ","16.3 ","80010","80009",0,0,0,0,0,0
"50","30","80011","80009","3.0 ","5.5 ","ヤマグルマ",109.1,108.3,NA,NA,"20070916",20120905,40,20,"13.0 ","15.5 ","80011","80009",0,0,0,0,0,0
"50","30","80012","80012","3.0 ","1.0 ","スギ",248,250,NA,NA,"20070916",20120905,40,20,"13.0 ","11.0 ","80012","80012",0,0,0,0,0,0
"50","20","80013","80013","6.0 ","9.0 ","サクラツツジ",51,49.6,NA,NA,"20070916",20120905,40,20,"16.0 ","9.0 ","80013","80013",0,0,0,0,0,0
"50","20","80014","80013","6.0 ","9.0 ","サクラツツジ",35.5,37.8,NA,NA,"20070916",20120905,40,20,"16.0 ","9.0 ","80014","80013",0,0,0,0,0,0
"50","20","80015","80013","6.0 ","9.0 ","サクラツツジ",30.9,31,NA,"プレートなし","20070916",20120905,40,20,"16.0 ","9.0 ","80015","80013",0,0,0,0,0,0
"50","20","80019","80019","7.0 ","3.0 ","スギ",277,270.5,NA,NA,"20070916",20120905,40,20,"17.0 ","3.0 ","80019","80019",0,0,0,0,0,0
"50","20","80020","80020","7.0 ","4.0 ","ツガ",277,279.3,NA,NA,"20070916",20120905,40,20,"17.0 ","4.0 ","80020","80020",0,0,0,0,0,0
"50","20","80021","80021","7.0 ","1.0 ","サクラツツジ",59.3,59.8,NA,"樹種訂正","20070916",20120905,40,20,"17.0 ","1.0 ","80021","80021",0,0,0,0,0,0
"40","20","80029","80029","4.5 ","2.5 ","サクラツツジ",53.8,55.1,NA,NA,"20070916",20120905,40,20,"4.5 ","2.5 ","80029","80029",0,0,0,0,0,0
"40","20","80033","80033","8.0 ","9.0 ","スギ",247,250,NA,NA,"20070916",20120905,40,20,"8.0 ","9.0 ","80033","80033",0,0,0,0,0,0
"50","20","80034","80034","1.0 ","6.0 ","サクラツツジ",27.4,28.2,NA,NA,"20070916",20120905,40,20,"11.0 ","6.0 ","80034","80034",0,0,0,0,0,0
"40","30","80036","80036","7.5 ","4.5 ","スギ",193.4,194.5,NA,NA,"20070916",20120905,40,20,"7.5 ","14.5 ","80036","80036",0,0,0,0,0,0
"40","30","80038","80038","3.0 ","6.0 ","スギ",191.5,194.5,NA,NA,"20070916",20120905,40,20,"3.0 ","16.0 ","80038","80038",0,0,0,0,0,0
"40","30","80041","80041","1.5 ","4.5 ","サクラツツジ",34.8,36.1,NA,NA,"20070916",20120905,40,20,"1.5 ","14.5 ","80041","80041",0,0,0,0,0,0
"40","30","80042","80042","1.5 ","4.0 ","ツガ",260.5,257.2,NA,NA,"20070916",20120905,40,20,"1.5 ","14.0 ","80042","80042",0,0,0,0,0,0
"40","30","80045","80045","5.0 ","8.5 ","スギ",95,94.4,NA,NA,"20070916",20120905,40,20,"5.0 ","18.5 ","80045","80045",0,0,0,0,0,0
"40","30","80047","80047","9.5 ","9.0 ","スギ",230,231.5,NA,NA,"20070916",20120905,40,20,"9.5 ","19.0 ","80047","80047",0,0,0,0,0,0
"50","30","80049","80049","3.0 ","10.0 ","サクラツツジ",46.8,48.6,NA,NA,"20070916",20120905,40,20,"13.0 ","20.0 ","80049","80049",0,0,0,0,0,0
"40","20","81004","81004","9.5 ","3.5 ","ハイノキ",16.8,NA,NA,NA,"20070916",20120905,40,20,"9.5 ","3.5 ","81004","81004",0,1,0,0,0,0
"50","20","82001","82001","8.5 ","0.5 ","ハイノキ",16.8,NA,NA,NA,"20070916",20120905,40,20,"18.5 ","0.5 ","82001","82001",0,1,0,0,0,0
"40","20","82002","82002","5.0 ","3.5 ","シロダモ",27.7,NA,NA,NA,"20070916",20120905,40,20,"5.0 ","3.5 ","82002","82002",0,1,0,0,0,0
"40","20","82003","82002","5.0 ","3.5 ","シロダモ",29.2,29.4,NA,NA,"20070916",20120905,40,20,"5.0 ","3.5 ","82003","82002",0,0,0,0,0,0
"50","20","82004","82004","3.5 ","2.5 ","ハイノキ",16,18.1,NA,NA,"20070916",20120905,40,20,"13.5 ","2.5 ","82004","82004",0,0,0,0,0,0
"40","20","82005","82005","4.5 ","5.0 ","ハイノキ",23,NA,NA,NA,"20070916",20120905,40,20,"4.5 ","5.0 ","82005","82005",0,1,0,0,0,0
"50","20","82006","80035","1.5 ","4.0 ","ハイノキ",19.3,NA,NA,NA,"20070916",20120905,40,20,"11.5 ","4.0 ","82006","80035",0,1,0,0,0,0
"40","20","82007","82007","2.0 ","1.5 ","サクラツツジ",19.2,21,NA,NA,"20070916",20120905,40,20,"2.0 ","1.5 ","82007","82007",0,0,0,0,0,0
"40","20","82008","82008","0.5 ","10.0 ","イヌガシ",25.5,28.1,NA,NA,"20070916",20120905,40,20,"0.5 ","10.0 ","82008","82008",0,0,0,0,0,0
"40","20","82009","82009","3.0 ","10.0 ","サクラツツジ",32.2,34.7,NA,NA,"20070916",20120905,40,20,"3.0 ","10.0 ","82009","82009",0,0,0,0,0,0
"50","20","82010","82010","1.0 ","4.5 ","ハイノキ",13.4,15.9,"GBH<15cm",NA,"20070916",20120905,40,20,"11.0 ","4.5 ","82010","82010",0,0,-1,1,0,0
"40","30","82011","82011","0.1 ","3.0 ","シロダモ",16,17.5,NA,NA,"20070916",20120905,40,20,"0.1 ","13.0 ","82011","82011",0,0,0,0,0,0
"40","30","82012","82012","9.0 ","5.0 ","シロダモ",17.1,19.5,NA,NA,"20070916",20120905,40,20,"9.0 ","15.0 ","82012","82012",0,0,0,0,0,0
"50","30","82015","82015","4.0 ","5.5 ","サクラツツジ",26.3,28.2,NA,NA,"20070916",20120905,40,20,"14.0 ","15.5 ","82015","82015",0,0,0,0,0,0
"50","20","82018","82018","2.0 ","9.5 ","ハイノキ",23.3,24.9,NA,NA,"20070916",20120905,40,20,"12.0 ","9.5 ","82018","82018",0,0,0,0,0,0
"40","30","132003","132003","0.5 ","8.0 ","ハイノキ",17.1,17.4,NA,NA,"20070916",20120905,40,20,"0.5 ","18.0 ","132003","132003",0,0,0,0,0,0
"50","20","R347","R347","6.0 ","0.5 ","ハイノキ",16.4,18.5,NA,NA,"20070916",20120905,40,20,"16.0 ","0.5 ","R347","R347",0,0,0,0,0,0
"40","20","Rec08-002","Rec08-002","6.4 ","7.6 ","シロダモ",NA,16,NA,NA,NA,20120905,40,20,"6.4 ","7.6 ","Rec08-002","Rec08-002",0,0,-1,1,0,0
"40","30","Rec08-004","Rec08-004","7.4 ","2.0 ","ハイノキ",NA,15,NA,NA,NA,20120905,40,20,"7.4 ","12.0 ","Rec08-004","Rec08-004",0,0,-1,-1,0,0
"40","30","Rec08-005","Rec08-005","6.5 ","3.9 ","ハイノキ",NA,15.1,NA,NA,NA,20120905,40,20,"6.5 ","13.9 ","Rec08-005","Rec08-005",0,0,-1,-1,0,0
"40","30","Rec08-006","Rec08-006","3.4 ","7.6 ","ハイノキ",NA,15.9,NA,NA,NA,20120905,40,20,"3.4 ","17.6 ","Rec08-006","Rec08-006",0,0,-1,1,0,0
"20","20","20041","20041","3.3 ","1.0 ","サクラツツジ",61.5,50.5,NA,NA,"20070916",20120905,20,20,"3.3 ","1.0 ","20041","20041",0,0,0,0,0,0
"30","30","90001","90001","9.0 ","9.0 ","スギ",206.3,205,NA,NA,"20070916",20120905,20,20,"19.0 ","19.0 ","90001","90001",0,0,0,0,0,0
"30","30","90002","90002","7.0 ","6.5 ","サクラツツジ",55.1,57.8,NA,"倒","20070916",20120905,20,20,"17.0 ","16.5 ","90002","90002",0,0,0,0,0,0
"30","30","90003","90003","6.5 ","6.5 ","サクラツツジ",36.1,36,NA,NA,"20070916",20120905,20,20,"16.5 ","16.5 ","90003","90003",0,0,0,0,0,0
"30","30","90004","90004","7.0 ","6.0 ","スギ",127.9,130.4,NA,NA,"20070916",20120905,20,20,"17.0 ","16.0 ","90004","90004",0,0,0,0,0,0
"30","30","90005","90005","9.5 ","5.0 ","スギ",239.6,240.5,NA,NA,"20070916",20120905,20,20,"19.5 ","15.0 ","90005","90005",0,0,0,0,0,0
"30","30","90007","90007","6.5 ","0.5 ","サクラツツジ",24.7,24.9,"プレート下で測定",NA,"20070916",20120905,20,20,"16.5 ","10.5 ","90007","90007",0,0,0,0,0,0
"30","20","90008","90008","6.5 ","4.0 ","サクラツツジ",41.9,41.3,NA,NA,"20070916",20120905,20,20,"16.5 ","4.0 ","90008","90008",0,0,0,0,0,0
"30","20","90009","90009","7.5 ","4.0 ","ツガ",555.5,556.4,"G正確",NA,"20070916",20120905,20,20,"17.5 ","4.0 ","90009","90009",0,0,0,0,0,0
"30","20","90010","90010","5.0 ","5.0 ","ヤマグルマ",152.7,155.4,NA,NA,"20070916",20120905,20,20,"15.0 ","5.0 ","90010","90010",0,0,0,0,0,0
"20","20","90011","90011","2.5 ","2.0 ","サカキ",45.4,46.1,NA,NA,"20070916",20120905,20,20,"2.5 ","2.0 ","90011","90011",0,0,0,0,0,0
"20","20","90014","90014","6.5 ","1.0 ","サクラツツジ",40.5,43.4,NA,NA,"20070916",20120905,20,20,"6.5 ","1.0 ","90014","90014",0,0,0,0,0,0
"20","20","90015","90015","5.0 ","4.0 ","サクラツツジ",37.8,38.7,NA,NA,"20070916",20120905,20,20,"5.0 ","4.0 ","90015","90015",0,0,0,0,0,0
"20","20","90016","90016","5.5 ","4.0 ","サクラツツジ",39.9,40.4,NA,"先枯","20070916",20120905,20,20,"5.5 ","4.0 ","90016","90016",0,0,0,0,0,0
"20","20","90017","90017","3.5 ","5.0 ","サクラツツジ",45.1,49.1,NA,NA,"20070916",20120905,20,20,"3.5 ","5.0 ","90017","90017",0,0,0,0,0,0
"20","20","90019","90019","7.5 ","9.0 ","サカキ",38.8,39.5,NA,"倒","20070916",20120905,20,20,"7.5 ","9.0 ","90019","90019",0,0,0,0,0,0
"20","20","90021","90021","5.0 ","10.0 ","サカキ",60.1,61.5,NA,NA,"20070916",20120905,20,20,"5.0 ","10.0 ","90021","90021",0,0,0,0,0,0
"20","30","90022","90022","5.0 ","5.5 ","スギ",300.7,333.9,NA,NA,"20070916",20120905,20,20,"5.0 ","15.5 ","90022","90022",0,0,0,0,0,0
"20","30","90026","90026","5.5 ","6.5 ","サクラツツジ",25.2,NA,"R65",NA,"20070916",20120905,20,20,"5.5 ","16.5 ","90026","90026",0,1,0,0,0,0
"20","30","120001","120001","9.0 ","8.5 ","スギ",246.9,235.7,NA,NA,"20070916",20120905,20,20,"9.0 ","18.5 ","120001","120001",0,0,0,0,0,0
"30","20","92001","92001","7.5 ","3.0 ","シキミ",20,20.7,NA,"倒","20070916",20120905,20,20,"17.5 ","3.0 ","92001","92001",0,0,0,0,0,0
"20","30","92002","92002","3.5 ","8.0 ","シキミ",20.7,NA,NA,"発見できず","20070916",20120905,20,20,"3.5 ","18.0 ","92002","92002",0,1,0,0,0,0
"20","10","92004","92004","3.5 ","10.0 ","イヌガシ",25.8,26.6,NA,NA,"20070916",20120905,20,20,"3.5 ","0.0 ","92004","92004",0,0,0,0,0,0
"20","20","92006","92006","4.5 ","7.5 ","シロダモ",32.9,35.1,NA,NA,"20070916",20120905,20,20,"4.5 ","7.5 ","92006","92006",0,0,0,0,0,0
"20","30","92007","92007","5.0 ","7.0 ","ハイノキ",17.2,19.4,NA,NA,"20070916",20120905,20,20,"5.0 ","17.0 ","92007","92007",0,0,0,0,0,0
"30","30","92008","92008","6.5 ","1.0 ","イヌガシ",20.6,22.4,NA,NA,"20070916",20120905,20,20,"16.5 ","11.0 ","92008","92008",0,0,0,0,0,0
"30","30","92009","92009","2.0 ","3.0 ","ハイノキ",15.3,16.6,NA,NA,"20070916",20120905,20,20,"12.0 ","13.0 ","92009","92009",0,0,-1,1,0,0
"30","30","92010","92010","4.0 ","2.0 ","ハイノキ",16.8,18.6,NA,NA,"20070916",20120905,20,20,"14.0 ","12.0 ","92010","92010",0,0,0,0,0,0
"30","30","92011","92011","4.0 ","3.5 ","シロダモ",30.6,31.2,NA,NA,"20070916",20120905,20,20,"14.0 ","13.5 ","92011","92011",0,0,0,0,0,0
"30","30","92012","92012","4.0 ","2.2 ","ハイノキ",15.6,18.5,NA,NA,"20070916",20120905,20,20,"14.0 ","12.2 ","92012","92012",0,0,-1,1,0,0
"30","30","122001","122001","8.5 ","8.5 ","ハイノキ",18,20.9,NA,NA,"20070916",20120905,20,20,"18.5 ","18.5 ","122001","122001",0,0,0,0,0,0
"20","20","R53","R53","6.0 ","10.0 ","シロダモ",18.4,21.4,NA,NA,"20070916",20120905,20,20,"6.0 ","10.0 ","R53","R53",0,0,0,0,0,0
"20","30","R57","R57","7.0 ","6.0 ","シロダモ",15.8,16.1,NA,NA,"20070916",20120905,20,20,"7.0 ","16.0 ","R57","R57",0,0,0,0,0,0
"20","20","R59","R59","0.2 ","6.0 ","シロダモ",30.5,31.8,NA,NA,"20070916",20120905,20,20,"0.2 ","6.0 ","R59","R59",0,0,0,0,0,0
"20","20","W149","W149","4.5 ","2.0 ","ハイノキ",15.2,NA,NA,NA,"20070916",20120905,20,20,"4.5 ","2.0 ","W149","W149",0,1,-1,-1,0,0
"30","30","W150","W150","10.0 ","8.5 ","ハイノキ",14.2,16.1,"GBH<15cm",NA,"20070916",20120905,20,20,"20.0 ","18.5 ","W150","W150",0,0,-1,1,0,0
"20","30","R65","R65","7.0 ","6.5 ","サクラツツジ",NA,25.8,"測定漏れ",NA,"20070916",20120905,20,20,"7.0 ","16.5 ","R65","R65",0,0,0,0,1,0
"30","20","Rec09-003","Rec09-003","4.5 ","6.0 ","ハイノキ",NA,16.1,NA,NA,NA,20120905,20,20,"14.5 ","6.0 ","Rec09-003","Rec09-003",0,0,-1,1,0,0
"30","20","Rec09-008","Rec09-008","3.0 ","7.0 ","ハイノキ",NA,16.2,NA,NA,NA,20120905,20,20,"13.0 ","7.0 ","Rec09-008","Rec09-008",0,0,-1,1,0,0
"30","30","Rec09-010","Rec09-010","7.5 ","8.5 ","ハイノキ",NA,16.5,NA,NA,NA,20120905,20,20,"17.5 ","18.5 ","Rec09-010","Rec09-010",0,0,-1,1,0,0
"30","30","Rec09-014","Rec09-014","9.9 ","8.0 ","サカキ",NA,15.2,NA,NA,NA,20120905,20,20,"19.9 ","18.0 ","Rec09-014","Rec09-014",0,0,-1,-1,0,0
"20","30","Rec09-017","Rec09-017","8.5 ","7.5 ","ハイノキ",NA,15.5,NA,NA,NA,20120905,20,20,"8.5 ","17.5 ","Rec09-017","Rec09-017",0,0,-1,-1,0,0
