#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Handa Yama (HD-DB1）.,,,,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,半田山（岡山）,,,,,,,,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,HD-DB1,,,,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,プロット形状（0.7×1.2）＋（0.4×0.4）ha,,,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,,,,
#,,stem_id,幹ごとの識別番号。タグを付け替えても変えない。[最初に番号をつけた年]_[そのときのタグ番号],,,,,,,,,,,,,,,,,,
#,,indv_id,個体ごとの識別番号。タグを付け替えても変えない。[最初に番号をつけた年]_[そのときのタグ番号],,,,,,,,,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,,,,,,,,,
#,,林縁を避けたためプロットの形状が特殊である。,,,,,,,,,,,,,,,,,,,
#,20120221,2007年分も含めて新たにデータ成形（鈴木智之）,,,,,,,,,,,,,,,,,,,
#,,A16 gbh11をnd,,,,,,,,,,,,,,,,,,,
#,,D657 gbh11をvi,,,,,,,,,,,,,,,,,,,
#,,C56は成長が大きいが先駆種なのでありうる,,,,,,,,,,,,,,,,,,,
#,,A211 B104 B96 B68 B69 D675 D693 D518は大きい新規だが、先駆種なのでありうる,,,,,,,,,,,,,,,,,,,
#,,D658はデータの重複の可能性あり（片方の行頭に#をつけた）->重複だった（20120305削除）,,,,,,,,,,,,,,,,,,,
#,,"A86、D641-D653、D825タグの重複→片方に""_2""をつけた->A86、D825はA76、D852の間違いだった（20120305修正）",,,,,,,,,,,,,,,,,,,
#,20121016,tag_no B272のstem_idとindv_idおよびtan_no07（2007_P295）が重複していたため、ハイフンをつけた番号（2007_P295-2など）に修正（佐伯）．,,,,,,,,,,,,,,,,,,,
#,20171203,データチェック（日野）,,,,,,,,,,,,,,,,,,,
#,,死亡年の次の調査のgbhの欄が「d」→「dd」を入力,,,,,,,,,,,,,,,,,,,
#,,生存だが測定不能の個体のｇｂｈの欄が「na」→「nd」を入力,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,,2016,2016,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh07","gbh11","gbh16","note07","note11","note16","s_date07","s_date11","s_date16","stem_id","indv_id","tag_no07","新tag_na","新indv_na","修正ありコメント","dl07","dl11","dl16","rec07","rec11","rec16","error07","error11","error16"
20,20,"B162","B162",4.6,1.6,"コナラ",103.8,105.2,110.9,NA,NA,NA,"20071113","20111128","20161107","2007_P257","2007_P257","P257","aS_396","aS_396","",0,0,0,0,0,0,0,0,0
20,20,"B153","B153",4.7,9.8,"ナナミノキ",18.5,19.9,21.5,NA,NA,NA,"20071113","20111128","20161107","2007_P251","2007_P251","P251","aS_408","aS_408","",0,0,0,0,0,0,0,0,0
20,20,"B167","B167",6.7,9.4,"カクレミノ",18.3,20.6,25,NA,NA,NA,"20071114","20111128","20161107","2007_P312","2007_P312","P312","aS_409","aS_409","",0,0,0,0,0,0,0,0,0
20,20,"B164","B164",7,5,"コナラ",116.5,119.1,123.8,NA,NA,NA,"20071113","20111128","20161107","2007_P313","2007_P313","P313","aS_407","aS_407","",0,0,0,0,0,0,0,0,0
20,20,"B165","B165",7,6.1,"ヒサカキ",NA,15.8,16,NA,NA,NA,NA,"20111128","20161107","2011_B165","2011_B165",NA,"aS_406","aS_406","",0,0,0,-1,1,0,0,0,0
20,30,"B155","B155",0,0.6,"コナラ",95.5,98.8,102.1,"つる込",NA,NA,"20071113","20111128","20161107","2007_P244","2007_P244","P244","aS_294","aS_294","",0,0,0,0,0,0,0,0,0
20,30,"B154","B154",0,4.3,"カクレミノ",35.5,39.9,48,NA,NA,NA,"20071113","20111128","20161107","2007_P236","2007_P236","P236","aS_293","aS_293","",0,0,0,0,0,0,0,0,0
20,30,"B136","B135",0.9,6.6,"コナラ",73,74,74.2,NA,NA,NA,"20071113","20111128","20161107","2007_P226","2007_P225","P226","aS_290","aS_289","",0,0,0,0,0,0,0,0,0
20,30,"B135","B135",0.9,6.6,"コナラ",83.2,85.9,99,NA,NA,NA,"20071113","20111128","20161107","2007_P225","2007_P225","P225","aS_289","aS_289","",0,0,0,0,0,0,0,0,0
20,30,"B137","B137",2.2,7.2,"ヒサカキ",19.3,19.4,19.9,NA,NA,NA,"20071113","20111128","20161107","2007_P224","2007_P224","P224","aS_288","aS_288","",0,0,0,0,0,0,0,0,0
20,30,"B144","B143",2.6,3.6,"ヤマザクラ",18.9,19.8,21,"242の萌芽",NA,NA,"20071113","20111128","20161107","2007_P243","2007_P242","P243","aS_292","aS_291","",0,0,0,0,0,0,0,0,0
20,30,"B143","B143",2.6,3.6,"ヤマザクラ",25.5,25.8,26,NA,NA,NA,"20071113","20111128","20161107","2007_P242","2007_P242","P242","aS_291","aS_291","",0,0,0,0,0,0,0,0,0
20,30,"B138","B138",2.6,8,"ヤマザクラ",34,36,36.6,NA,NA,NA,"20071113","20111128","20161107","2007_P223","2007_P223","P223","aS_287","aS_287","",0,0,0,0,0,0,0,0,0
20,30,"B142","B142",3.5,5.3,"ヤマウルシ",18.6,19.1,NA,NA,NA,"立枯","20071113","20111128","20161107","2007_P232","2007_P232","P232",NA,NA,"",0,0,1,0,0,0,0,0,0
20,30,"B139","B139",3.7,9.4,"ヒサカキ",NA,15,15.3,NA,NA,NA,NA,"20111128","20161107","2011_B139","2011_B139",NA,"aS_286","aS_286","",0,0,0,-1,-1,-1,0,0,0
20,30,"B141","B141",4,7.5,"カクレミノ",20.4,22.7,27.2,NA,NA,NA,"20071113","20111128","20161107","2007_P227","2007_P227","P227","aS_412","aS_412","",0,0,0,0,0,0,0,0,0
20,30,"B140","B140",4.9,8.5,"コナラ",109.6,113.5,117,NA,NA,NA,"20071113","20111128","20161107","2007_P222","2007_P222","P222","aS_413","aS_413","",0,0,0,0,0,0,0,0,0
20,30,"B145","B145",5.7,5,"ヒサカキ",19.2,20.3,21.5,NA,NA,NA,"20071114","20111128","20161107","2007_P304","2007_P304","P304","aS_295","aS_295","",0,0,0,0,0,0,0,0,0
20,30,"B151","B151",6.8,3.4,"ヒサカキ",NA,15.3,15.3,NA,NA,NA,NA,"20111128","20161107","2011_B151","2011_B151",NA,"aS_411","aS_411","",0,0,0,-1,-1,-1,0,0,0
20,30,"B146","B146",6.9,6.3,"ネズミモチ",21,22.6,23.5,NA,NA,NA,"20071114","20111128","20161107","2007_P303","2007_P303","P303","aS_296","aS_296","",0,0,0,0,0,0,0,0,0
20,30,"B150","B150",7.1,4.5,"コナラ",95.5,100,105.5,NA,NA,NA,"20071114","20111128","20161107","2007_P305","2007_P305","P305","aS_299","aS_299","",0,0,0,0,0,0,0,0,0
20,30,"B149","B149",8,5.8,"ヒサカキ",NA,16.4,16,NA,NA,NA,NA,"20111128","20161107","2011_B149","2011_B149",NA,"aS_298","aS_298","",0,0,0,-1,1,0,0,0,0
20,30,"B147","B147",8.7,6.3,"カクレミノ",42.9,46.8,53,NA,NA,NA,"20071114","20111128","20161107","2007_P302","2007_P302","P302","aS_297","aS_297","",0,0,0,0,0,0,0,0,0
20,30,"B152","B152",9.2,1.2,"カクレミノ",57.4,60.7,65.9,NA,"11年測定ミス","G11を70.7から60.7に修正","20071114","20111128","20161107","2007_P308","2007_P308","P308","aS_410","aS_410","gbh11修正済",0,0,0,0,0,0,0,0,0
20,30,"B148","B148",9.4,3.7,"コナラ",73.8,77.5,81,NA,NA,NA,"20071114","20111128","20161107","2007_P306","2007_P306","P306","aS_300","aS_300","",0,0,0,0,0,0,0,0,0
20,40,"B134","B134",0,0.7,"ヒサカキ",19.8,20.4,20.6,NA,NA,NA,"20071113","20111128","20161107","2007_P219","2007_P219","P219","aS_281","aS_281","",0,0,0,0,0,0,0,0,0
20,40,"B127","B127",0.2,8.3,"ネズミモチ",21.7,25.3,27.5,"つる込",NA,NA,"20071113","20111128","20161107","2007_P206","2007_P206","P206","aS_285","aS_285","",0,0,0,0,0,0,0,0,0
20,40,"B128","B128",0.4,5.6,"ナナミノキ",19.1,21.6,24.5,NA,NA,NA,"20071113","20111128","20161107","2007_P215","2007_P215","P215","aS_275","aS_275","",0,0,0,0,0,0,0,0,0
20,40,"B129","B129",0.5,5.2,"ヒサカキ",16.9,17.4,17.5,NA,NA,NA,"20071113","20111128","20161107","2007_P214","2007_P214","P214","aS_279","aS_279","",0,0,0,0,0,0,0,0,0
20,40,"B133","B133",0.7,3.3,"ヒサカキ",20.3,20.6,21,"0.7mで測定",NA,NA,"20071113","20111128","20161107","2007_P221","2007_P221","P221","aS_280","aS_280","",0,0,0,0,0,0,0,0,0
20,40,"B130","B130",1.3,5.4,"ヒサカキ",17.8,18.2,18,NA,NA,NA,"20071113","20111128","20161107","2007_P213","2007_P213","P213","aS_278","aS_278","",0,0,0,0,0,0,0,0,0
20,40,"B126","B126",1.5,7.4,"ヒサカキ",17.4,19.4,20,NA,"つる込に変更","つる込","20071113","20111128","20161107","2007_P208","2007_P208","P208","aS_276","aS_276","",0,0,0,0,0,0,0,2,0
20,40,"B124","B124",2.2,6.2,"コナラ",92,98.3,101.8,NA,NA,"つる込","20071113","20111128","20161107","2007_P211","2007_P211","P211","aS_277","aS_277","",0,0,0,0,0,0,0,0,0
20,40,"B125","B125",2.6,7,"ヤマザクラ",44.7,44.8,NA,NA,"位置修正済","幹折","20071113","20111128","20161107","2007_P209","2007_P209","P209",NA,NA,"",0,0,1,0,0,0,0,0,0
20,40,"B123","B123",4.6,6.5,"ナナミノキ",NA,17.5,20.5,NA,NA,NA,NA,"20111128","20161107","2011_B123","2011_B123",NA,"aS_274","aS_274","",0,0,0,-1,1,0,0,0,0
20,40,"B121","B121",5.6,7.3,"ヒサカキ",18,19.2,19.1,NA,NA,NA,"20071114","20111128","20161107","2007_P295","2007_P295","P295","aS_273","aS_273","",0,0,0,0,0,0,0,0,0
20,40,"B132","B132",5.8,1.4,"カクレミノ",20.1,22,26,NA,NA,NA,"20071114","20111128","20161107","2007_P298","2007_P298","P298","aS_283","aS_283","",0,0,0,0,0,0,0,0,0
20,40,"B120","B120",6.8,8.8,"カクレミノ",18,19.5,21,NA,"位置修正済",NA,"20071114","20111128","20161107","2007_P292","2007_P292","P292","aS_284","aS_284","",0,0,0,0,0,0,0,0,0
20,40,"B122","B122",5.7,7.3,"カクレミノ",NA,16.8,22,NA,NA,"位置修正済",NA,"20111128","20161107","2011_B122","2011_B122",NA,"aS_272","aS_272","stem_xcord,stem_ycord修正済",0,0,0,-1,1,0,0,0,0
20,40,"B131","B131",8.3,3.9,"カクレミノ",33.5,40,50.3,NA,NA,NA,"20071114","20111128","20161107","2007_P297","2007_P297","P297","aS_282","aS_282","",0,0,0,0,0,0,0,0,0
20,50,"B110","B110",1.1,4.8,"ネズミモチ",22.3,26.2,30,NA,NA,NA,"20071113","20111128","20161107","2007_P197","2007_P197","P197","aS_271","aS_271","",0,0,0,0,0,0,0,0,0
20,50,"B109","B109",2.7,2.5,"ヤブニッケイ",57,69,85.3,NA,NA,NA,"20071113","20111128","20161107","2007_P205","2007_P205","P205","aS_270","aS_270","",0,0,0,0,0,0,0,0,0
20,50,"B108","B108",3.8,4.4,"コナラ",99.2,100.5,102.4,NA,NA,NA,"20071113","20111128","20161107","2007_P204","2007_P204","P204","aS_261","aS_260","",0,0,0,0,0,0,0,0,0
20,50,"B107","B108",3.8,4.4,"コナラ",96.4,103.8,109.8,NA,NA,"つる込","20071113","20111128","20161107","2007_P203","2007_P204","P203","aS_260","aS_260","",0,0,0,0,0,0,0,0,0
20,50,"B117","B117",6.2,1.1,"ネズミモチ",22.9,26,28.8,"つる込",NA,"つる込","20071114","20111128","20161107","2007_P287","2007_P287","P287","aS_265","aS_265","",0,0,0,0,0,0,0,0,0
20,50,"B116","B116",6.9,1.3,"ヒサカキ",18.6,18.5,18.5,NA,NA,NA,"20071114","20111128","20161107","2007_P286","2007_P286","P286","aS_266","aS_266","",0,0,0,0,0,0,0,0,0
20,50,"B106","B106",7,9.7,"ヒサカキ",17.1,17.8,17.8,NA,NA,NA,"20071114","20111128","20161107","2007_P279","2007_P279","P279","aS_258","aS_258","",0,0,0,0,0,0,0,0,0
20,50,"B111","B111",8.3,6.2,"ムクノキ",26.9,30.6,35.4,NA,NA,NA,"20071114","20111128","20161107","2007_P281","2007_P281","P281","aS_262","aS_262","",0,0,0,0,0,0,0,0,0
20,50,"B113","B113",8.8,2.3,"カクレミノ",27.6,31.7,37.1,NA,NA,NA,"20071114","20111128","20161107","2007_P282","2007_P282","P282","aS_264","aS_264","",0,0,0,0,0,0,0,0,0
20,50,"B118","B118",9.3,0.5,"カクレミノ",19.5,21.3,24.7,NA,NA,NA,"20071114","20111128","20161107","2007_P288","2007_P288","P288","aS_269","aS_269","",0,0,0,0,0,0,0,0,0
20,50,"B114","B114",9.4,1.6,"カクレミノ",21.3,23.2,25.7,NA,NA,NA,"20071114","20111128","20161107","2007_P283","2007_P283","P283","aS_267","aS_267","",0,0,0,0,0,0,0,0,0
20,50,"B112","B112",9.6,2.3,"ナナミノキ",NA,17.2,19.2,NA,NA,NA,NA,"20111128","20161107","2011_B112","2011_B112",NA,"aS_263","aS_263","",0,0,0,-1,1,0,0,0,0
20,50,"B115","B115",9.7,1.1,"カクレミノ",30,32.4,36.2,NA,NA,NA,"20071114","20111128","20161107","2007_P284","2007_P284","P284","aS_268","aS_268","",0,0,0,0,0,0,0,0,0
20,60,"B98","B98",1.8,8.3,"ヒサカキ",NA,23.2,25.5,NA,NA,NA,NA,"20111128","20161107","2011_B98","2011_B98",NA,"aS_249","aS_249","",0,0,0,-1,1,0,0,0,0
20,60,"B104","B104",4.8,3.3,"ムクノキ",NA,34.9,39.5,NA,NA,NA,NA,"20111128","20161107","2011_B104","2011_B104",NA,"aS_253","aS_253","",0,0,0,0,0,0,1,0,0
20,60,"B96","B96",5,8,"カラスザンショウ",NA,30.3,50,NA,NA,NA,NA,"20111128","20161107","2011_B96","2011_B96",NA,"aS_250","aS_250","",0,0,0,0,0,0,1,0,0
20,60,"B99","B99",6.3,5,"カクレミノ",20.8,24,27.5,"つる込",NA,NA,"20080317","20111128","20161107","2007_PE338","2007_PE338","PE338","aS_252","aS_252","",0,0,0,0,0,0,0,0,0
20,60,"B95","B95",8,8,"カラスザンショウ",NA,28.1,55.5,NA,NA,NA,NA,"20111128","20161107","2011_B95","2011_B95",NA,"aS_251","aS_251","",0,0,0,-1,1,0,0,0,0
20,60,"B101","B101",8.3,3,"カクレミノ",50.3,54.8,57.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE336","2007_PE336","PE336","aS_254","aS_254","",0,0,0,0,0,0,0,0,0
20,60,"B105","B105",8.7,0,"ヤブニッケイ",31.7,38.2,45.5,NA,NA,NA,"20071114","20111128","20161107","2007_P278","2007_P278","P278","aS_257","aS_257","",0,0,0,0,0,0,0,0,0
20,60,"B100","B100",8.8,5.4,"ネズミモチ",23.9,23.4,NA,NA,NA,"立枯","20080317","20111128","20161107","2007_PE337","2007_PE337","PE337",NA,NA,"",0,0,1,0,0,0,0,0,0
20,60,"B103","B103",9.1,1,"カクレミノ",36.1,36.8,38.3,NA,NA,NA,"20080317","20111128","20161107","2007_PE335","2007_PE335","PE335","aS_256","aS_256","",0,0,0,0,0,0,0,0,0
20,60,"B102","B102",9.1,2,"カクレミノ",69.6,72.8,75.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE334","2007_PE334","PE334","aS_255","aS_255","",0,0,0,0,0,0,0,0,0
20,70,"B80","B80",0,4.4,"コナラ",69.3,74.5,72.2,NA,NA,"G11は71.5でＯＫ","20071227","20111128","20161107","2007_PE264","2007_PE264","PE264","aS_248","aS_248","",0,0,0,0,0,0,0,0,0
20,70,"B93","B93",1.2,0,"カクレミノ",55,61.2,65.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE346","2007_PE346","PE346","aS_247","aS_247","",0,0,0,0,0,0,0,0,0
20,70,"B82","B82",1.5,3.2,"ネズミモチ",27.4,31.1,33.3,NA,NA,NA,"20080317","20111128","20161107","2007_PE347","2007_PE347","PE347","aS_229","aS_229","",0,0,0,0,0,0,0,0,0
20,70,"B81","B81",1.5,4.3,"ヒサカキ",21.3,22.4,22.7,NA,NA,NA,"20080317","20111128","20161107","2007_PE348","2007_PE348","PE348","aS_228","aS_228","",0,0,0,0,0,0,0,0,0
20,70,"B77","B77",1.9,6.4,"カラスザンショウ",NA,20.2,39.5,NA,NA,NA,NA,"20111128","20161107","2011_B77","2011_B77",NA,"aS_227","aS_227","",0,0,0,-1,1,0,0,0,0
20,70,"B92","B92",2.3,0.2,"カラスザンショウ",NA,26.3,45.5,NA,NA,NA,NA,"20111128","20161107","2011_B92","2011_B92",NA,"aS_244","aS_244","",0,0,0,-1,1,0,0,0,0
20,70,"B70","B70",3,8.9,"カラスザンショウ",NA,23.3,38.1,NA,NA,NA,NA,"20111128","20161107","2011_B70","2011_B70",NA,"aS_224","aS_224","",0,0,0,-1,1,0,0,0,0
20,70,"B78","B78",3.1,6.3,"カラスザンショウ",NA,27.7,55.1,NA,NA,NA,NA,"20111128","20161107","2011_B78","2011_B78",NA,"aS_230","aS_230","",0,0,0,-1,1,0,0,0,0
20,70,"B91","B91",3.4,0.4,"カラスザンショウ",NA,19.7,25.9,NA,NA,NA,NA,"20111128","20161107","2011_B91","2011_B91",NA,"aS_243","aS_243","",0,0,0,-1,1,0,0,0,0
20,70,"B89","B89",3.4,2,"カラスザンショウ",NA,22.6,32,NA,NA,NA,NA,"20111128","20161107","2011_B89","2011_B89",NA,"aS_242","aS_242","",0,0,0,-1,1,0,0,0,0
20,70,"B83","B83",3.5,2.5,"カラスザンショウ",NA,20.6,37.4,NA,NA,NA,NA,"20111128","20161107","2011_B83","2011_B83",NA,"aS_236","aS_236","",0,0,0,-1,1,0,0,0,0
20,70,"B76","B75",3.9,3.3,"ヒサカキ",17,17.6,18.3,"同株",NA,NA,"20080317","20111128","20161107","2007_PE344","2007_PE345","PE344","aS_235","aS_234","",0,0,0,0,0,0,0,0,0
20,70,"B75","B75",3.9,3.3,"ヒサカキ",19.5,20.1,20.3,"同株",NA,NA,"20080317","20111128","20161107","2007_PE345","2007_PE345","PE345","aS_234","aS_234","",0,0,0,0,0,0,0,0,0
20,70,"B88","B88",4.6,1.2,"カラスザンショウ",NA,37.4,55,NA,NA,NA,NA,"20111128","20161107","2011_B88","2011_B88",NA,"aS_239","aS_239","",0,0,0,0,0,0,1,0,0
20,70,"B84","B84",4.6,2.9,"カラスザンショウ",NA,21.9,27.5,NA,NA,NA,NA,"20111128","20161107","2011_B84","2011_B84",NA,"aS_237","aS_237","",0,0,0,-1,1,0,0,0,0
20,70,"B79","B79",4.6,6.5,"カラスザンショウ",NA,15.8,17.2,NA,NA,NA,NA,"20111128","20161107","2011_B79","2011_B79",NA,"aS_226","aS_226","",0,0,0,-1,1,0,0,0,0
20,70,"B90","B90",4.9,0.3,"カラスザンショウ",NA,20.2,22.9,NA,NA,NA,NA,"20111128","20161107","2011_B90","2011_B90",NA,"aS_245","aS_245","",0,0,0,-1,1,0,0,0,0
20,70,"B85","B85",5.4,2.5,"カラスザンショウ",NA,19.4,21,NA,NA,NA,NA,"20111128","20161107","2011_B85","2011_B85",NA,"aS_238","aS_238","",0,0,0,-1,1,0,0,0,0
20,70,"B74","B74",5.5,3.3,"ヤマザクラ",NA,49,50.3,NA,NA,NA,NA,"20111128","20161107","2011_B74","2011_B74",NA,"aS_233","aS_233","",0,0,0,0,0,0,1,0,0
20,70,"B87","B87",6.7,2,"ヒサカキ",NA,16,17.4,NA,NA,NA,NA,"20111128","20161107","2011_B87","2011_B87",NA,"aS_241","aS_241","",0,0,0,-1,1,0,0,0,0
20,70,"B86","B86",6.7,2.8,"カラスザンショウ",NA,28.1,52,NA,NA,NA,NA,"20111128","20161107","2011_B86","2011_B86",NA,"aS_240","aS_240","",0,0,0,-1,1,0,0,0,0
20,70,"B72","B72",7.5,7.3,"ヒサカキ",20.4,19.4,18.5,"つる込",NA,"つる外れました","20080317","20111128","20161107","2007_PE349","2007_PE349","PE349","aS_231","aS_231","",0,0,0,0,0,0,0,0,0
20,70,"B71","B71",7.9,9,"カクレミノ",62.5,72,79.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE350","2007_PE350","PE350","aS_225","aS_225","",0,0,0,0,0,0,0,0,0
20,70,"B73","B73",9.7,6.8,"ナナミノキ",18.8,26.2,29.9,NA,NA,NA,"20080317","20111128","20161107","2007_PE342","2007_PE342","PE342","aS_232","aS_232","",0,0,0,0,0,0,0,0,0
20,70,"B94","B94",9.9,0.4,"カクレミノ",61,65,69,NA,NA,NA,"20080317","20111128","20161107","2007_PE343","2007_PE343","PE343","aS_246","aS_246","",0,0,0,0,0,0,0,0,0
20,80,"B67","B67",1,3.2,"ヒサカキ",17.8,20.4,21.8,NA,NA,NA,"20080317","20111128","20161107","2007_PE355","2007_PE355","PE355","aS_216","aS_216","",0,0,0,0,0,0,0,0,0
20,80,"B66","B66",1.2,2.2,"ヒサカキ",16.9,20.3,22.1,NA,NA,NA,"20080317","20111128","20161107","2007_PE354","2007_PE354","PE354","aS_217","aS_217","",0,0,0,0,0,0,0,0,0
20,80,"B68","B68",1.5,0.3,"カラスザンショウ",NA,32.4,54.4,NA,NA,NA,NA,"20111128","20161107","2011_B68","2011_B68",NA,"aS_221","aS_221","",0,0,0,0,0,0,1,0,0
20,80,"B65","B65",1.7,1.4,"ヒサカキ",23,24.8,26,NA,NA,NA,"20080317","20111128","20161107","2007_PE353","2007_PE353","PE353","aS_220","aS_220","",0,0,0,0,0,0,0,0,0
20,80,"B60","B60",1.7,6,"モチノキ",66.5,74.2,84.8,NA,"樹種修正済",NA,"20080317","20111128","20161107","2007_PE356","2007_PE356","PE356","aS_214","aS_214","",0,0,0,0,0,0,0,0,0
20,80,"B59","B59",1.8,6.5,"カクレミノ",34.3,40.2,46,NA,NA,NA,"20080317","20111128","20161107","2007_PE357","2007_PE357","PE357","aS_213","aS_213","",0,0,0,0,0,0,0,0,0
20,80,"B69","B69",3.1,0.5,"アカメガシワ",NA,34.4,NA,NA,NA,"立枯",NA,"20111128","20161107","2011_B69","2011_B69",NA,NA,NA,"",0,0,1,0,0,0,1,0,0
20,80,"B64","B64",3.5,0.9,"ヒサカキ",15.1,18,19.8,NA,NA,NA,"20080317","20111128","20161107","2007_PE352","2007_PE352","PE352","aS_219","aS_219","",0,0,0,-1,1,0,0,0,0
20,80,"B61","B61",3.6,7.5,"ヒサカキ",19.6,20.5,20.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE358","2007_PE358","PE358","aS_212","aS_212","",0,0,0,0,0,0,0,0,0
20,80,"B63","B63",5,3,"ヒサカキ",NA,15.7,16,NA,NA,NA,NA,"20111128","20161107","2011_B63","2011_B63",NA,"aS_223","aS_223","",0,0,0,-1,1,0,0,0,0
20,80,"B62","B62",8.7,2.5,"カクレミノ",65.6,72.7,80,NA,NA,NA,"20080317","20111128","20161107","2007_PE351","2007_PE351","PE351","aS_222","aS_222","",0,0,0,0,0,0,0,0,0
20,90,"B29","B29",0,9.1,"ノグルミ",49,51.2,NA,NA,NA,"根返","20071227","20111128","20161107","2007_PE299","2007_PE299","PE299",NA,NA,"",0,0,1,0,0,0,0,0,0
20,90,"B39","B39",0.1,8,"コナラ",97.7,106.2,112.2,NA,NA,NA,"20080317","20111128","20161107","2007_PE383","2007_PE383","PE383","aS_183","aS_183","",0,0,0,0,0,0,0,0,0
20,90,"B57","B57",0.7,1.7,"ヒサカキ",18.1,19.2,19.9,"同株",NA,NA,"20080317","20111128","20161107","2007_PE359","2007_PE359","PE359","aS_209","aS_210","",0,0,0,0,0,0,0,0,0
20,90,"B58","B57",0.7,1.7,"ヒサカキ",17.9,19.4,20.3,"同株",NA,NA,"20080317","20111128","20161107","2007_PE360","2007_PE359","PE360","aS_210","aS_210","",0,0,0,0,0,0,0,0,0
20,90,"B40","B40",0.9,5.3,"ヒサカキ",25,25.7,26,NA,NA,NA,"20080317","20111128","20161107","2007_PE370","2007_PE370","PE370","aS_205","aS_205","",0,0,0,0,0,0,0,0,0
20,90,"B41","B41",1.2,5.6,"ヒサカキ",19.8,20.5,21,NA,NA,NA,"20080317","20111128","20161107","2007_PE371","2007_PE371","PE371","aS_206","aS_206","",0,0,0,0,0,0,0,0,0
20,90,"B42","B42",1.5,5.2,"ヒサカキ",18.9,19.8,20.4,NA,NA,NA,"20080317","20111128","20161107","2007_PE372","2007_PE372","PE372","aS_207","aS_207","",0,0,0,0,0,0,0,0,0
20,90,"B43","B43",1.9,5.3,"ヒサカキ",15.2,15.8,16.4,NA,NA,NA,"20080317","20111128","20161107","2007_PE373","2007_PE373","PE373","aS_208","aS_208","",0,0,0,-1,1,0,0,0,0
20,90,"B38","B38",2.1,8,"ヒサカキ",23.4,25,27,NA,NA,NA,"20080317","20111128","20161107","2007_PE382","2007_PE382","PE382","aS_184","aS_184","",0,0,0,0,0,0,0,0,0
20,90,"B30","B30",2.8,9.7,"ヒサカキ",28.4,29.2,30.7,NA,NA,NA,"20080317","20111128","20161107","2007_PE385","2007_PE385","PE385","aS_211","aS_211","",0,0,0,0,0,0,0,0,0
20,90,"B32","B32",4,9.5,"ヒサカキ",21,21.3,22.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE384","2007_PE384","PE384","aS_189","aS_189","",0,0,0,0,0,0,0,0,0
20,90,"B56","B56",4.2,0,"ヒサカキ",NA,21.6,21.5,NA,NA,NA,NA,"20111128","20161107","2011_B56","2011_B56",NA,"aS_204","aS_204","",0,0,0,-1,1,0,0,0,0
20,90,"B37","B37",4.5,7.5,"ヒサカキ",NA,16.2,17.1,NA,"座標確認必要","位置確認済",NA,"20111128","20161107","2011_B37","2011_B37",NA,"aS_186","aS_186","",0,0,0,-1,1,0,0,0,0
20,90,"B55","B55",5,0,"カクレミノ",34.1,37.2,42.2,NA,NA,NA,"20080317","20111128","20161107","2007_PE361","2007_PE361","PE361","aS_203","aS_203","",0,0,0,0,0,0,0,0,0
20,90,"B54","B54",5,0.2,"ヒサカキ",17.6,17.3,17.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE362","2007_PE362","PE362","aS_202","aS_202","",0,0,0,0,0,0,0,0,0
20,90,"B36","B36",5.4,7.5,"ヒサカキ",17.2,17.4,17.5,NA,NA,NA,"20080317","20111128","20161107","2007_PE380","2007_PE380","PE380","aS_187","aS_187","",0,0,0,0,0,0,0,0,0
